text,task_1,task_2
"टिकट ❌कटने से नाराज इस महिला👩 एमपी ने जब भेंट किया 💐गुलदस्ता, तो पीएम मोदी ने पूछा.. https://t.co/GjEDZMc3N2 via @UP AAJTAK",NOT,NONE
RT @Deepakkhatri812: अगले 72 घंटों तक संघियों का भोपाल में ऐसा हाल किया चुनाव आयोग ने😁😂🤣 https://t.co/NhY9IwJvIr,NOT,NONE
"वोट उसे दो कि बाहर आकर मुँह छुपाना न पड़े!
ओर शान से कह सको कि मोदी को वोट दिया!",NOT,NONE
"RT @Sjp4India: मज़बूत हाथ और फौलादी बाहें,
पर्वत चीर कर बना दे राहें,
अपने कर्म,धर्म और श्रम से,
भारत का जो निर्माण करें
समाजवादी हर श्रमिक…",NOT,NONE
तुझे पेमेंट मिल गई क्या 🤣,NOT,NONE
गुजरात उन पांच राज्यों में से एक है जिसमें हालिया दलितों पर अत्याचार में बढ़ोतरी दर्ज हुई हैं गुजरात: बारात में हुई घुड़चढ़ी तो दलितों के साथ किये तरह तरह के अत्याचार! https://t.co/U1OSpgs03w,HOF,HATE
@ArvindKejriwal बहुत जल्द delhi से बहार का रास्ता देखना होने वाला है,NOT,NONE
RT @Badka_Bokrait: आएगा तो मोदी ही. लेकिन बादल हुए तो मालूम नहीं चल पाएगा.,NOT,NONE
@BBhuttoZardari अबे भड़वे के बीज पहले अपनी संभाल ले वहाँ फटी पड़ी है पाकियों की ।,HOF,PRFN
कहाँ से आती रहोगी,NOT,NONE
"@aajtak कांग्रेस ने 1947 से ही लोगो की हत्याएं किराई है,इनकी यही असलियत है,मोदीजी ने 40 बोला है दो,चार आगे पीछे ही होगा,

क्योकि देश की जनता देश दिरोहियो को सबक सिखा रही,BJP + 400 सीटें जीत रहें।।

हर हर महादेव",NOT,NONE
"RT @SaffronAvnish: जब बंदे से पूछा : क्या तुम्हे विपक्ष से प्रॉब्लम क्या है तब

1 ही सांस में @RahulGandhi और सभी विपक्षियो दलो के नेताओ का…",NOT,NONE
"जब गांव लगी फटने तो ये लगे घटने,
दोष आने कर्मों के फोडें दूसरों पर।।
जब जनता साथ छोड़ती है,
तब दोष evm झेलती है।।
जब साथी इनको कूटते हैं
ये मोदी मोदी करके रोते हैं।।",HOF,PRFN
"RT @karuneshtripa14: जिस दिन ये आदमी PM बन गया

 तब ये सोचोगे कि मोदी जी कितने मासूम थे https://t.co/VSxEidsoFF",NOT,NONE
"RT @VivekmMisra: उसी गुजरात से शेर मंगाने के लिए अखिलेश भैया ने 7 बार चिट्ठी लिखी थी,अगली बार जब उनके चरणों मे लोटने जाइयेगा तो मेरी बात की…",NOT,NONE
"RT @BebakAawaj: @yadavakhilesh जनता साफ दिखा रही कि उसने तय कर लिया है बाबा की कोई सभाएं नही दिखाई दे रही है।

बार बार बॉटने और जनता के अंद…",NOT,NONE
Ye bumrah lodu phir G maar dega,HOF,PRFN
@MamataOfficial हमारे देश की  रक्षा के लिए इस ममता बनर्जी को पश्चिम बंगाल से हटाओ पश्चिम बंगल बचाओ यह सिर्फ  राउडी असम करा है,HOF,HATE
@sunny_tweetss Khan abba ky samny nhe chalta na akelay me sab chalta hai phir abba ki look he kafo hoti hai 😈😂😂,NOT,NONE
"RT @nishantchat: अब कहीं चुनाव आयोग UN को खत लिख कर ये ना कह दे कि मसूद को अभी अंतराष्ट्रीय आतंकी घोषित करना आचार संहिता का उलंघन है 🤣

#Ma…",NOT,NONE
पठानकोट एयरबेस की आईएसआई से जांच कराने वाला आई एन एस विराट पर सोनिया गांधी की उपस्थिति पर प्रश्नचिन्ह लगा रहा है ।,NOT,NONE
"RT @dgurjarofficial: बाबा ज्ञानेंद्र का नया ज्ञान &gt; इतना क्लाउड है विमान राडार की पकड़ में नहीं आयेंगे,
सच में इतना ज्ञान इनके सिवा किसी…",NOT,NONE
"RT @Pandey__Pramod: योगी जी बच्चा पैदा नही कर सकते: अलका लांबा

@LambaAlka जी आपको कैसे पता चला कुटिया में गई थी क्या ?🤔😛😂
#भाभी_की_राशनका…",HOF,OFFN
"RT @Raghu__Charan: पतन का इससे बड़ा उदाहरण क्या होगा 
85% हिंदुओ के बीच खड़ा मुसलमान उनकी बहन बेटियों की चड्डी का रंग बता रहा था और वो तालि…",HOF,HATE
"RT @BhimArmyIN: गुजरात के मेहसाणा में एक दलित की घुड़चढ़ी के बाद पूरे दलित समुदाय को सामाजिक बहिष्कार का सामना करना पड़ रहा है.
यही है गुज…",NOT,NONE
"RT @OfficeofSSC: आज कांग्रेसी नेता मेरे घर आये किसानों की सूची लेके!

सूची थी कृषि विभाग की, बैंक की नहीं थी।

अगर कर्ज़माफी का सबूत ही दे…",NOT,NONE
RT @manakgupta: UN ये बैठक-घोषणा चुनाव के बाद नहीं कर सकता था? कौन-कौन ये सोच रहा होगा 🤔 #MasoodAzhar,NOT,NONE
"एक बात पुछनी है ....
जब गाली देने का मन करे तो कांग्रेसियो को 
गरिया सकते हैं",HOF,PRFN
"RT @hmalik_1220: @VINEET4BJP @ajitanjum असहमति हो तो विरोध कीजिए!!
असहमति जता रहे हैं तो बेहुदा बता रहे हैं!!
😠😠",NOT,NONE
"RT @GSatusingh: @INCIndia डिजिटल क्रांति की देन राजीव गांधी जी की, https://t.co/vqSF8EKSJU",NOT,NONE
"RT @Rambabu7231: मुस्कुराहट की गजब बातें हो गई
#लफ्ज़ की अजीब रिश्ता हो गया है

अगर रिश्ते होता तो इजहार करता
मोहब्बत बदनाम नहीं बेमिसाल कर…",NOT,NONE
RT @abhishekprsnl: बादलो के नीचे से प्रतिभा पे छुप के हमला करने वाले दो शख्स।। https://t.co/RJXHEhXUW9,NOT,NONE
RT @Mayawati: और अभी हाल में इनका जनविरोधी अहंकार इतना सर चढ़कर बोला कि इन्होंने बंगाल में तृणमूल कांग्रेस के 40 विधायक तोड़कर ममता बनर्जी…,NOT,NONE
"RT @ZeeNewsHindi: #BreakingNews: मसूद अज़हर अंतर्राष्ट्रीय आतंकी घोषित

https://t.co/gfUtRWrNnZ https://t.co/N993pjrzT2",NOT,NONE
"RT @narendramodi: मैंने यूपी की जनता से सवाल पूछा, आतंक को करारा जवाब कौन दे सकता है।

जानिए जनता का मिजाज। https://t.co/juzx4tr6tr",NOT,NONE
"जैसे तारीख नजदीक आती। जा रही है इनके भी स्वर बदलते जा रहे है बधाई आज जाता को पता चला कि आप मीडिया वाले है
@anjanaomkashyap @sardanarohit @RiituS @LambaAlka @RahulGandhi @keshavyadaviyc @KunalChoudhary_",NOT,NONE
"RT @VinayDw86398158: सोनिया चर्च मे
फादर किसी को सचिन हुआ,विराट, हुआ,धोनी, गौतम,युवराज, भज्जी हुआ मुझे पप्पू क्यों हुआ?
फ़ादर - अब ""हुआ तो…",HOF,OFFN
"RT @Avinash78729927: @manishpune2000 @rishikeshlaw अरे भाई इन पांडु से क्या बात करते हो, ये लोग गन्ने को चूसकर फेक गए सिट्ठी है साले । इन क…",HOF,HATE
RT @DesiStupides: @dhruv_rathee 23 मई को भाजपा को 540 सीटें मिलेंगी लेकिन बादलों की वजह से दिखेंगी केवल 150. 🤣 🤣,NOT,NONE
"RT @Aryavrta: #IndianJudiciaryAtStake
आज न्यायलय में न्याय पाना मुश्किल हो गया हैं क्योंकि न्याय सरेआम बिक रहा हैं।

सलमान खान,तरुण तेजपाल…",HOF,OFFN
"RT @Prerna22845841: 💞रोशन है  तेरे दम से मेरे इश्क का जहां

जो बात तुझमें है वो किसी और में कहां💞 https://t.co/eoI73vK9Nd",NOT,NONE
"नफरत फैलाने वाले को वोट मत देना, सीधे सीधे कह दीजिये की #dontvoteformodi 

जिसने काम किया उसे वोट दे , मतलब #Vote4Jhaadu 
#Vote4AAP",HOF,OFFN
"चमचे आजकल पप्पू मूत्र पीना बंद कर दिए है क्योंकि आजकल पप्पू मूत्र के ट्वीट नहीं आ रही है मैंने सोचा चलो पूछ लेता हू
😂😂😂😂😂😂😂😂😂😂",HOF,OFFN
"1984 में सिखों के साथ अत्याचार हुआ, कत्लेआम हुआ, ये कहते हैं- हुआ तो हुआ।

भोपाल में हजारों लोगों को जहरीली गैस के हवाले कर दिया गया। इस पर भी ये यही कहेंगे- हुआ तो हुआ।

2014 से पहले इनकी तुष्टिकरण की नीति के कारण आतंकवाद ने हज़ारों जानें लीं।आज ये कह रहे हैं- हुआ तो हुआ: पीएम https://t.co/zTKVgVUWjk",HOF,HATE
@Mdhaka5 अगर बालाकोट में नहीं निबटा हो @ManiShankarAiya तो आज अपनी मौजूदगी दर्ज करवाये। अभी चुनावों का अंतिम चरण बाक़ी है।,NOT,NONE
"RT @dasraghubar: पिछले साढ़े चार साल में संथाल परगना ने तेजी से विकास किया है। गांव-गांव तक सड़क है, घर-घर में बिजली, शौचालय और गैस कनेक्शन…",NOT,NONE
RT @naijonam: कई बार सोचता हु की AAP से कुछ लोग बाहर ना जाते तो कितना अच्छा होता पर फिर ऐसे लोगों को भोंकते देखता हु तो सोचता हु अरविंद जी…,NOT,NONE
"RT @xOePHAgoruXzdpk: नजरे कर्म मुझ पर इतना न कर,💚💚💚💚
की तेरी इश्क में मैं बाघी हो जाऊ,💕💕💕
मुझे इतना न पिला इश्क ए जाम,💓💓💓
की मैं इस जहर की…",NOT,NONE
ऐसे चल रहा है हमारा चुनावी लोकतंत्र,NOT,NONE
"मां' हर दुःख का इलाज है। दुनिया में ऐसी कोई समस्या नहीं, जिसका समाधान मां के पास नहीं। #HappyMothersDay @narendramodi
#JitegaModiJitegaBharat @kavanmehta @thakor_ganapat @KalpeshRathavi @mit_chokshi @KuldeepSanghvi @inandlalpatel @m_borad @DineshSorathiy4 @NazlinShaikh @DrRutvij https://t.co/fGzKAJ7ZlG",NOT,NONE
"RT @ShashiTharoor: वो साँस भी लेती है ""थरूर""
उसमे भी दुआएं होती हैं
माँओं का तोड़ नही होता
माएँ तो माएँ होती हैं
#MothersDay https://t.co/K…",NOT,NONE
RT @ankur9329: प्रज्ञा दीदी ने हिन्दू होने की कीमत चुकाई है। आज आप हिन्दू होने की अर्थ बता दीजिए दिग्वविजय सिंह को।,NOT,NONE
"नवजोत सिंह सिद्धू बोले - 'मोदी उस दुल्हन की तरह जो रोटियां कम बेलती है चूड़ियां ज्यादा खनकाती है'.
तो मैं भी ये कहती हूँ की नवजोत सिंह सुद्धू उस हिजड़े की तरह है जो नाचता कम है और तालिया ज्यादा बजाता है.",HOF,OFFN
@squintneon @iBeingJaySingh @AisiTaisiDemo phele me samajta tha sab muslim aache hote he par ye sab bhsodiwale he,HOF,PRFN
"ऊना में बंदरों के आतंक से लोग परेशा, ग्रामीणों ने सड़क पर दिया धरना
#HimachalPradesh #HimachalNews
 https://t.co/UwhB2YsfA3",NOT,NONE
@SwetaSinghAT अगर उस खिलाड़ी को मैच में खिलाया ही ना गया हो तो।😂,NOT,NONE
"RT @SurgicalWay: @AzmiShabana ❤️

अच्छा है!
इसी मिट्टी में मरेंगी तो हम #RIP 
वाला ट्वीट तो कर सकेंगे!

फुक्रिया मोहतरमा, यहीं
मरने की बात…",NOT,NONE
"RT @BundiAAP: ""विपक्षी पार्टियों को हर तरफ से अपनी हार दिखाई दे रही है। जब कोई भी हथकंडे उनके काम नहीं आए तो उन्होंने चुनाव जीतने के लिए मे…",NOT,NONE
"RT @anuragtamrakar6: बंगाल की भूतनी आज बहुत डर गई 
🤣🤣🤣🤣

वीडियो जरूर देखें 
https://t.co/vJfWmDiqGn",HOF,OFFN
"RT @LakhanKori6: #Ramzan2019
#RamadhanKareem
मांस खाने का आदेश अल्लाह का नहीं है।
हजरत आदम के शरीर में कोई पित्तर आ कर प्रवेश करता था। वही…",NOT,NONE
@sudhirchaudhary ये सभी जो घडियाली आंशु ट्विटर पर बहा रहे हैं । ये सब नाजायज पैदाइश हैं ।,HOF,OFFN
@sudhirchaudhary अरे भाई इनको मत कोसो ये लोग इसी की खाते है। कुत्ता मालिक के खिलाफ तो भोकेगा ही।,NOT,NONE
"RT @BJPLive: कांग्रेस की पीढ़ियां गरीबी हटाओ की बात करती रही, लेकिन गरीबी हटी नहीं। अब राहुल जी भी वही बात कह रहे हैं, तो इनकी विश्वनियता क…",NOT,NONE
"RT @JBMIS: हम बंगाल की डायन को भी दीदी कहते हैं।
यह हमारा संस्कार है।",HOF,PRFN
"RT @SaintRampalJiM: ब्रह्म की पत्नी का नाम दुर्गा जी है !
#GodMessage https://t.co/xgc3NxzCzQ",NOT,NONE
RT @sambit_swaraj1: राहुल और प्रियंका का घर बिल्कुल अगल बगल है दोनों घरों में सिर्फ एक दीवार का अंतर है राहुल के घर में एक मुर्गा है जिसने…,NOT,NONE
"RT @abhinav1857: आज मैंने #NOTA पर मुहर लगाकर इस आरक्षित लोकतंत्रीय व्यवस्था के खिलाफ अपने सवर्ण धर्म का पालन किया ।
जय हिन्द",NOT,NONE
RT @NaveenBhutani5: @ArvindKejriwal लल्ला हुआ नहीं कि हिजड़े बधाई देने पहले पहुँच जाते हैं! https://t.co/ViiJZYx8Bb,HOF,OFFN
"RT @UshaDassi: #ramadan2019 
जहां संखों लहर मेहर की उपजै,कहर नहीं जहां कोई।
दास गरीब अचल अविनाशी, सुख का सागर सोई।।
असली भगति वेद शास्त्रों…",NOT,NONE
"@sardanarohit हिट्लर की औलाद दिल्ली की मेन स्ट्रीम मीडिया में कौन है सब को पता है 
Not a hitler #jhutler है",HOF,OFFN
"RT @CallGirlSonam: अच्छे लोगो का दिल #कमल जैसा होता है, कीचड़ में भी खिलता है ओर खुद पर एक बूंद कीचड़ की लगने नहीं देता।            https:/…",NOT,NONE
"RT @AlishaSays_: कितने लोग 23  मई को भाजपा के जाने का इन्तज़ार कर रहे है ?

RT &amp; COMMENT...",NOT,NONE
"RT @RoshanKrRai: "" Itne cloud hai , baarish ho Rahi hai , ek benefit hai "" 😂😂 https://t.co/8UIyDCQKbm",NOT,NONE
RT @pooja303singh: @ArvindKejriwal घुँघरू सेठ कोई नया पैंतरा दिखाओ ये पुराना हो गया 😂,HOF,OFFN
"RT @BJP4India: एक-एक घुसपैठिये को मोदी सरकार चुन-चुनकर बाहर निकालने का काम करेगी: श्री @AmitShah #DeshBoleModiPhirSe 

लाइव देखें https://t…",NOT,NONE
"@narendramodi https://t.co/g96yM5gBjY
#चमचो तुम #फिरोज_खान के #वंशजों की गुलामी ही करते रहना 
पूरे #विश्व मे #मोदी_मैजिक चल रहा है 
#मसूद_अजहर_ग्लोबल_आतंकी_घोषित
#आज_चमचे_सदमे में चले गए है, क्या
#मोदी_जी है तो मुमकिन है।
#अबकी_बार 400 #पार
हर हर #मोदी
घर घर #मोदी",HOF,OFFN
RT @SunitaRawat_: मैं 23 मई तक बीजेपी का विरोध देशहित में करुगी अगर किसी को भी मेरी ट्वीट से तकलीफ हो तो मेहरबानी करके तब तक मुझे ब्लॉक कर…,NOT,NONE
"RT @KailashOnline: #MamataBanerjee का अराजक तंत्र !!!

#WestBengal में आज चुनावी हिंसा ने सारे रिकॉर्ड तोड़ दिए! #BJP उम्मीदवार भारती घोष…",NOT,NONE
"लोकतन्त्र के त्योहार मै वोट  डालकर आया हू |
मै फिर एक बार मोदी  सरकार बनाने मै योगदान करके आया हू  |
#NarendraModi #chowkidarnarendramodi #chowkidarvijay #chowkidar https://t.co/bV005mfwsp",NOT,NONE
"RT @MANOJTHANVI812: ऊं नमः शिवाय
जय महाकाल
हर हर हर महादेव",NOT,NONE
Thik hai https://t.co/mQL6Ysuh8S,NOT,NONE
RT @aagnihotri304: @virendersehwag @YUVSTRONG12 @harbhajan_singh @ImZaheer @ArvindKejriwal Isse behtar kar k dikhaiye @ArvindKejriwal https…,NOT,NONE
"@sherryontopp तू मूर्ख है क्या ? चोरनिया के तलवे चाटने के बाद दिमाग खराब हो गया क्या ?
ये वर्ल्ड हंगर इंडेक्स क्या पिछले 5 सालों में आया है बेवकूफ़ इंसान ?",HOF,OFFN
"RT @aapsukhpalsingh: मार मोहरिया तान के झाड़ू के निशान पे ..
#Vote4Jhaadu 
@ArvindKejriwal https://t.co/izVGP3TaQM",NOT,NONE
RT @sexyswity94: मैं और मेरी दोस्त @ursrashi  जब भी मिलते है तो ऐसे ही मज़ा करते है https://t.co/TkzT7WGjto,NOT,NONE
"@AuditorOfSports 😁यदि ऐसी ही फ़िट्नेस व बैटिंग फ़ॉर्म मेंटेन रख पाए तो IPL2020 ही नहीं MS, T20वर्ल्ड कप भी खेलेंगे। https://t.co/8hZpznRyNn",NOT,NONE
"RT @KushwahMadhavi: #मां 
हमारे पाप कर्मों को नहीं काट सकती https://t.co/W3Btmw0JCR",NOT,NONE
"RT @Mohamma58796854: एक ही फिल्म में दो बार चोरी 
-1राफेल फाइल -2 EVM चोरी -

समझ में नहीं आ रहा सरकार चला रहे हे या धूम 4 फिल्म 😝😜",NOT,NONE
"RT @Megha15120179: #SundayMotivation
दुर्गा देवी पुराण में दुर्गा अपनी भक्ति ना करने के लिए कह रही है वह केवल ओम की भक्ति करने के लिए कहती…",NOT,NONE
"बिल्कुल सही बात 
इस बार फेकने में पकड़े गए😂😂",NOT,NONE
"RT @yadavtejashwi: सही बोला, नीरव मोदी, ललित मोदी, रेखा मोदी, राजकुमार मोदी जैसे भगौडों को भगाने में किसी को तीन नहीं 30 जन्म लेने पड़ते ले…",NOT,NONE
"RT @Radhemeena78: कहीं पे निगाहें कहीं पे निशाना
😂😂😂😝😝
कुत्ते की पूंछ कभी सीधी नही हो सकती https://t.co/DuMalxsMBC",NOT,NONE
RT @NehaBishwas: मीडिया वाले भी कम फ़िल्मी नहीं हो गए है...सवाल करेंगे जैसे सामने प्रधानमंत्री नहीं कोई बच्चा हो और जवाब ऐसे सुनेंगे जैसे…,HOF,HATE
@p_sahibsingh @TajinderBagga बिल्कुल सबूत मांगने वालों को सीमा पर खड़े कर देना चाहिए फिर लेंगे जितना सबूत लेना होगा,NOT,NONE
"@yadavtejashwi ललुआ को साजिशन नहीं कानूनन बोल गधे , कानूनन ललुआ को लात मारकर जेल में ठूंसा गया है अब तेरा भी नंबर आने वाला है",HOF,OFFN
RT @Sushil4JnpBJP: #बदलापुर #ग्राम_स्वराज_मंच की बहनो द्वरा #मतदाता जागरूकता रैली निकाली गई। रैली में उपस्थित बहनो को 12मई को होने वाले मत…,NOT,NONE
@Pandey__Pramod @RajeshR41677172 @AjayKushwaha_ @punit0022 @MukeshKumarJo15 @chetana816 हर हर महादेव,NOT,NONE
"@nitishpoet *आबाद हो चुका हूँ, फिर से बर्बाद करना* ऐसा लिखते तो?",NOT,NONE
"RT @SandeepMahule: काँग्रेस का कहना है कि वो सत्ता में
आयी तो देशद्रोह कानून समाप्त करेगी 

क्यो समाप्त करेगी ???

क्योंकि काँग्रेस ही देश…",HOF,HATE
RT @onlytg_gt: @ANI #MasoodAzhar को अंतरराष्ट्रीय आतंकवादी घोषित कराने में नेहरू जी ने बहुत बड़ा योगदान दिया है आइए हम सब नेहरु को धन्यवाद…,NOT,NONE
"RT @Dayalal41649609: @mayachauha मसूद को आंतरराष्ट्रीय आतंकवादी घोषित करने के बाद,विरोधियों को मार्केट में बरनोल नहीं मिल रही होगी !!",NOT,NONE
@ArvindKejriwal अबे गटर के कीड़े केजरीवाल तेरे बच्चे जो हैं उन्हें पैदा करने में भी मोदी जी का हाथ है फिर तो।,HOF,OFFN
"मोदीजी के डर से चीन के राष्ट्रपति ने RSS की सदस्यता ग्रहण कर दी।
मोदी हैं तो मुमकिन है।
सुना है 23 मई को @RahulGandhi @ArvindKejriwal @MamataOfficial भी RSS जॉइन करेंगे। 😊😊 https://t.co/uODUWOyPXN",NOT,NONE
@sonaliranade ask Mani Shankar aiyar,NOT,NONE
"RT @_NafeesAhmad: @narendramodi एक भक्त मित्र जा रहे थे 
मैंने कहा सम्भल कर जाओ
आगे डिवाईडर है 
बस भड़क गया कि तुम लोग मोदी को क्या समझ रखे…",NOT,NONE
"RT @MLArajeshSP: मिश्रा जी कहिन 😂🤣👇👇
सर्जिकल स्ट्राइक करने में हमारे जवानों की सेफ्टी को लेकर बहुत शंका थी। काफी रिसर्च के बाद मैंने सुझाव…",HOF,OFFN
"देश में चुनाव हो रहे है
लेकिन 
केवल पश्चिम बंगाल में लड़े जा रहे है।",NOT,NONE
@UrmileshJ दलाल मीडिया के कारण देश में नफरत फैल रही है,HOF,HATE
"मोदी को India Divider in Chief घोषित एक पाकिस्तानी पत्रकार के बेटे और शांतिदूत सलमान तासीर नें किया जिस कवर फोटो के दम पर पिद्दी कूद रहे  😂
पाकिस्तान को मोदीजी नें जिस तरह बर्बाद किया उसकी करतूतों का फल दिया तो पाकिस्तानियों की ये हरकत बहुत स्वाभाविक है,लगे रहो😂😂😂 https://t.co/HG8RcXCTz8",NOT,NONE
"RT @SunitaR67477606: तुझसे बात करने के बाद ऐसा सुकून मिलता है.. जैसे की लगता है दुनिया की सारी खुशी मिल गई..     
https://t.co/q22CQCZMFI
R…",NOT,NONE
"RT @Ashfaqkotwal5: एयरस्ट्राइक के दिन अगर बादल नहीं बनते तो हमारे पास गटर गेस जलाके धुएं से बादल बनाने का मास्टर प्लान भी था
 😜😜😜😛😛😛
😂😂😂😂😂😂…",NOT,NONE
@narendramodi ईश्वर उनकी आत्मा को शांति दे .,NOT,NONE
"@Yogita_singh11 @yadavdimples केमरा तो बहुत छोटी बात है ये तो चुनावी सभा में, हजारों की भीड़ के सामने ताली पीट पीट कर सफ़ेद झूँठ बोलते हैं, टेसुए बहा देते हैं और सबसे बड़ा झूँठ अपने आप को ख़ाकसार बनाने में भी शर्म नहीं आती।",NOT,NONE
"RT @RoflNana_: डाक्टर आप को डॉक्टर बन्ने के लिए प्रोत्साहित करेगा, इन्जीनियर, इन्जीनियर बन्ने के लिए, लेकिन जिसने 35 वर्षो तक भीख मांग कर…",HOF,OFFN
@jehaadi_bakra @NobitaDuffer @thenarayan_ @MGNTheTwin @SabinaBasha Xआपकी बहन का बकरी बना के नियाग कर दिया आप हलाला में उलझे रहे मियां गान ऊची करो चूची नीची,HOF,PRFN
"RT @RANAUTKANGNAHP: 23 मई के बाद अगर मोदी जी ने कह दिया🙂
"" कि अब होगा न्याय ""

तो भारत के आधे से ज्यादा नेताओं की पतलून गीली हो जायेगी😂😁😂😃😜",NOT,NONE
"RT @nawabmalikncp: आपातकाल में जो चीनी नागरिक बन भाग गया था चीनी है या नहीं बताता नहीं , @RahulGandhi 
जी की नागरिकता पर सवाल उठा रहा है,
उ…",HOF,OFFN
", @INCIndia

1. 1984- हुआ तो हुआ  

2. 1984-भगाया तो भगाया (भोपाल गैस)

3. 1986- गए तो गए (विराट पिकनिक)

4. 1988 - ली तो ली (बोफोर्स) 

5. 1990- काटा तो काटा (कश्मीरी पंडित)

6. 2008- मरे तो मरे ( 26/11) 

7. 2009-2014- लूटा तो लूटा (2G, Coal &amp; CWG)

@ABHM4GUJARAT

#HuaToHua",HOF,HATE
"RT @JagratiGupta3: @ArvindKejriwal अगर ऐसा था,
तो खुशियां मनाते😠
क्यों ट्वीट करके अपना समय बर्बाद कर रहे आप।।",NOT,NONE
@Iyervval @ARanganathan72 कॉमरेड़ आनंद को लाल सलाम 🤺,NOT,NONE
"RT @AmitShah: Divide and Rule का इतिहास कांग्रेस का रहा है।

Divide and Rule तब हुआ जब कांग्रेस ने अपने वोटबैंक के लिए हिंदू आतंकवाद की फ़…",HOF,HATE
"15 साल से बंधक युवती को छुड़ाया, खौफनाक है कहानी  https://t.co/wPF4jeFcR9 via @aajtak",NOT,NONE
@AmbaniHu Gand me daal chutiya... https://t.co/9dN2WgC2W5,HOF,PRFN
RT @TheLallantop: PM @narendramodi ने बादलों से पाकिस्तानी रडार को चकमा दिलवाया फिर मज़ाक उड़वा बैठे. TV चैनल को इंटरव्यू में बता रहे थे ए…,NOT,NONE
@ankurdh Shukr hai,NOT,NONE
@aajtak @Pkhelkar जरा लोकपाल क्यों नहीं नियुक्ति किया मोदी जी ने इस पर भी पूछ लेते।,NOT,NONE
"नेहरू से लेकर राजीव तक सब बिना मेहनत के प्रधानमंत्री बने थे

केवल पप्पू की ही किस्मत खोटी निकली
🤣🤣😂🤣😂",HOF,OFFN
"RT @Marwadi29: ये नागमणि लेकर रहेगा..🤣
. https://t.co/geC8NMhcpn",NOT,NONE
RT @AsaramBapuJi: विषय सुख की लोलुपता आत्मसुख प्रकट नहीं होने देती। सुख की लालच और दुःख के भय ने अन्तःकरण को मलिन कर दिया है। तीव्र विवेक-…,NOT,NONE
@INCUttarPradesh @IncNiku अब की बार न्याय वाली सरकार,NOT,NONE
"RT @BJP4India: जब इन्हें मौका मिला, तो इन लोगों ने अपने लिए लाखों-करोड़ों के बंगले बना लिए। 

जब मुझे सेवा का अवसर मिला तो मैंने मेरा बंगला…",HOF,HATE
RT @NuhCongress_SC: लोकतंत्र का पर्व मतलब चुनाव हैं। मैं इस चुनाव का हिस्सा बन देश को मज़बूत बनाने के लिए अपना वोट #कांग्रेस को कर आया हूँ।…,NOT,NONE
"RT @myogiadityanath: जिसने औरंगज़ेब की तरह पिता को ही अपदस्थ कर दिया, उनके साथ हाथ मिलाया जिनको फूटी आंख नहीं सुहाते थे, 23 मई के बाद जो फि…",NOT,NONE
"मतलबी दुनिया में लोग अफसोस से कहते है की,
कोई किसी का नही…?
लेकीन कोई यह नहीं सोचता की हम किसके हुए…...... @ Nahri https://t.co/kDGukpljwp",NOT,NONE
"चीन ने घुटने टेके मसूद अज़हर इन्टरनेशनल आतंकी घोषित 
अब क्या करेगी कोग्रस
मोदी है। तो सब मुमकिन है।
अच्छे दिन",NOT,NONE
RT @pokershash: @RanaAyyub कौन बना रहा यह सब 😣 https://t.co/1z9v6RttAq,NOT,NONE
"भूखा मर गया बहादुरी बिना दिखाये रावण का साथ भी मिल गया था अब बस केवल रोने वालो की औकात देखना 
हाय सब मोदी ने कर डाला",NOT,NONE
"RT @bpjIndia: DD:गुड न्यूज इंडिया में आज आपको मिलवाते हैं कुछ ऐसे युवाओं से जो देश से भुखमरी खत्म करने का सपना संजोए हैं, इसके तहत युवाओं…",NOT,NONE
"@Jetha_Live जिसके खुद के घर शीशे के होते है, वो दुसरो के घरों में पत्थर नी मारा करते 😜😜😜😂😂😂",NOT,NONE
@ArvindKejriwal Matlab aap ko vote nahi Dena hai,NOT,NONE
"RT @KGalouri: #SaturdayMotivation 
कबीर साहिब ने लाखों लोगों के बीच एक मरी हुई लड़की को जीवित किया उसका नाम कमाली रखा पूर्ण परमात्मा सब कुछ…",NOT,NONE
@YearOfRat घर का ना टाटा स्काई का,NOT,NONE
"अगर बारिश हो रही हो और बादल छाए हो तो 
रडार विमान की स्थिति का अंदाजा नहीं लगा सकता नाली से गैस वाले ""महान वैज्ञानिक मोदी"" 
😝😜",HOF,PRFN
"इस्लामिक आतंकवाद को छुपाने के लिए किस प्रकार कांग्रेसी डायन ने हिन्दूओं को आतंकवादी घोषित करने का षड्यंत्र रचा, तथ्यों के साथ खुद देखिए...

और निर्णय लीजिए कि आप झूठे और अधर्मी कांग्रेसी मानसिकता के साथ हैं या सत्य और धर्म के साथ
@rajnathsingh @RahulGandhi @Hitler_Sona @Silpiii https://t.co/Ey1eM2LsDj",HOF,HATE
@chulbulThurram सोचिये 1988 में डिजिटल कैमरा यूज़ करने वाले मोदी जी कितने गरीब हुआ करते होंगे। कुछ तो फ़कीरी हैं मोदी जी में।,HOF,OFFN
"RT @HarishKhuranna: .@ArvindKejriwal का अभी तक चुप रहना दिखाता है की चोरी पकड़ी गयी।
हर बात पर ट्वीट ट्वीट करने वाले केजरीवाल की चुप्पी बहु…",HOF,OFFN
@kanpur62 Itti जल्दी थोड़ी मरेगा बुड्ढा,HOF,OFFN
