Post,Labels Set,Dataset
தமிழக மீனவர்களை சுற்றி வளைத்த இலங்கை மீனவர்கள் --> Who is Sri Lankans fishermen.. SriLankan Tamils or SriLankan Singhalese. So only we are seeing them as brother; not them.,Non-Hate-Speech,tamil_dataset
Kathi yedthavan kathiyal savu  kaliyuga hanuman,Non-Hate-Speech,tamil_dataset
🙏வணக்கம்🙏 👬தோழர்களே👫🇱🇰💗💛💐,Hate-Speech,tamil_dataset
Super 👍,Non-Hate-Speech,tamil_dataset
தாலி கட்டிய கணவன் கண்முன்னே மனைவியை கற்பழித்து கொலை செய்த கூட்டம் இது இன்னும் தண்டனை கொடு இறைவா🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,Hate-Speech,tamil_dataset
😠 arrive ille👞,Hate-Speech,tamil_dataset
Thandanai eppo kudukka poranga,Non-Hate-Speech,tamil_dataset
Oombu,Hate-Speech,tamil_dataset
"இவை உண்மையா என்பதில் இங்குள்ளவர்களுக்கு அக்கறையை விட
இவை உண்மை எனும் நம்பிக்கை மற்றும் அவசியம் அதிகம் உள்ளது
பெண் தன்னை நல்லவளாக்க ஆணை குற்றவாளியாக்குகிறாள்
பெண்ணை கொடூரனாக்கும் சமூகம்
டெல்லி gang rape ல் கொடூர குற்றம் செய்தது சிறுவன் தான் என
கட்டமைக்க பரப்ப நம்ப உறுதிப்படுத்த வேண்டிய எதுவோ அதுவே இங்கு ஒவ்வொரு பாலின வழக்கும் ஒரு பெண்ணிய திரைக்கதையை சுமந்தே அரசியலை நிகழ்த்துகிறது
மாநில அரசியல் முதல் மத்திய வரை அரசியல்அரசியல் சார்ந்தும் உள்ளது

விசாரணையை நேரலை செய்யலாமா கூறப்படும் விடயங்களின் தன்மை உலகம் அறியட்டுமே
குற்றம் சாட்டப்பட்டவர்களை சாட்டும் பெண்களையும்
நேரலையில் கண்டறியும் சோதனைக்கு உட்படுத்துவோமா
உண்மையில்பாதிக்கப்பட்ட புனிதர்களான பெண்களுக்கு இது வழக்கை விரைவாக்கும் சாதகம் தானே
உண்மை வெளிப்படுவதுகுற்றமற்ற அவர்களுக்கு நன்மைதானே",Non-Hate-Speech,tamil_dataset
SP police KD,Non-Hate-Speech,tamil_dataset
மரணதண்டனை தான் அவர்களுக்கு வழங்க வேண்டும்,Non-Hate-Speech,tamil_dataset
சும்ம உணர்ச்கிய தூண்டறதே வேலையாப் போச்சு.. நாதாரிப்பய,Hate-Speech,tamil_dataset
தமிழ் வாழ்க,Non-Hate-Speech,tamil_dataset
@Navalan A திமுக வுக்கு ஆதரவு தெரிவிக்கலைனா உடனே சங்கியா?நான் நோட்டா😂,Non-Hate-Speech,tamil_dataset
Thiruttu rayil than karanam,Non-Hate-Speech,tamil_dataset
Antha  veeda innuma chumma vachirukkinga Eppothu idichu thara Mattam akkavillai,Hate-Speech,tamil_dataset
"Yes,no one can loot people's money like him",Non-Hate-Speech,tamil_dataset
Aataya podurathula thana😂😂😂,Non-Hate-Speech,tamil_dataset
Kamarajar pathi pota endha naiyum pakkala.manaketa karunanethi pathi pota pakkara naiga vekkam ah Ila .DMK nai Enna pannuchu family Ku matum tha pathuchu ipavum apaditha .ana kamarajar great kal thusiku Vara mudiyathu karunanethi,Non-Hate-Speech,tamil_dataset
Yes thangachi,Non-Hate-Speech,tamil_dataset
ரவுடிகளை என்கவுன்டர் செய்வதை விட இந்த அரக்கர் களை தீயில் எரிக்க வேண்டும்,Non-Hate-Speech,tamil_dataset
"Kanimoli  pullaaa  hindi pesummm,,,, inthaaa nayeee,,,,,,,,enna venum Nahum   peduvaaan",Non-Hate-Speech,tamil_dataset
Neruppa 🔥🔥🔥🔥🔥🔥vachichi koluthanum ivanungala,Hate-Speech,tamil_dataset
Poda vesi udhagam,Hate-Speech,tamil_dataset
@Shajin Stephen ye unaku romba va,Non-Hate-Speech,tamil_dataset
"மகிந்து உனக்கு எமது ஆழ்ந்த அனு
தாபம். வரலாறு திரும்பாது வரலாற்
ரை நீ திரும்பி பார்க்க வேண்டிய து
காலத்தின் கட்டாயம்.",Non-Hate-Speech,tamil_dataset
Intha pillaya chinna pillaya pakrathukum ippavum remba vithyasam ituku,Non-Hate-Speech,tamil_dataset
பெண்களே நம்மை இந்த காவல் அதிகாரிளோ இல்ல அரசாங்கமோ காப்பாத்தாது நமக்கு நாம தான் பாதுகாப்புஇந்த மாதிரி சூழல் மாட்டிக்கிட்டா அவனுங்கள கொலை பண்ணிட்டு அங்க இருந்து வா அவனுங்களால நீ அசிங்க பட்டதா இருக்க கூடாது உண்ண தொடனும் நெனச்சவன் செத்து கெடக்கனும்😡😡😡😡😡😡😡😡,Non-Hate-Speech,tamil_dataset
ஏனெனில் யாரும் இவரைப்போல குடும்ப அரசியல் மற்றும் ஊழல் செய்ய வில்லை,Hate-Speech,tamil_dataset
Thirutu rail,Non-Hate-Speech,tamil_dataset
Tamil Naatin karuppu dinam Indru,Non-Hate-Speech,tamil_dataset
"Indha  Pazhaniappankku azhuppu 
Koduththadhe thappu.",Non-Hate-Speech,tamil_dataset
Periya thirudan intha karunanithi🤣🤣,Hate-Speech,tamil_dataset
கறுநாநிதி கறு நாகம்,Non-Hate-Speech,tamil_dataset
ஜனாதிபதி பதவி விலகும் வரை இலங்கை மக்கள் சக்தி போராட்டம் தொடரும்,Hate-Speech,tamil_dataset
கடைசி வரைக்கும் வேற ஒரு மொழியும் தெரியாமலே சாவுங்க டா..,Non-Hate-Speech,tamil_dataset
@anu laxmi yes avar thelungu naidu,Non-Hate-Speech,tamil_dataset
இவன் தமிழின துரோகி,Hate-Speech,tamil_dataset
Appa nee vivasayam panna vendiyathana,Non-Hate-Speech,tamil_dataset
"Correct thaan bro...ivanga hardwork pannama straight aa big film la chance kekkurathu , avanga summa thooki koduthuruvangala",Non-Hate-Speech,tamil_dataset
Mr karunanidhi is great!!!!!!,Non-Hate-Speech,tamil_dataset
"கக்கன், காமராஜரை தோற்கடிச்சிதன் முலம் தமிழ்நாட்டை தோற்கடிசிடிங்கபா😒",Hate-Speech,tamil_dataset
100% உண்மை,Non-Hate-Speech,tamil_dataset
Kalavani paya,Hate-Speech,tamil_dataset
Great THIEFERS of Tamil nadu.,Non-Hate-Speech,tamil_dataset
Spr speech ❤️❤️❤️❤️,Non-Hate-Speech,tamil_dataset
English karan kita kasu vangu na ipdi dha paysa thonum,Non-Hate-Speech,tamil_dataset
என்ன தான் நாம இங்கில்ஷ் படிச்சாலும் இன்னும் ஹிந்தி கரண் தான் நெறய கம்பெனி ல மேனேஜர் இருக்கான்.,Non-Hate-Speech,tamil_dataset
Sangi eana eandrikura ..,Non-Hate-Speech,tamil_dataset
Great leader,Non-Hate-Speech,tamil_dataset
Dai lose naye oru PM ellarkume PM dha avare go back nu sollradhe thappu. Apparo PM enda vandu nanum ungalloda PM nu sollanum,Hate-Speech,tamil_dataset
"Ne periya punda karu palaniyappa ,pichaioara punda mavane",Hate-Speech,tamil_dataset
இவன்களைஅடித்துகொல்லவேண்டும்,Hate-Speech,tamil_dataset
KARUNANIDHI ORU  PAKKA THIRUTAN,Hate-Speech,tamil_dataset
He played a vital and an important role for the development of Tamil Nadu...,Non-Hate-Speech,tamil_dataset
இவன் ஒரு இந்தியா விரோத நயி,Hate-Speech,tamil_dataset
Matured way of speaking,Hate-Speech,tamil_dataset
Tamilnadu vaye asingamakina Polachi sambavam,Non-Hate-Speech,tamil_dataset
One the way to pollachi,Non-Hate-Speech,tamil_dataset
மற்ற மொழி கற்றால் என்ன? தமிழன் முன்னேறகுடாதா? உனக்கு வரலைனா மத்தவங்களு கத்துக்க குடாதா??,Non-Hate-Speech,tamil_dataset
Modern periyaar 🙏🙏🙏,Non-Hate-Speech,tamil_dataset
Hinde padepom da sere palaniyappa gotha,Hate-Speech,tamil_dataset
Adhu pasa illa pesa,Non-Hate-Speech,tamil_dataset
டே சும்மா இருங்கருடா PLS,Non-Hate-Speech,tamil_dataset
அரசியலுக்காக செய்யாதிங்க திமுக காரன் செஞ்சாலும் தப்புதான்,Non-Hate-Speech,tamil_dataset
selvi nayanar selvi nayanar சமத்துவ குடும்பம்,Non-Hate-Speech,tamil_dataset
உன்னை போல ஊழல் செய்ய இனி ஒருவன் பிறந்து வந்தால்  கூட முடியாது.,Non-Hate-Speech,tamil_dataset
Summa vanduthaalum..,Non-Hate-Speech,tamil_dataset
@Navalan A FIR aa? Committee ee iruku Boss,Non-Hate-Speech,tamil_dataset
திருட்டு ரயில் ஏரி வந்த தெவிடியாபையன்,Hate-Speech,tamil_dataset
"இலங்கையில்  குடும்ப அரசியல் ஓழிக்கப்படுகிறது.
தமிழகத்தில்  என்று  ?????😡😡
தமிழா விழித்துக் கொள்",Non-Hate-Speech,tamil_dataset
கலைஞர் முதல்வரானது முதல் தமிழகம் நசாமாய் போனது.  அப்போது பெரும் தலைவர் காமராஜ் அவர்களை இழந்து விட்டோம். இது நாடு அறிந்த உண்மை. திருட்டு திராவிடம்.திருட்டு கம்யூனிஸ்டுகள்.,Hate-Speech,tamil_dataset
@Vinoth Saran dei biriyanike boxing pottavanga neenga  neeye poi kandu piduchika da,Non-Hate-Speech,tamil_dataset
Dmk oru piradu kattchi,Non-Hate-Speech,tamil_dataset
3 pondati 30 pillagal 300 perapilla kankil vandhadu ! 400 +300 kankil varathavi,Hate-Speech,tamil_dataset
yar prasuta sellakuttuy,Hate-Speech,tamil_dataset
Ellam nampungaa paa,Non-Hate-Speech,tamil_dataset
வீட்ல பெத்தவங்க கிட்ட அன்பும் ஆதரவும் கிடைத்தாலும் சில பொறுக்கிகள் இந்த மாதிரி பேமானி பசங்கள நம்பி போகுதுங்க அதுங்கள என்ன சொல்றது,Non-Hate-Speech,tamil_dataset
Who is she 🤔🤔,Hate-Speech,tamil_dataset
கூட்டிவிட்வனால நீயி...,Hate-Speech,tamil_dataset
Supera sonnema,Non-Hate-Speech,tamil_dataset
கோத்தயாயாவும் நாட்டை விட்டு விரட்ட. வேண்டும்.,Non-Hate-Speech,tamil_dataset
periya   kalavane   pundada   intha   karunanethe   thevedeya   mavan,Hate-Speech,tamil_dataset
Super  spech sir,Non-Hate-Speech,tamil_dataset
Enna pa Eithu Super,Non-Hate-Speech,tamil_dataset
Enda suthira the Pasanga puthi eppadi than erukkum  Edula periya uyarnda Sadinu perumai veru,Hate-Speech,tamil_dataset
"Karu. Nee poi sollringa, kadanda 20 varudama 800 fisherman settanga.kadanda 4 varudama 1fisher man tan settaru naagoorla.",Non-Hate-Speech,tamil_dataset
Exactly 💯,Hate-Speech,tamil_dataset
@Tom Michael athan arasiyal athigaaram,Non-Hate-Speech,tamil_dataset
Ellam muyuzhum kurpom poda. !!!,Non-Hate-Speech,tamil_dataset
இவ்ளோ திட்டு திட்டிட்டு பாசிச மோடி. திருட்டு பசங்க,Hate-Speech,tamil_dataset
உலகிலேயே அந்நியர்களால் ஆளப்படுவதை விரும்பும் அதிக மக்களை கொண்ட இனம் தமிழ்நாட்டில் வாழ்கிறது.,Non-Hate-Speech,tamil_dataset
Ivanungala ellam Enna sattiyila pottu anniyan style ah porikkanum appaum kooda ivanuga adanga mattanga,Hate-Speech,tamil_dataset
70% or more people in India speaks hindi only. One much note first of all we can go anywhere in our country if  we know hindi. Knowing language is not a wrong thing,Non-Hate-Speech,tamil_dataset
Police ah anna thandhaaru nu first sollitu last la tharalanu soldringa confusion aaitinga pola,Non-Hate-Speech,tamil_dataset
bro plz dont fight i know sri lankan tamils not like indian tamils,Hate-Speech,tamil_dataset
Purachi thalaivi  jayalalitha in tamilnadu.,Non-Hate-Speech,tamil_dataset
@Mariakkan F but we can't say all actresses do,Non-Hate-Speech,tamil_dataset
Dislike potavan ellam bjb sangi,Non-Hate-Speech,tamil_dataset
பொள்ளாச்சி பென்களே தயவு செய்து வெளியில் வாருங்கள் ப்ளீஷ் இவனூகளுக்கெல்லா மரன தனடன வாங்கி தர்ர வரைக்கும் ஓயாதீர்கள்மீன்டு வாருங்கள்காமுகனை காவுவாங்க ஒருங்குனைங்கள்,Non-Hate-Speech,tamil_dataset
மிகச்சிறப்பான பேச்சு,Non-Hate-Speech,tamil_dataset
சொம்பு தூக்கி போதும் டா,Non-Hate-Speech,tamil_dataset
கொடுங்கோலர்களுக்கு வரலாற்றில் ஏற்படும் கதிதான்இவருக்கும் நடந்திருக்கிறது .மக்கள் சக்தியே வெல்லும்.,Non-Hate-Speech,tamil_dataset
கரு பழனியப்பன் அண்ணன் அவர்களுக்கு எழுச்சி தமிழன் சார்பாக நன்றி உங்கள் பேச்சுக்கு நாங்கள் அடிமை,Non-Hate-Speech,tamil_dataset
"@VJY AND தல திராவிடத்தின் புவியியல் எல்லையில் தான் தமிழ்நாடு உள்ளது... ஆந்திராவும் உள்ளது... ஏன் கேரளம், கர்நாடகா, தெலுங்கானுவும் உள்ளது... தி.மு.க எதிர்ப்பது இந்து மதத்தை அல்ல....அதிலுள்ள அர்த்தமில்லா மூடநம்பிக்கையும், மதத்தின் பெயரால் மக்களை ஏமாற்றும் கயவர்களையும் தான்....",Non-Hate-Speech,tamil_dataset
கரு. சுண்ணியப்பன் வாழ்க. திராவிட கழக  ஓழ்மாரி வேசிகள் வாழ்க,Hate-Speech,tamil_dataset
அருமையான பேச்சு தமிழ் படிக்க சொல்லுங்க,Non-Hate-Speech,tamil_dataset
Basil go to america work like building cleaner,Non-Hate-Speech,tamil_dataset
உங்கள் மனம் திறந்த பேச்சு மிகவும் அருமை,Hate-Speech,tamil_dataset
Puriyala poda..,Non-Hate-Speech,tamil_dataset
"@Navalan A Result aa ? , கூட்டணி (கூட்டி) கொடுத்து ஒரே மூடா மூடிட்டாங்க Boss",Non-Hate-Speech,tamil_dataset
@ajay sreenivasan poda devidiya paiya,Hate-Speech,tamil_dataset
ஆங்கிலத்தில் இல்லை அறிவியல் தழிழ் தான் யா அறிவியல்,Non-Hate-Speech,tamil_dataset
வட மாவட்டத்தில் யாதவர் களை பழிவாங்கிய திமுக,Non-Hate-Speech,tamil_dataset
பொள்ளாச்சி ஒரு அநாகரீகமான ஊர் பொள்ளாச்சியில் பெண் எடுப்பதும் கொடுப்பதும் ஏன்என்றால் ்அங்கு வாழ்பவர்கள் பெண்பித்தர்களும் தேவடியாக்களும் வாழும் இடம் மக்கள் போவதைந் தவி்ர்ப்பது பெண்களுக்கு நல்லது☠️☠️👽,Hate-Speech,tamil_dataset
"@U Tube Boss Iam not a Actress, so Iam yoggiyam dhaan 😂",Non-Hate-Speech,tamil_dataset
Sikiram neethi kidaikanum,Non-Hate-Speech,tamil_dataset
Who develop chennai managaram explain me,Non-Hate-Speech,tamil_dataset
MGR kaala nakki mudhalvar aanan nu podunga title a,Hate-Speech,tamil_dataset
உண்மை,Non-Hate-Speech,tamil_dataset
SIVA CHEIVAARA MOOTHEVI,Hate-Speech,tamil_dataset
"Pillai ya killi vittu, thottilaiyum aattura kootam.",Non-Hate-Speech,tamil_dataset
Avanugala konnuratheega kunja cut pannanum,Hate-Speech,tamil_dataset
Miga arumai sir👌👌👌👏👏👏👏👏,Non-Hate-Speech,tamil_dataset
"UMS 
ANDA MADRI ALUNKA 
AMMA
WIFE
SISTER
KEVALAM IRUPANKA SOLURANGA",Non-Hate-Speech,tamil_dataset
"Yellaraiyum kavithaiyam kannil maiyitathillai Nan kanneerodu karshelaipola kandenoa kannimaigal kenneer yennum megamai maraintheerea yengal anputthangamea kavithaiaruviyea kanpaeno inne Nan ungalaippola annal vadum magalam murperaviyil irunthal panthamo yen uierana selvam polintha senkootuvarea yengal meluguvarthiyaha meet illamal intha ulagam irrudadhea yengal anputhagappanarea  ungal kavithai varigal than yennai kulanthaiparuvatthil kavithai katturai pottikali natam vaittha pavama appa yengalai pirintha sogam vilagavillai yengal kalainger app,  van malai peiyum, meet poliyum porcholl inne yaridam keatpoam  yengal uier thagappanea pirival yendrum sirkunji malar devakottai radhikadmk",Non-Hate-Speech,tamil_dataset
@ajay sreenivasan bullet Train,Non-Hate-Speech,tamil_dataset
Super tnq bro,Non-Hate-Speech,tamil_dataset
என்ன உன்மை சொல்ல வேண்டும்,Non-Hate-Speech,tamil_dataset
Ipo nadakkindra anaithu arasiyal thappikkum father ahh Karunanidhi than......,Non-Hate-Speech,tamil_dataset
Corano vandhu olagam aliyanum,Hate-Speech,tamil_dataset
Unayma uthala ada mansatchi illadha mirugam,Non-Hate-Speech,tamil_dataset
Thopphi thaliyan m.g.r. Seitha migha periya thavhari  kathumarathanhai c.m. Akkhunathu.neduncheliyanhai c.m. Akkhiirruntha  tamil nadhu serkhamai irrunthu irrukhum intrhu.,Non-Hate-Speech,tamil_dataset
Vayuthupollupukku eppadiyellam kastapadavandi irruku,Non-Hate-Speech,tamil_dataset
இவன் ஒரு லூஸ் நாட்டிற்க்கு தேவையில்லாதவன் தேசத்துரோகி இவனை எல்லாம் நாடுகடத்தினால் தமிழகம் முன்னேற்றம் அடையும்,Hate-Speech,tamil_dataset
important rajapaksa family,Non-Hate-Speech,tamil_dataset
Thuuu,Non-Hate-Speech,tamil_dataset
Long live kalaignar fame.,Non-Hate-Speech,tamil_dataset
@U Tube Boss ippo therinchi dhaa ena panna pora 😀😀,Non-Hate-Speech,tamil_dataset
Diravidam enrenrum vellum.,Non-Hate-Speech,tamil_dataset
சிறப்பான பேச்சு...,Non-Hate-Speech,tamil_dataset
love pannura paiyana Nampi pannuna Epatilama  pannuvaga Ethuku than pannave payama Eruku plz unmaya Eruga pa Epatila pannathiga vida vittu veliya Night varave grils ku,Non-Hate-Speech,tamil_dataset
Natta  ayicha kachi ithu,Non-Hate-Speech,tamil_dataset
"நாம் தமிழர் என்று பெயர் வைத்து போலி தமிழ் தேசியம் பேசி பணத்துக்காக சாதியை உருவாக்கி மக்களை பிரித்து தமிழ் மொழியை அழிக்க நினைக்கும் பிராமணர்களுக்கு எதிராக இருக்கும்  திராவிட சிந்தனைகளை அழிக்க rss ஆள 
உருவாக்கப்பட்ட ஆள்தான் சீமான் என்பவர் என்பதை நாம் தமிழர் தம்பிகள் எப்போது உணருவார்கள்
திராவிட கழகம் மக்களுக்கு என்ன செய்தது என்று கேட்கும் மூளை சலவையால் மயக்கபட்ட நாந்தமிழர் தம்பிகள் இது போன்ற வட்ரை கேட்டாவது திறுந்தனும்....",Non-Hate-Speech,tamil_dataset
Those people shout behind don't becave brainless people before understanding first what they talk,Hate-Speech,tamil_dataset
vERALVLLL!!!!!!!!!!!!!!!!!!,Non-Hate-Speech,tamil_dataset
"england la iruka mozhiya pesunaa ungaluku  peruma ,  ana sondha  naatu mozhiya pesuna ungaluku kevalam...         Idhu la indiaya  kalacharatha  pathi  peruma pesunavaru dhan ivaru..                    hindi thinipu 1960s pannadhu... Apo yaar atchila irundhadhu  ?    Ipo  vandhu  bjp ya kelvi kekurenga ..........   Hindi thinichavanga  kuda koottani  vechirukaravarey unga pakathula dhan irukaru... avara paathu kelunga unga kelviya...",Non-Hate-Speech,tamil_dataset
Thalaiva née Vera level ❤️❤️❤️❤️,Non-Hate-Speech,tamil_dataset
Kollaiyar Thirudar Muthalvarana Kdai ithu,Hate-Speech,tamil_dataset
உங்க குடும்பம் alethu விடு வார் கள் நாட்டை veitu ஓடி விடுங்கள்,Non-Hate-Speech,tamil_dataset
Rather than wasting time on kaviri it is good to save rain water in Tamil Nadu,Non-Hate-Speech,tamil_dataset
"அண்ணாதுரை புற்றுநோய்-கலைஞரின் கண் புரை நோய் இப்படி எல்லாம் மக்களிடையே பீதியை உண்டாக்கியது!
பதவிக்காக எதையும் இழக்க கலைஞர் தயாராக இருந்தாராம்! அதற்காக சீரணிப்படை நிறுவி முதல்வராக தொடர்ந்தார்!
சீரணிப்படை ........?",Non-Hate-Speech,tamil_dataset
தெய்வம் நின்று கொல்லும் என்பதற்கு நல்ல உதாரணம்,Non-Hate-Speech,tamil_dataset
appadi iruntha muthalla MGRa thaan thookil pottiruppaargal.,Non-Hate-Speech,tamil_dataset
ஒக்காலி நீயும் உங்கள் அப்பன் கருப்பையா ஒரே தாரசு டா,Hate-Speech,tamil_dataset
Thirudan,Hate-Speech,tamil_dataset
Thuroki telungan karuna nithy paramparai tamilnattai vittu viraddi adikkapada vendum##,Non-Hate-Speech,tamil_dataset
ப்ல்டப் ஓவர்,Non-Hate-Speech,tamil_dataset
போட புன்ட,Hate-Speech,tamil_dataset
"🛑🚫திமுகஅதிமுகவை புறக்கணிப்போம்🚫🛑
தூய தமிழ் தேசிய அரசியலை இந்த மண்ணில் நிறுவுவோம்👍🏿",Non-Hate-Speech,tamil_dataset
Correct bro,Non-Hate-Speech,tamil_dataset
திரவிடம் தமிழகத்தின் சாபகேடு,Non-Hate-Speech,tamil_dataset
"Ivanga kasta pattu neraya chinna chinna short films, ...ellam nadichu famous aagi periya movies ku chance keta ipdi thaan...",Non-Hate-Speech,tamil_dataset
OPD cm history LIFE SOLUNKA...,Non-Hate-Speech,tamil_dataset
Bro thappu bro,Non-Hate-Speech,tamil_dataset
"Excellent  pechu
Super super  super",Non-Hate-Speech,tamil_dataset
கல்யாணி சூப்பர்மா நிச்சயம் உனக்கு பெரிய எதிர்காலம் இன்னும் இருக்கு,Hate-Speech,tamil_dataset
THALAIVAR PRABAKARAN,Non-Hate-Speech,tamil_dataset
Thalalivan ♥️,Non-Hate-Speech,tamil_dataset
ஒவ்வொரு அண்ணணும்உங்களைமாதிரிஇருக்கனும் உங்களுக்கு என் வாழ்த்துக்கள்,Non-Hate-Speech,tamil_dataset
ivan mattum illai (pazhani appan) ivan appanum oru mosamana jenmam,Hate-Speech,tamil_dataset
Podapradasi,Non-Hate-Speech,tamil_dataset
அப்படியே அவர் தமிழர் ஆன கதையும் சொல்லுங்க Plz,Non-Hate-Speech,tamil_dataset
துரோகி,Hate-Speech,tamil_dataset
China Corona,Non-Hate-Speech,tamil_dataset
Surya Anna come back in et,Non-Hate-Speech,tamil_dataset
அமாவாசை என்ற மு.கருணாநிதி,Non-Hate-Speech,tamil_dataset
😡😡😡,Non-Hate-Speech,tamil_dataset
Poda venna,Non-Hate-Speech,tamil_dataset
Unga veetla ponnunga yeppadi yo apadi than avanga,Non-Hate-Speech,tamil_dataset
ஊழல் தந்தை கருணாநிதி,Non-Hate-Speech,tamil_dataset
Pengal appaa amma solvathaik ketgavendumillaiyendraal ippadithaan nadakkum Ippo arasiyal vilaiyaattu Police avargalai thandikka thayaar illai Ran encounter pannala,Non-Hate-Speech,tamil_dataset
எதையாவது உளறுவது வயிற்றுப் பிழைபபுக்காக...,Non-Hate-Speech,tamil_dataset
! He  may have been,Non-Hate-Speech,tamil_dataset
Amen alleluia,Non-Hate-Speech,tamil_dataset
"That's not story, that's history. Please change title .",Non-Hate-Speech,tamil_dataset
Ok. Please explain this…karma they did something bad and now the backlash. So what did the Tamil People do to get their backlash ?,Non-Hate-Speech,tamil_dataset
காசுக்கும் பதவிக்கும் பேரசை கொண்டு ஆளுங்கட்சியிடம ஆதயம் தேடும் குஷ்பூ,Non-Hate-Speech,tamil_dataset
Good mam,Hate-Speech,tamil_dataset
"Podi
Thevidya",Hate-Speech,tamil_dataset
@Desi Fun TV ஆமாம். கருணாநிதி ஒன்னுத்துக்கும் உதவாதவர். எம் ஜி ஆரும் அம்மாவும் தான் எல்லாம் செய்தார்கள்.,Non-Hate-Speech,tamil_dataset
1967ல் திமுக முக்கிய தலைவர்களில் வரிசையில் கூட இல்லாதவர் ஆனாது முதலமைச்சர் எப்படி,Non-Hate-Speech,tamil_dataset
அனைத்து மக்களும் சமம் என நினைத்தவர்,Non-Hate-Speech,tamil_dataset
இந்த சம்பவம்2 ஆண்டு களுக்கு முன்னர் பாலியல்இணையத்தளத்தில்வெளிவந்தது  தமிழ் நாட்டில் 1000 கணக்கானவர்கள் பார்த்தார்கள் ஏன் நடவடிக்கை எடுக்கவில்லை,Non-Hate-Speech,tamil_dataset
This will be there till this field is alive. Because many females are accepting this for their growth. This happens  not only in film field even in corporate companies.,Non-Hate-Speech,tamil_dataset
அடுத்தது தமிழ்நாடுதான் ரெடியாஇருங்கடா மக்கள்விரோதிகளா,Non-Hate-Speech,tamil_dataset
Avaru sonnatha Thappu ellaye,Non-Hate-Speech,tamil_dataset
Kudumba arasiyalukku ella idathilum mudivu kondu varavendum,Non-Hate-Speech,tamil_dataset
Ģet ĺost RJabakshe family,Non-Hate-Speech,tamil_dataset
"Deavediya payalugala
Ithu kathai endralla
Ungootha 
Ramayanam
Kamparamayanam
Unmaiyaa poota paadugalaa
Deavediya payalugalaa
Kaasukuga pee thingum panikalla",Hate-Speech,tamil_dataset
Appadiye uthama punda maariye padam kaatrathu Ketta vaartha pesave maatiya,Hate-Speech,tamil_dataset
nala vainthathu facebookunu onu nasama pochi,Non-Hate-Speech,tamil_dataset
விருந்தாளி மரபணு பக்ஷே சகோதரர்களின் டவுசர் கிழிப்பு🤣🤣🤣🤣,Non-Hate-Speech,tamil_dataset
Pengale muthalil kaathalipathai niruthungal Neenga lover nu nambi poreenga but avan nallavana irupaanu uthravaatham illa kathal vendam Padipil velayil thiramayai valarthu kollungal,Non-Hate-Speech,tamil_dataset
"அந்நிய நாட்டு விந்துக்கு பொறந்த பொறம்போக்கு கரு பழனியப்பா. ஹிந்தி மொழி புலமை தெரியாமல் எத்தனை இளைஞர்கள் வியாபார ரீதியாக வேலை ரீதியாக பேச முடியாமல் அவதிப்பட்டு வருகின்றனர் என்று தெரியுமா டா உனக்கு பாவாடை பயலே...
ஜெய் ஹிந்த்...",Hate-Speech,tamil_dataset
நீதி அரசர் சர்க்காரியாவிடம் பட்டம் பெற்றவர்,Non-Hate-Speech,tamil_dataset
aruthu eareyaveandeathuthan,Hate-Speech,tamil_dataset
கட்டுமரம்கள்ளுஉறவில்பிறந்தவன்,Hate-Speech,tamil_dataset
எனக்கு ஒரு சந்தேகம் மகளிர் அமைப்பு எங்கு இருக்கிறார்கள்??,Non-Hate-Speech,tamil_dataset
2009 எனது மக்கள் எவ்வளவு அழிவுகளை சந்தித்தார்கள் இது கடவுளின் தண்டனை..,Non-Hate-Speech,tamil_dataset
Makkal nala thitangal edhum seiyama dhan ithana naal dravida arasiya poituruka 🤷🏽‍♂️,Non-Hate-Speech,tamil_dataset
Ulalin motha uruvam Indha Thayoli aala dhaan naadu pinnokki ponadhu,Hate-Speech,tamil_dataset
சங்கி தே.வி நாயே இது தமிழ்நாடு டா,Hate-Speech,tamil_dataset
அமாவாசை குடும்பத்திடம் விடியல் தேடும் ஊழல் நரிகள் தமிழகத்தில் மட்டுமே ....,Non-Hate-Speech,tamil_dataset
தேவிடியா பய கரு பழனியப்பன்,Hate-Speech,tamil_dataset
"don't you know that total cinema world is prostitute,it is currutping and defiling younger generation.it is totally unhealthy to the nation",Non-Hate-Speech,tamil_dataset
Ammu nambi polaam avan vittuku poirukanum thotathuku yedhuku poganum illa theriyama yepdi thotathu veetuku poga mudium adhukku aasai thaana,Hate-Speech,tamil_dataset
Saami en da indha background music,Non-Hate-Speech,tamil_dataset
"@ஞானபுதையல்#Gnanaputhaiyal இந்தி தெரிந்த, ஏற்றுக்கொண்ட   மாநிலங்களின் வளர்ச்சி ஒப்பிட்டு பார்த்தால் தெரியும் உங்கள் கருத்தின் தோல்வியை....",Non-Hate-Speech,tamil_dataset
Enakkum intha kelvi thonuchi,Non-Hate-Speech,tamil_dataset
"பாரதியார் பல மொழிகள் கற்றப் பிறகு ""யாமறிந்த மொழிகளிலே தமிழ்மொழி போல் இனிதாவது வேறில்லை""
என்றார் ஆனால் இன்று பல பேர் எதுவும் தெரியாமல் இதை கூறுகிறார்கள்",Non-Hate-Speech,tamil_dataset
