Post,Labels Set,Dataset,Processed_Post
மிகச்சரியாக சொன்னீர்கள். ஊழல் மட்டுமல்ல விபச்சாரம் தமிழினத்துரோகி மற்றும் கலாச்சார துரோகி இவனை விட வேறு யாருமில்லை.,1,tamil_dataset,மிகச்சரியாக சொன்னீர்கள். ஊழல் மட்டுமல்ல விபச்சாரம் தமிழினத்துரோகி மற்றும் கலாச்சார துரோகி இவனை விட வேறு யாருமில்லை.
Idho da buddharu,0,tamil_dataset,Idho da buddharu
முத்தமிழ் அறிஞர்,0,tamil_dataset,முத்தமிழ் அறிஞர்
திராவிட எருமைகளுக்கும் இது போல் ஒரு நாள் வர நேரிடும்,0,tamil_dataset,திராவிட எருமைகளுக்கும் இது போல் ஒரு நாள் வர நேரிடும்
அந்த அக்காவுக்கு நல்ல மனசு,0,tamil_dataset,அந்த அக்காவுக்கு நல்ல மனசு
Really super speech I enjoyed very deeply...and the sirs priceless words are realy true.....,0,tamil_dataset,Really super speech I enjoyed very deeply...and the sirs priceless words are realy true.....
கொடூரனின் அம்மாதான் மகளீர்அமைப்பு முக்கிய புள்ளி,0,tamil_dataset,கொடூரனின் அம்மாதான் மகளீர்அமைப்பு முக்கிய புள்ளி
"இந்த தெளிவு இருந்தாலே அனைவரும் ஆதரிப்பார்கள்,அருமை அருமை  தெளிவான பதில்கள்",0,tamil_dataset,"இந்த தெளிவு இருந்தாலே அனைவரும் ஆதரிப்பார்கள்,அருமை அருமை தெளிவான பதில்கள்"
டேய் லூசு புண்டைகளா..,0,tamil_dataset,டேய் லூசு புண்டைகளா..
athellam pazhaya kaalam ma inaiku iruka ponnungaluku ipdi nadakrathula thappe illa tight ah dress potu soothum molayum ellarkum nalla theriyutha nu kamichitu pora naaigaluku ipdithan nadakum innum neraya  apram ivaluga ellarume pasanga kita aripu eduthu thane ponalunga apo koothiyayum kilichi vitrunga,1,tamil_dataset,athellam pazhaya kaalam ma inaiku iruka ponnungaluku ipdi nadakrathula thappe illa tight ah dress potu soothum molayum ellarkum nalla theriyutha nu kamichitu pora naaigaluku ipdithan nadakum innum neraya apram ivaluga ellarume pasanga kita aripu eduthu thane ponalunga apo koothiyayum kilichi vitrunga
வேற லெவல் ங்க,0,tamil_dataset,வேற லெவல் ங்க
"Very strong Person in India
 இனி எவர்ராழும் நிரப்ப முடியாத ஒரு தணிதன்மை உடைய இடத்தை அவர் மட்டும் நிரப்பிவிட்டு சொன்றுவிட்டார்",0,tamil_dataset,Very strong Person in India இனி எவர்ராழும் நிரப்ப முடியாத ஒரு தணிதன்மை உடைய இடத்தை அவர் மட்டும் நிரப்பிவிட்டு சொன்றுவிட்டார்
"Super பங்காளி ஆனா நா இத பத்தி என்னா நினைக்கிரேன் தெரியுமா,இந்த கோமோ செக்ஸ், ஒரு பரிணாம வளர்ச்சி மாதிரி தெரியுது,கலப்பு இனம் மாதிரியும் தெரியுது.குரங்கிலிருந்து மனிதம் உருவானது இந்த கலப்பினம் அதிகரித்தால் மனிதம் அழியவும் வாய்ப்பிருக்கிறது, ஆரம்பம் சிறியதாகத்தான் இருக்கும்,,?",1,tamil_dataset,"Super பங்காளி ஆனா நா இத பத்தி என்னா நினைக்கிரேன் தெரியுமா,இந்த கோமோ செக்ஸ், ஒரு பரிணாம வளர்ச்சி மாதிரி தெரியுது,கலப்பு இனம் மாதிரியும் தெரியுது.குரங்கிலிருந்து மனிதம் உருவானது இந்த கலப்பினம் அதிகரித்தால் மனிதம் அழியவும் வாய்ப்பிருக்கிறது, ஆரம்பம் சிறியதாகத்தான் இருக்கும்,,?"
ரயில்வே போலீஸ்!!,0,tamil_dataset,ரயில்வே போலீஸ்!!
@Navalan A சிறப்பு,0,tamil_dataset,A சிறப்பு
Siva Siva என்னது?,0,tamil_dataset,Siva Siva என்னது?
Great speech super,1,tamil_dataset,Great speech super
இதுங்க தொல்ல தாங்க முடில,1,tamil_dataset,இதுங்க தொல்ல தாங்க முடில
"இப்படி இருந்தால் அரவானியை யாரும் ஆதரவு செய்ய மாட்டார்கள், இப்படி எல்லாம் பேசினால் கொன்றுவிடவேண்டும்",1,tamil_dataset,"இப்படி இருந்தால் அரவானியை யாரும் ஆதரவு செய்ய மாட்டார்கள், இப்படி எல்லாம் பேசினால் கொன்றுவிடவேண்டும்"
மாட்டிக்கொள்ளாமல் ஊழல் செய்வது எப்படி .. கட்டுமரத்திடம் கற்றுக்கொள்ளுங்கள்,0,tamil_dataset,மாட்டிக்கொள்ளாமல் ஊழல் செய்வது எப்படி .. கட்டுமரத்திடம் கற்றுக்கொள்ளுங்கள்
காமத்தின் பிடியில் சிக்கி எதிர்பாலுடன் சேர முடியாதவர்கள் அல்லது வாய்ப்பு கிடைக்காதவர்கள் தங்கள் காமப்பசியைத் தீர்த்துக்கொள்வதற்காக ஓரினச்சேர்க்கையாளராக மாறுகிறார்கள்.இதற்கு மனம் காரணமல்ல மனதில் தோன்றும் காம எண்ணங்களே காரணம்.முடிந்தவரை காமத்திலிருந்து விலகியிருந்தால் நல்லது.,1,tamil_dataset,காமத்தின் பிடியில் சிக்கி எதிர்பாலுடன் சேர முடியாதவர்கள் அல்லது வாய்ப்பு கிடைக்காதவர்கள் தங்கள் காமப்பசியைத் தீர்த்துக்கொள்வதற்காக ஓரினச்சேர்க்கையாளராக மாறுகிறார்கள்.இதற்கு மனம் காரணமல்ல மனதில் தோன்றும் காம எண்ணங்களே காரணம்.முடிந்தவரை காமத்திலிருந்து விலகியிருந்தால் நல்லது.
18:45 to 19:03 thats the turning point Thamizhargale.......,0,tamil_dataset,18:45 to 19:03 thats the turning point Thamizhargale.......
சூர்யாவோட அப்பா என்ன அவ்ளோ பெரிய அப்பாட்டக்காரனு கேட்ட ஸ்ரீ பிரியா,0,tamil_dataset,சூர்யாவோட அப்பா என்ன அவ்ளோ பெரிய அப்பாட்டக்காரனு கேட்ட ஸ்ரீ பிரியா
குழந்தைகள் துப்பாக்கி கேட்க்கும் அளவுக்கு பெண்களுக்கு எதிரான குற்றங்கள் பெருத்துவிட்டன,0,tamil_dataset,குழந்தைகள் துப்பாக்கி கேட்க்கும் அளவுக்கு பெண்களுக்கு எதிரான குற்றங்கள் பெருத்துவிட்டன
Ponnayan,1,tamil_dataset,Ponnayan
இதை சரி தப்புனு சொல்ல நாம யாருங்க?? உங்களுக்கு பிடிச்ச மாதிரி நீங்க வாழுங்க. அவங்களுக்கு பிடிச்ச மாதிரி அவங்க வாழட்டும்!! எல்லாருமே மனிதர்கள் தான்!!! அவர் அவர்களின் வாழ்க்கை முறையை தேர்ந்தெடுக்கிற உரிமை அனைவருக்கும் உண்டு!! யாரையும் வெறுக்காதீங்க. விமர்சனம் பண்ணாதீங்க.,0,tamil_dataset,இதை சரி தப்புனு சொல்ல நாம யாருங்க?? உங்களுக்கு பிடிச்ச மாதிரி நீங்க வாழுங்க. அவங்களுக்கு பிடிச்ச மாதிரி அவங்க வாழட்டும்!! எல்லாருமே மனிதர்கள் தான்!!! அவர் அவர்களின் வாழ்க்கை முறையை தேர்ந்தெடுக்கிற உரிமை அனைவருக்கும் உண்டு!! யாரையும் வெறுக்காதீங்க. விமர்சனம் பண்ணாதீங்க.
ஜு இந்த ப்ரான்க் செட்டாப் இல்லயெ 😁 இப்படிதா ஒருத்தே ப்ராக்ல லவ் ப்ரொப்ஸ்னு 3பார்ட்டு பன்னீட்டா அது அவங்கலே செட் பன்னது தெருஞ்சுது அத்தா ஆனா நீங்க செம்மெ 👌🤗 நல்லா இருக்கு.நீங்க பன்னதும் செட்டப்தான்னு ஏமாத்திராதிங்க நன்பா,0,tamil_dataset,ஜு இந்த ப்ரான்க் செட்டாப் இல்லயெ  இப்படிதா ஒருத்தே ப்ராக்ல லவ் ப்ரொப்ஸ்னு 3பார்ட்டு பன்னீட்டா அது அவங்கலே செட் பன்னது தெருஞ்சுது அத்தா ஆனா நீங்க செம்மெ  நல்லா இருக்கு.நீங்க பன்னதும் செட்டப்தான்னு ஏமாத்திராதிங்க நன்பா
"இன்று இரவு,என் படுக்கையில் நாங்கள் இருவர் மட்டுமே. காமதேவனின் கடும் வெப்பகாற்றில் சிக்கி தவிக்கும் நாம்.உடலோடு உடல் உரசி,இதலோடு இதழ் சுவைக்க, உன் மார்பின் ஈர துளிகளில்,முத்த மழை.காமவெறியாட்டத்தில் கட்டி புரண்டு கொண்டிருக்கும் வேலையில்,இன்பத்தின் உச்சகட்டம்.மாபெரும் சாதனை படைத்த களைப்பில்,உன் மார்பு மீது என் முகம் வைத்து ஆனந்த உறக்கம். காமதேவனே கண்ணை மூடும் அளவிற்கு நம் இன்ப லீலைகள். விடியும் வரை, லீலைகலின் தொடர்சி.இதுவல்லவா சொர்கம்.நீங்கா உன் நினைவுகலுடன்,உன்னை நேசிக்கும் ஜீவன்...",0,tamil_dataset,"இன்று இரவு,என் படுக்கையில் நாங்கள் இருவர் மட்டுமே. காமதேவனின் கடும் வெப்பகாற்றில் சிக்கி தவிக்கும் நாம்.உடலோடு உடல் உரசி,இதலோடு இதழ் சுவைக்க, உன் மார்பின் ஈர துளிகளில்,முத்த மழை.காமவெறியாட்டத்தில் கட்டி புரண்டு கொண்டிருக்கும் வேலையில்,இன்பத்தின் உச்சகட்டம்.மாபெரும் சாதனை படைத்த களைப்பில்,உன் மார்பு மீது என் முகம் வைத்து ஆனந்த உறக்கம். காமதேவனே கண்ணை மூடும் அளவிற்கு நம் இன்ப லீலைகள். விடியும் வரை, லீலைகலின் தொடர்சி.இதுவல்லவா சொர்கம்.நீங்கா உன் நினைவுகலுடன்,உன்னை நேசிக்கும் ஜீவன்..."
கருணாநிதி அளவிற்கு ஸ்டாலின் அரசியல் ஞானம் இல்லை,0,tamil_dataset,கருணாநிதி அளவிற்கு ஸ்டாலின் அரசியல் ஞானம் இல்லை
"ஆட்டுக்கல் உரல் வச்சு தான் ஆட்ட முடியும் , ஆட்டுக்கல் மேல இன்னொரு ஆட்டுக்கல் வைக்க முடியாது அப்படியே வச்சு அரைக்கவே முடியாது அதுபோல தான் போங்கடா மெண்டல்  புண்டைகளா",1,tamil_dataset,"ஆட்டுக்கல் உரல் வச்சு தான் ஆட்ட முடியும் , ஆட்டுக்கல் மேல இன்னொரு ஆட்டுக்கல் வைக்க முடியாது அப்படியே வச்சு அரைக்கவே முடியாது அதுபோல தான் போங்கடா மெண்டல் புண்டைகளா"
Super 👋👋👋👋👋👌👌👌👌,0,tamil_dataset,Super 
Kandaro oli corana nithi...tamil naatai keduthu kuti chuvar akinna DMK,0,tamil_dataset,Kandaro oli corana nithi...tamil naatai keduthu kuti chuvar akinna DMK
திரு நங்கைகளுக்கும் உள்ளமும் உணர்வும் உண்டு என்பதை திரையில் காண்பித்த தம்பிகளுக்கு புரட்சிகர வாழ்த்துக்கள்.தொடரட்டும் உங்கள் சமூக பணி,0,tamil_dataset,திரு நங்கைகளுக்கும் உள்ளமும் உணர்வும் உண்டு என்பதை திரையில் காண்பித்த தம்பிகளுக்கு புரட்சிகர வாழ்த்துக்கள்.தொடரட்டும் உங்கள் சமூக பணி
suganya Arumugam ஏன் நீ சாவேன் உன்னை படைத்த கடவுளுக்கு பிடிக்காத செயல் அதை செய்வதற்கு நீ சாகலாம் உணர்ச்சியை கட்டுப்படுத்த தெரியாத மிருகங்கள் இருந்தா என்ன செத்தா என்ன,1,tamil_dataset,suganya Arumugam ஏன் நீ சாவேன் உன்னை படைத்த கடவுளுக்கு பிடிக்காத செயல் அதை செய்வதற்கு நீ சாகலாம் உணர்ச்சியை கட்டுப்படுத்த தெரியாத மிருகங்கள் இருந்தா என்ன செத்தா என்ன
இப்படத்தின் மூலம் மகன் மாற்றுபாலினத்தவர் என்று தெரிந்தும் ஓதுக்கப்பட்ட பிள்ளைகள் படும் கஷ்டங்களை அழகாக சித்தரிக்கப்பட்டுள்ளது.இப்படத்தில் நடித்த அனைவரும் அருமையாக நடித்துள்ளனர்.தாய் மகன் உறவையும் அழகாக சொல்லியுள்ளனர்.,0,tamil_dataset,இப்படத்தின் மூலம் மகன் மாற்றுபாலினத்தவர் என்று தெரிந்தும் ஓதுக்கப்பட்ட பிள்ளைகள் படும் கஷ்டங்களை அழகாக சித்தரிக்கப்பட்டுள்ளது.இப்படத்தில் நடித்த அனைவரும் அருமையாக நடித்துள்ளனர்.தாய் மகன் உறவையும் அழகாக சொல்லியுள்ளனர்.
Ivan yaruda komali,1,tamil_dataset,Ivan yaruda komali
எதிரி அழிந்தான்.பரம்பரை பகையாளி காங்கிரசும் முடிகிறது. துரோகி திமுக அழிய நேரம் காத்து கொண்டு இருக்கிறது.இதற்கு தான் காத்திருக்கும் தமிழினம்,1,tamil_dataset,எதிரி அழிந்தான்.பரம்பரை பகையாளி காங்கிரசும் முடிகிறது. துரோகி திமுக அழிய நேரம் காத்து கொண்டு இருக்கிறது.இதற்கு தான் காத்திருக்கும் தமிழினம்
அப்படி ஒன்னும் இல்ல aaa,0,tamil_dataset,அப்படி ஒன்னும் இல்ல aaa
இத ஆதரித்து பேசுரவங்க எல்லாம் ஒரிணசேர்க்கையாளர்கள் தான்..,1,tamil_dataset,இத ஆதரித்து பேசுரவங்க எல்லாம் ஒரிணசேர்க்கையாளர்கள் தான்..
@Peter Katson self respect na enna theriyumah da kurutu mada payane,1,tamil_dataset,Katson self respect na enna theriyumah da kurutu mada payane
கட்டுமரம் பிறந்தது முதல் இறப்பு வரை.எல்லாமே பொய் ஊழல் நயவஞ்சகம் துரோகம் இப்படித்தான் இருக்கிறது இவனுடைய வரலாறு.,1,tamil_dataset,கட்டுமரம் பிறந்தது முதல் இறப்பு வரை.எல்லாமே பொய் ஊழல் நயவஞ்சகம் துரோகம் இப்படித்தான் இருக்கிறது இவனுடைய வரலாறு.
Sarveswaraa Sriazhagan அதுல எந்த ஆட்சேபனை இல்லை. ஆனால் தனிமனித சந்தோஷத்திற்காக இந்த கேவலமான செயல பரப்ப கூடாது. காரணம் எல்லாம் இப்படி தான் ஆரம்பிக்கும்......,1,tamil_dataset,Sarveswaraa Sriazhagan அதுல எந்த ஆட்சேபனை இல்லை. ஆனால் தனிமனித சந்தோஷத்திற்காக இந்த கேவலமான செயல பரப்ப கூடாது. காரணம் எல்லாம் இப்படி தான் ஆரம்பிக்கும்......
"எல்லாமே அவரவர் விருப்பம் என்றால், சந்தர்ப்பத்தால் கொலை செய்ய கற்றுக் கொண்ட ஒருத்தன் தொடர்ந்து கொலை செய்து கொண்டே போனால், அது அவனது விருப்பம் என்று ஏற்றுக் கொள்ள முடியுமா????;     சந்தர்ப்பத்தால் கஞ்சா, மது, போன்ற போதைக்கு அடிமையான ஒருத்தன் நான் செய்வது என் தனிப்பட்ட சுதந்திரம் என்று சொல்லி ஊரையே போதைக்கு அடிமையாக்கினால் இதையும் நியாயப்படுத்தி போதை நல்லதே என்று ஏற்றுக் கொள்ள முடியுமா?????; ;    இதை எல்லாம் மேள தாளத்தோடு வரவேற்று ஏற்றுக் கொண்டால், இந்த ஓரினச் சேர்க்கை என்ற உடலியல் போதையையும் ஏற்றுக் கொள்ளுங்கள், இந்த உலகம் குடும்ப உறவை சிதைத்து நரகலை தின்று மகிழ்வதற்கே........",1,tamil_dataset,"எல்லாமே அவரவர் விருப்பம் என்றால், சந்தர்ப்பத்தால் கொலை செய்ய கற்றுக் கொண்ட ஒருத்தன் தொடர்ந்து கொலை செய்து கொண்டே போனால், அது அவனது விருப்பம் என்று ஏற்றுக் கொள்ள முடியுமா????; சந்தர்ப்பத்தால் கஞ்சா, மது, போன்ற போதைக்கு அடிமையான ஒருத்தன் நான் செய்வது என் தனிப்பட்ட சுதந்திரம் என்று சொல்லி ஊரையே போதைக்கு அடிமையாக்கினால் இதையும் நியாயப்படுத்தி போதை நல்லதே என்று ஏற்றுக் கொள்ள முடியுமா?????; ; இதை எல்லாம் மேள தாளத்தோடு வரவேற்று ஏற்றுக் கொண்டால், இந்த ஓரினச் சேர்க்கை என்ற உடலியல் போதையையும் ஏற்றுக் கொள்ளுங்கள், இந்த உலகம் குடும்ப உறவை சிதைத்து நரகலை தின்று மகிழ்வதற்கே........"
அது தவறு இல்லை உடலால் இயற்கையில் மாற்றம் நடந்தால்...ஆனால் இதையே அனைவரும் பின்பற்றினால் அது முடிவு,1,tamil_dataset,அது தவறு இல்லை உடலால் இயற்கையில் மாற்றம் நடந்தால்...ஆனால் இதையே அனைவரும் பின்பற்றினால் அது முடிவு
"இரும்பு என்பது அவர்களின் மனதை குறிப்பது.  ஊதியமில்லாமல் வேலை செய்யும் அதிசய மனிதரை நான் பார்த்ததில்லை, நீங்களாவது அறிமுகப்படுத்தலாம். பணத்திற்காக தான் வீடியோ போட வேண்டும் என்றால் உங்களை கிரங்க வைக்கும் வீடியோக்களுடைய ஆயிரம் சேனல்கள் உண்டு. என் வேலை அதுவல்ல ...",0,tamil_dataset,"இரும்பு என்பது அவர்களின் மனதை குறிப்பது. ஊதியமில்லாமல் வேலை செய்யும் அதிசய மனிதரை நான் பார்த்ததில்லை, நீங்களாவது அறிமுகப்படுத்தலாம். பணத்திற்காக தான் வீடியோ போட வேண்டும் என்றால் உங்களை கிரங்க வைக்கும் வீடியோக்களுடைய ஆயிரம் சேனல்கள் உண்டு. என் வேலை அதுவல்ல ..."
"மந்திரத்தை விட  மெளன த்துக்கு  சக்தி அதிகம்
ஓம் நமோ நாராயணாய நமக",1,tamil_dataset,மந்திரத்தை விட மெளன த்துக்கு சக்தி அதிகம் ஓம் நமோ நாராயணாய நமக
Nedunjaliyaan is the real hero...,0,tamil_dataset,Nedunjaliyaan is the real hero...
😠 arrive ille👞,1,tamil_dataset, arrive ille
"@U Tube Boss Iam not a Actress, so Iam yoggiyam dhaan 😂",0,tamil_dataset,"Tube Boss Iam not a Actress, so Iam yoggiyam dhaan "
இரசாயன உரத்தால் பாதிப்பு உண்டாகும் என்று அதனால் இயற்கை உரம் உபயோகிக்க வேண்டும் என்று  உட்டான் பல பொய்யில் ஒன்று நம் நாட்டு ஜனாதிபதி <ht>கோட்டா பேயன்<ht>,1,tamil_dataset,இரசாயன உரத்தால் பாதிப்பு உண்டாகும் என்று அதனால் இயற்கை உரம் உபயோகிக்க வேண்டும் என்று உட்டான் பல பொய்யில் ஒன்று நம் நாட்டு ஜனாதிபதி கோட்டா பேயன்
விருந்தாளி மரபணு பக்ஷே சகோதரர்களின் டவுசர் கிழிப்பு🤣🤣🤣🤣,0,tamil_dataset,விருந்தாளி மரபணு பக்ஷே சகோதரர்களின் டவுசர் கிழிப்பு
Siva Siva நம்பர் அனுப்பவும் ?,0,tamil_dataset,Siva Siva நம்பர் அனுப்பவும் ?
<dq>இவன அமத்தவேண்டும் காக்கா <dq>,1,tamil_dataset,இவன அமத்தவேண்டும் காக்கா
Ennama pesuraru yaa,0,tamil_dataset,Ennama pesuraru yaa
காக்கோ இரவோடு இரவா சாத்தனும் போட்டு வேடனுக்கு,1,tamil_dataset,காக்கோ இரவோடு இரவா சாத்தனும் போட்டு வேடனுக்கு
தயவு செய்து இவர்களின் ஆணுறுப்பை அறுத்து விடுங்கள்  இது மக்களின் முன்பே நடக்க வேண்டும் அவர்கள் உடனே இறந்து விட கூடாது அறுத்தவுடன் ஆணுறுப்பில் இரத்தம் சொட்ட இந்த நான்கு பெர்களையும் மெதுவாக மூச்சு திணற கண்கள் பிதுங்கி வெளியே வர தூக்கிலிட நினைக்க ஏண்டா நாம இப்படி செய்தோம் என்று ஏனெனில் போன்ற இழிவான கொடுமையான நிகழ்வு நடக்காமல் இருக்க என்றால் தண்டனை தந்தால் மட்டுமே அந்த மாதிரி மிருகங்களுக்கு ஒரு பயம் இருக்கும்,1,tamil_dataset,தயவு செய்து இவர்களின் ஆணுறுப்பை அறுத்து விடுங்கள் இது மக்களின் முன்பே நடக்க வேண்டும் அவர்கள் உடனே இறந்து விட கூடாது அறுத்தவுடன் ஆணுறுப்பில் இரத்தம் சொட்ட இந்த நான்கு பெர்களையும் மெதுவாக மூச்சு திணற கண்கள் பிதுங்கி வெளியே வர தூக்கிலிட நினைக்க ஏண்டா நாம இப்படி செய்தோம் என்று ஏனெனில் போன்ற இழிவான கொடுமையான நிகழ்வு நடக்காமல் இருக்க என்றால் தண்டனை தந்தால் மட்டுமே அந்த மாதிரி மிருகங்களுக்கு ஒரு பயம் இருக்கும்
மறுமை நாளின் அடையாளங்களில் ஒன்று நபி ஸல் அவர்களால்  1800 வருடங்கள் முன்பே  திரு குரான் மூலம் குறிப்பிட பட்டு உள்ளது,1,tamil_dataset,மறுமை நாளின் அடையாளங்களில் ஒன்று நபி ஸல் அவர்களால் 1800 வருடங்கள் முன்பே திரு குரான் மூலம் குறிப்பிட பட்டு உள்ளது
நல்லவர்களுக்கு நீங்கள் கண்கண்ட தெய்வம் சாதி மத வெறி பிடித்த மனிதர்களுக்கு சமத்துவத்தை உயர்த்திய மாமனிதன்,0,tamil_dataset,நல்லவர்களுக்கு நீங்கள் கண்கண்ட தெய்வம் சாதி மத வெறி பிடித்த மனிதர்களுக்கு சமத்துவத்தை உயர்த்திய மாமனிதன்
தவறு திருடர்களின் தலைவன்,1,tamil_dataset,தவறு திருடர்களின் தலைவன்
மாலினி சகோதரி அருமை,0,tamil_dataset,மாலினி சகோதரி அருமை
செய்த அநியாயங்களுக்கு ஒருதனையாவது உயிரோடு கொழுத்த வேண்டும்.,1,tamil_dataset,செய்த அநியாயங்களுக்கு ஒருதனையாவது உயிரோடு கொழுத்த வேண்டும்.
பெண்களே இல்லாத இடத்தில் வசிக்கும் ஆண்கள் தங்கள் இச்சையை தீர்த்து கொள்ள ஓரினச் சேர்க்கையில் ஈடுபடலாம். ஆண் சகவாசம் கிட்டாத குமரிகள் தங்களுக்குள் கொஞ்சி கொள்ளலாம். இதுல எந்த தப்பும் இல்லை.,1,tamil_dataset,பெண்களே இல்லாத இடத்தில் வசிக்கும் ஆண்கள் தங்கள் இச்சையை தீர்த்து கொள்ள ஓரினச் சேர்க்கையில் ஈடுபடலாம். ஆண் சகவாசம் கிட்டாத குமரிகள் தங்களுக்குள் கொஞ்சி கொள்ளலாம். இதுல எந்த தப்பும் இல்லை.
@Arun Bindaas  adhula kannadhasan thaan ezhuthirukaaru! Entha train eri? Enga vanthaaru nu andha aalu kum theriyaadhu!,0,tamil_dataset,Bindaas adhula kannadhasan thaan ezhuthirukaaru! Entha train eri? Enga vanthaaru nu andha aalu kum theriyaadhu!
"Shanth sha அந்த படைத்தவன் என்ன ஓரினச்சேர்க்கையாளனா படைக்கல! நான் தான் புதுசா தானா பொலம்புறேன்! அப்படி தான சொல்ல வரீங்க?? Also, இறைவன் ஆணுக்கு பெண்ண தான் படைத்தார் என்று உங்கள மாறி நானும் assume பண்ணா, அதே இறைவன் இந்த population குறைக்க  இயற்கையான வழியில் என்ன செஞ்சார்?? என்ன பொருத்த வரையில் homosexuals ஐ உருவாக்குனார்! அதான் என்னோட understanding!",0,tamil_dataset,"Shanth sha அந்த படைத்தவன் என்ன ஓரினச்சேர்க்கையாளனா படைக்கல! நான் தான் புதுசா தானா பொலம்புறேன்! அப்படி தான சொல்ல வரீங்க?? Also, இறைவன் ஆணுக்கு பெண்ண தான் படைத்தார் என்று உங்கள மாறி நானும் assume பண்ணா, அதே இறைவன் இந்த population குறைக்க இயற்கையான வழியில் என்ன செஞ்சார்?? என்ன பொருத்த வரையில் homosexuals ஐ உருவாக்குனார்! அதான் என்னோட understanding!"
இவனுகள் தான் ஞானஸார உடையவன் ஆட்கள்,1,tamil_dataset,இவனுகள் தான் ஞானஸார உடையவன் ஆட்கள்
Beck said,1,tamil_dataset,Beck said
வீடியோ எடுத்தவரே உலகில் வேறு எங்கேயும் சண்டை நடப்பதில்லையே அங்க போய் வீடியோ எடுக்க தானே ஏன் திருநங்கைகள் சண்டை போடும் இடங்களில் மட்டும் தான் வீடியோ எடுப்பீர்களா அங்க தான் உங்களுக்கு கண்ணு தெரியுதா வேற எங்கேயும் சண்டை நடக்கும் இடத்தில் வீடியோ எடுக்கணும்னு தோணலையா நாங்க தான் உங்களுக்கு  எலக்காரம் ஆன ஆளா இனிமேல் இதுபோன்ற பதிவுகளை போட வேண்டாம் போட்டோ எங்கெங்கு சண்டை நடக்கிறதோ அங்கெல்லாம் சென்று வீடியோ எடுத்து போடுங்கள் சரியா திருநங்கைகளை பகைத்துக்கொள்ள வேண்டாம் நாங்கள் வீணாக சண்டைக்கு செல்லமாட்டோம் எங்களை இழிவு படுத்தும் போது தான் நாங்கள் வாக்குவாதத்தில் ஈடுபடுவோம் யாரும் சும்மா ஒருவரை சண்டை போட மாட்டோம் கருத்தில் புரிந்துகொண்டு வீடியோ எடுங்க,0,tamil_dataset,வீடியோ எடுத்தவரே உலகில் வேறு எங்கேயும் சண்டை நடப்பதில்லையே அங்க போய் வீடியோ எடுக்க தானே ஏன் திருநங்கைகள் சண்டை போடும் இடங்களில் மட்டும் தான் வீடியோ எடுப்பீர்களா அங்க தான் உங்களுக்கு கண்ணு தெரியுதா வேற எங்கேயும் சண்டை நடக்கும் இடத்தில் வீடியோ எடுக்கணும்னு தோணலையா நாங்க தான் உங்களுக்கு எலக்காரம் ஆன ஆளா இனிமேல் இதுபோன்ற பதிவுகளை போட வேண்டாம் போட்டோ எங்கெங்கு சண்டை நடக்கிறதோ அங்கெல்லாம் சென்று வீடியோ எடுத்து போடுங்கள் சரியா திருநங்கைகளை பகைத்துக்கொள்ள வேண்டாம் நாங்கள் வீணாக சண்டைக்கு செல்லமாட்டோம் எங்களை இழிவு படுத்தும் போது தான் நாங்கள் வாக்குவாதத்தில் ஈடுபடுவோம் யாரும் சும்மா ஒருவரை சண்டை போட மாட்டோம் கருத்தில் புரிந்துகொண்டு வீடியோ எடுங்க
Shagul Hameed Shagul துலுக்க நாட்டுல இந்த மாதிரி ஒரு தேவியா இருந்த அவள் தலை வெட்டிருப்பானுங்க இங்க வந்து எதோ ஓரினச்சேர்க்கையாளர்களுக்கு ஆதரவாளர் மாதிரி நடிக்கிர நீ தான்ட பொட்டத் தேவிடியா தேவிடியா ...,1,tamil_dataset,Shagul Hameed Shagul துலுக்க நாட்டுல இந்த மாதிரி ஒரு தேவியா இருந்த அவள் தலை வெட்டிருப்பானுங்க இங்க வந்து எதோ ஓரினச்சேர்க்கையாளர்களுக்கு ஆதரவாளர் மாதிரி நடிக்கிர நீ தான்ட பொட்டத் தேவிடியா தேவிடியா ...
ப்ரோ  மனசு வலிக்குது ப்ரோ.. உண்மையில் அந்த  சிஸ்டர்  மேல் மரியாதை வருகிறது...🙏🙏🙏🙏❤❤❤❤❤👍👍👍,0,tamil_dataset,ப்ரோ மனசு வலிக்குது ப்ரோ.. உண்மையில் அந்த சிஸ்டர் மேல் மரியாதை வருகிறது...
அந்த அக்கா மனித கடவுள்,0,tamil_dataset,அந்த அக்கா மனித கடவுள்
அருமை prank நன்பரே.....,0,tamil_dataset,அருமை prank நன்பரே.....
எல்லோரும் அயோக்கியன்கள்,1,tamil_dataset,எல்லோரும் அயோக்கியன்கள்
நல்ல வாழ்க்கை அமைய,0,tamil_dataset,நல்ல வாழ்க்கை அமைய
Ivan enna original aave maaritaan🙄🙄,1,tamil_dataset,Ivan enna original aave maaritaan
