text,task_1,task_2,Processed_Post,Labels Set
ऐसी सरकार भारत हेर नागरिक इनकी पोलिस पर थूकता है जो ये कहते कि हमने विकास किया विकास किया होता विदेशो से ऑक्सीजन नही मंगवाते मोदी जी अपने कुछ नही आम जनता को अबतक परेशान किया आपकी ऐसी राजनीति पर में थूकते है।  #NDTVTopStories #COVID19India   #ModiKaVaccineJumla #ArvindKejariwal https://t.co/Ui0LHKpp4X,0,NONE,ऐसी सरकार भारत हेर नागरिक इनकी पोलिस पर थूकता है जो ये कहते कि हमने विकास किया विकास किया होता विदेशो से ऑक्सीजन नही मंगवाते मोदी जी अपने कुछ नही आम जनता को अबतक परेशान किया आपकी ऐसी राजनीति पर में थूकते है,0
इंदौर पुलिस ने पकड़ी रेमडेसिविर इंजेक्शन की कालाबाजरी करने वाली गैंग #Indore #News #MadhyaPradesh #Covid #Vaccine #NewsUpdate #Remedisivir #CoronaSecondWave #IndiaCovidCrisis   #Gwaliorkhabar   https://t.co/QAHVNy9mFl,0,NONE,इंदौर पुलिस ने पकड़ी रेमडेसिविर इंजेक्शन की कालाबाजरी करने वाली गैंग,0
शेरू शायद कुतिया के पिल्ले का नाम है 🤔🤔 https://t.co/Epv88Z0Xvg,1,OFFN,शेरू शायद कुतिया के पिल्ले का नाम है,1
"@narendramodi आतंकी को टिकट भी मोदी ही दे सकता है 
साध्वी प्रज्ञा 😃",1,OFFN,आतंकी को टिकट भी मोदी ही दे सकता है साध्वी प्रज्ञा,1
"RT @KapilMishra_IND: वेस्ट दिल्ली के AAP उम्मीदवार का बेटा बोल रहा हैं - 

6 करोड़ में बिक गया केजरीवाल 

6 करोड़ में लोकसभा टिकट बेचा केज…",1,OFFN,वेस्ट दिल्ली के उम्मीदवार का बेटा बोल रहा हैं करोड़ में बिक गया केजरीवाल करोड़ में लोकसभा टिकट बेचा केज,1
साहेब कल थे आज बाबू ओसामा है  कल भी हम खड़े थे आज भी खड़े है अल्लाह बाबूको इस मुश्किल वक़्त में सब्र दे-आमीन #JusticeForShahabuddin https://t.co/FJbrTIT8N3,0,NONE,साहेब कल थे आज बाबू ओसामा है कल भी हम खड़े थे आज भी खड़े है अल्लाह बाबूको इस मुश्किल वक़्त में सब्र देआमीन,0
@iashwathama इनको ऐसे ही लोग नेता बनाने के लिए मिलेंगे। खुद क्या हैं ये टोंटीचोर।,1,OFFN,इनको ऐसे ही लोग नेता बनाने के लिए मिलेंगे खुद क्या हैं ये टोंटीचोर,1
"#हुआ_तो_हुआ क्या उखाड़ लोगे?
फिर भी, सिखों ने कांग्रेस को वोट दिया ना!",1,HATE,हुआतोहुआ क्या उखाड़ लोगे फिर भी सिखों ने कांग्रेस को वोट दिया ना,1
"RT @shuklapinku: श्रीमती प्रियंका बाड्रा दूसरे मासूम बच्चों से कहलवा रही है """"चौकीदार चोर है"""" 
किन्तु अपने बच्चों को कब बताएगी कि ""तुम्हा…",1,OFFN,श्रीमती प्रियंका बाड्रा दूसरे मासूम बच्चों से कहलवा रही है चौकीदार चोर है किन्तु अपने बच्चों को कब बताएगी कि तुम्हा,1
आज जो बंगाल में हो रहा है अगर यही किसी भाजपा प्रदेश में होता तो तमाम बुद्धिजीवी सेकुलरवादी हल्ला मचा रहे होते। #BengalBurning #BengalViolence https://t.co/uPNGOsskj3,0,NONE,आज जो बंगाल में हो रहा है अगर यही किसी भाजपा प्रदेश में होता तो तमाम बुद्धिजीवी सेकुलरवादी हल्ला मचा रहे होते,0
अगर शहाबुद्दीन अपराधी थे.. तो अनंत सिंह और आनंद मोहन कौन से दूध से धुले हैं।  तेजस्वी के खिलाफ मुसलमानों का गुस्सा जायज है। #JusticeForShahabuddin @yadavtejashwi @RJDforIndia,1,HATE,अगर शहाबुद्दीन अपराधी थे तो अनंत सिंह और आनंद मोहन कौन से दूध से धुले हैं तेजस्वी के खिलाफ मुसलमानों का गुस्सा जायज है,1
"RT @Nattashasharrma: सुनिए इन मासूम बच्चों ने अमेठी में लगाए ज़बरदस्त नारे, देश का बच्चा बच्चा जनता है मोदी की सचाई।

#PriyankaGandhiInAmet…",0,NONE,सुनिए इन मासूम बच्चों ने अमेठी में लगाए ज़बरदस्त नारे देश का बच्चा बच्चा जनता है मोदी की सचाई,0
"प्रिय मोदी जी और अमित शाह जी, बंगाल सुभाष चंद्र बोस की धरती है, गांधी की नहीं…  #BengalBurning #bengalvoilence #Bengalisburning #BengalViolenceWarrantsSternAction  https://t.co/2V4TD5ByP9",0,NONE,प्रिय मोदी जी और अमित शाह जी बंगाल सुभाष चंद्र बोस की धरती है गांधी की नहीं,0
"@ChamriaSandeep @Dr_Uditraj दोस्तों, आओ हम सब सर्वसम्मति से महान अर्थशास्त्री, धुरंधर वैज्ञानिक, अंतर्राष्ट्रीय किसान, भयंकर सवर्ण-दलित मसीहा #चुदित राज जी को खांग्रेस #अध्यक्ष एवं #पलधानमंतली बनाएं !!🙏 ""सभी #समस्याएं समाप्त"" #उदित_राज_को_अध्यक्ष_बनाओ_बे @Dr_Uditraj  #CovidVaccine https://t.co/HrWBrorcLe",1,OFFN,दोस्तों आओ हम सब सर्वसम्मति से महान अर्थशास्त्री धुरंधर वैज्ञानिक अंतर्राष्ट्रीय किसान भयंकर सवर्णदलित मसीहा चुदित राज जी को खांग्रेस अध्यक्ष एवं पलधानमंतली बनाएं सभी समस्याएं समाप्त उदितराजकोअध्यक्षबनाओबे,1
@dsharmadbg क्या हुआ गधा धारी भीम🙄,0,NONE,क्या हुआ गधा धारी भीम,0
रोहित सरदाना का शव कोविड पॉज़िटिव होने के बावजूद  पैतृक गांव कुरुक्षेत्र भेज दिया जाता है। शहाबुद्दीन साहब की रिपोर्ट नेगेटिव होने के बावजूद भी आखरी दीदार का हक़ परिवार से छीनकर जनाज़ा सिवान नही भेजा जाता। ये है असली इस्लामोफोबिया #Islamophobia_in_india #JusticeForShahabuddin,0,NONE,रोहित सरदाना का शव कोविड पॉज़िटिव होने के बावजूद पैतृक गांव कुरुक्षेत्र भेज दिया जाता है शहाबुद्दीन साहब की रिपोर्ट नेगेटिव होने के बावजूद भी आखरी दीदार का हक़ परिवार से छीनकर जनाज़ा सिवान नही भेजा जाता ये है असली इस्लामोफोबिया,0
"2014 के पहले हो रहे विकास में  अवरोध पैदा करके बीजेपी ने भारतीय जनमानस और भारतीय लोकतंत्र के लिए एक खतरा पैदा किया है
#AbHogaNyay",1,HATE,के पहले हो रहे विकास में अवरोध पैदा करके बीजेपी ने भारतीय जनमानस और भारतीय लोकतंत्र के लिए एक खतरा पैदा किया है,1
"RT @RakeshKP1978: @RabriDeviRJD @laluprasadrjd का हो चाची सब कइलू, जब कुछ ना भेटाइल त अब इमोसनल कार्ड खेलत बाड़ू।एक बात कहीं।
एहू से कुछ न…",0,NONE,का हो चाची सब कइलू जब कुछ ना भेटाइल त अब इमोसनल कार्ड खेलत बाड़ूएक बात कहीं एहू से कुछ न,0
"RT @imAjaydevfan__: कुछ #गैर ऐसे मिले जो 

 मुझे #अपना बना गए 

कुछ अपने ऐसे #निकले जो 

 गैर का #मतलब बता गए 

दोनों का दिल से #शुक्रिया…",0,NONE,कुछ गैर ऐसे मिले जो मुझे अपना बना गए कुछ अपने ऐसे निकले जो गैर का मतलब बता गए दोनों का दिल से शुक्रिया,0
"@sonamJain001 अगली ब्रेकिंग न्यूज़ -
भाजपा को इन्ही राज्यों मे सबसे ज्यादा सीटें मिली है औऱ अगले प्रधानमंत्री के रूप मे मोदी जी शपथ ले चुके है",0,NONE,अगली ब्रेकिंग न्यूज़ भाजपा को इन्ही राज्यों मे सबसे ज्यादा सीटें मिली है औऱ अगले प्रधानमंत्री के रूप मे मोदी जी शपथ ले चुके है,0
@pbhushan1 @GretaThunberg मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,0,NONE,मोदी तुम इस्तीफा दो हम तुम्हारे साथ है,0
@kunalkamra88 चलो हम कामरा को सूअर कभी नहीं बोलेंगे...  लेकिन सूअर को तो कामरा बोल सकते हैं ना 😂😂,1,OFFN,चलो हम कामरा को सूअर कभी नहीं बोलेंगे लेकिन सूअर को तो कामरा बोल सकते हैं ना,1
हम तो सबसे बफादार जानबर कुत्ता को मानते थे पर अब ये भी स्वार्थी निकला https://t.co/QhHuyajOju,0,NONE,हम तो सबसे बफादार जानबर कुत्ता को मानते थे पर अब ये भी स्वार्थी निकला,0
"RT @PratisthaSing26: मोदी जी की मानसिक हालत देखकर चुनाव आयोग से निवेदन हैं कि बाक़ी के दो चरण जल्दी से निपटा लें🙏

नहीं तो मोदी जी माँ बहन…",1,OFFN,मोदी जी की मानसिक हालत देखकर चुनाव आयोग से निवेदन हैं कि बाक़ी के दो चरण जल्दी से निपटा लें नहीं तो मोदी जी माँ बहन,1
जिन्दगी में जब कोई झुका न सका तो धोखे से साँसे ही छीन ली.!  अलविदा शहाबुद्दीन साहब 😭  #JusticeForShahabuddin,0,NONE,जिन्दगी में जब कोई झुका न सका तो धोखे से साँसे ही छीन ली अलविदा शहाबुद्दीन साहब,0
"@KailashOnline अगर धरना देने से सब सही हो जाता तो..  कुरुक्षेत्र में भी ""श्री कृष्ण"" जी ""अर्जुन"" को यही सलाह देते..। 😡😡😡  #BengalBurning  #BengalViolence  #KhooniKhela  #WestBengalViolence",0,NONE,अगर धरना देने से सब सही हो जाता तो कुरुक्षेत्र में भी श्री कृष्ण जी अर्जुन को यही सलाह देते,0
यही हुआ बंगाल में।  खेला खतम #किसानों_का_मोदी_को_धोबीपटका  #ModiDisasterForIndia #Modi #ModiKaVaccineJumla #ModiMadeDisaster #modiomodi #BjpDestroyedIndia #BJPHataoDeshBachao https://t.co/iolD1fTA5I,0,NONE,यही हुआ बंगाल में खेला खतम किसानोंकामोदीकोधोबीपटका,0
@vikashkryadav7 ठीक उसी प्रकार जिस प्रकार पिछला 3 दिन निकला है  @AITCofficial  @MamataOfficial  #BengalBurning,0,NONE,ठीक उसी प्रकार जिस प्रकार पिछला दिन निकला है,0
शहाबुद्दीन के बेटे ओसामा की आँखों से निकला हुआ हर आंसू का क़तरा बिहार से राजद  के भविष्य को बहा ले गया। #JusticeForShahabuddin https://t.co/uRmsGnshqN,0,NONE,शहाबुद्दीन के बेटे ओसामा की आँखों से निकला हुआ हर आंसू का क़तरा बिहार से राजद के भविष्य को बहा ले गया,0
आज इन टीकाकरण केंद्रों में किया जाएगा कॉविड वैक्सीनेशन #JansamparkMP  #CovidVaccine https://t.co/1Bo4FlSZTE,0,NONE,आज इन टीकाकरण केंद्रों में किया जाएगा कॉविड वैक्सीनेशन,0
"बंगाल में जिन बेटीयों का बालात्कार और हत्या हो रही है,क्या वो बंगाल की बेटियां नही है..😡😡  वो #tmcgoons नरभक्षियों की रोटियां क्यों बन गई ..  अब बोल 😡 #BengalBurning  #BengalViolence https://t.co/f35PdZJiaQ",1,HATE,बंगाल में जिन बेटीयों का बालात्कार और हत्या हो रही हैक्या वो बंगाल की बेटियां नही है वो नरभक्षियों की रोटियां क्यों बन गई अब बोल,1
"RT @NikeshNandan: कांग्रेस के ""हुआ तो हुआ"" के बाद…

अब केजरीवाल ने लॉन्च किया ""बिका तो बिका""…😂
#6_करोड़",1,OFFN,कांग्रेस के हुआ तो हुआ के बाद अब केजरीवाल ने लॉन्च किया बिका तो बिका करोड़,1
"@BachchaPandey2 *ओसामा साहब ने सिर्फ उस ट्वीट और ट्विटर अकाउंट को फर्जी बताया है ना कि राजद का पक्ष लिए और ना की राजद का गुणगान किये है, संयम रखिए जल्द ही सब कुछ सामने आएगा।* #JusticeForShahabuddin",0,NONE,ओसामा साहब ने सिर्फ उस ट्वीट और ट्विटर अकाउंट को फर्जी बताया है ना कि राजद का पक्ष लिए और ना की राजद का गुणगान किये है संयम रखिए जल्द ही सब कुछ सामने आएगा,0
"RT @MLArajeshSP: मिश्रा जी कहिन 😂🤣👇👇
सर्जिकल स्ट्राइक करने में हमारे जवानों की सेफ्टी को लेकर बहुत शंका थी। काफी रिसर्च के बाद मैंने सुझाव…",1,OFFN,मिश्रा जी कहिन सर्जिकल स्ट्राइक करने में हमारे जवानों की सेफ्टी को लेकर बहुत शंका थी काफी रिसर्च के बाद मैंने सुझाव,1
"@ShilpiSinghINC सबका रविश कुमार

1. 1984
2. रोज़गार
3. भ्रष्टाचार
4. जनता की सुरक्षा

उनकी गोदी मीडिया

1. क्या आप आम खाते थे?
2. आप बचपन में क्या करते थे??
3. कौनसा टॉनिक लेते है आप थकते नही?
4. आप 3 घंटे में अपनी नीद पूरी कर लेते है?

बस यही फ़र्क है दल्ले और सच्चे पत्रकार में फ़र्क।",1,PRFN,सबका रविश कुमार रोज़गार भ्रष्टाचार जनता की सुरक्षा उनकी गोदी मीडिया क्या आप आम खाते थे आप बचपन में क्या करते थे कौनसा टॉनिक लेते है आप थकते नही आप घंटे में अपनी नीद पूरी कर लेते है बस यही फ़र्क है दल्ले और सच्चे पत्रकार में फ़र्क,1
"चाणक्य के तरह बनो बिहार के नियोजित शिक्षकों, यदि शस्त्र भी उठानी पड़े तो पिछे न हटों। तैयार रहो समय आ गया है नया चेहरा चुनने के लिए, राजा ऐसा चुनो जो प्रजा का ख्याल रखता हो। https://t.co/HbYvkibkX2",0,NONE,चाणक्य के तरह बनो बिहार के नियोजित शिक्षकों यदि शस्त्र भी उठानी पड़े तो पिछे न हटों तैयार रहो समय आ गया है नया चेहरा चुनने के लिए राजा ऐसा चुनो जो प्रजा का ख्याल रखता हो,0
@jtnladakh एक इटालियन बार डांसर पाकिस्तानी वैश्या की कोख से पैदा हुआ एक ऐसा बालक जिसका डीएनए उसकी मां के द्वारा बताए गए किसी भी बाप से नहीं मिलता,1,OFFN,एक इटालियन बार डांसर पाकिस्तानी वैश्या की कोख से पैदा हुआ एक ऐसा बालक जिसका डीएनए उसकी मां के द्वारा बताए गए किसी भी बाप से नहीं मिलता,1
@chulbulThurram सोचिये 1988 में डिजिटल कैमरा यूज़ करने वाले मोदी जी कितने गरीब हुआ करते होंगे। कुछ तो फ़कीरी हैं मोदी जी में।,1,OFFN,सोचिये में डिजिटल कैमरा यूज़ करने वाले मोदी जी कितने गरीब हुआ करते होंगे कुछ तो फ़कीरी हैं मोदी जी में,1
"चला था रविन्द्र नाथ टैगोर बनने,लेकिन दीदी ने आसाराम बनाकर भगा दिया!😂 #ExitModi #MamataBanerjee #COVID19 #ResignPMmodi #sundayvibes #Elections2021 #BanEVM_SaveDemocracy #IndiansDyingModiEnjoying #MamataBanerjee #COVID19 #Elections2021 #ExitModi #नरेंद्र_मोदी_ग्लोबल_पप्पू #COVID19",1,OFFN,चला था रविन्द्र नाथ टैगोर बननेलेकिन दीदी ने आसाराम बनाकर भगा दिया नरेंद्रमोदीग्लोबलपप्पू,1
"@AlkaMehta19 नजरों को तेरे प्यार से इंकार नहीं है,
अब मुझे किसी और का इंतज़ार नहीं है,
खामोश अगर हूँ मैं तो ये वजूद है मेरा
तुम ये न समझना कि तुमसे प्यार नहीं है। https://t.co/6t78HusAIY",0,NONE,नजरों को तेरे प्यार से इंकार नहीं है अब मुझे किसी और का इंतज़ार नहीं है खामोश अगर हूँ मैं तो ये वजूद है मेरा तुम ये न समझना कि तुमसे प्यार नहीं है,0
@kanpur62 Itti जल्दी थोड़ी मरेगा बुड्ढा,1,OFFN,जल्दी थोड़ी मरेगा बुड्ढा,1
@RamPD78 @ndtvindia अभी भी इसके पास 19 लाख हैं। गौरव आएगा तब ये मुकदमा वापस लेगा हरामी। ऐसे लोग ऐसे ही सड़ते हैं,1,OFFN,अभी भी इसके पास लाख हैं गौरव आएगा तब ये मुकदमा वापस लेगा हरामी ऐसे लोग ऐसे ही सड़ते हैं,1
"ऑक्सीजन की कमी  हॉस्पिटल मे बेड नहीं..हर तरफ चीख पुकार है.. कहाँ मर गए वो भड़वे. जो कहते थे हम भी चौकीदार है.. #OxygenConcentrator ,#कोरोना_काल_देश_बेहाल #OxygenShortage #ModiKaVaccineJumla",1,PRFN,ऑक्सीजन की कमी हॉस्पिटल मे बेड नहींहर तरफ चीख पुकार है कहाँ मर गए वो भड़वे जो कहते थे हम भी चौकीदार है कोरोनाकालदेशबेहाल,1
"मरहूम सहाबुद्दीन की लाश जैसे दिल्ली गेट ITO कब्रिस्तान मे सुपुर्द ए खाक हुई,❣️   Inshallah ऐसे ही बिहार में  लालू तेरी पार्टी को सुपुर्दे खाक करेगी बिहार की जनता #JusticeForShahabuddin https://t.co/7RTARSaYfl",0,NONE,मरहूम सहाबुद्दीन की लाश जैसे दिल्ली गेट कब्रिस्तान मे सुपुर्द ए खाक हुई ऐसे ही बिहार में लालू तेरी पार्टी को सुपुर्दे खाक करेगी बिहार की जनता,0
"RT @nehalibhabhi: 🔥🔥जीजा जी देखो आप मेरे पीछे लगे रहते हो और दीदी घर पे किसी और के साथ कैसे मजे ले रही है 🔥🔥
👙@nehalibhabhi 👙 https://t.co/…",1,OFFN,जीजा जी देखो आप मेरे पीछे लगे रहते हो और दीदी घर पे किसी और के साथ कैसे मजे ले रही है,1
मुंबई पोलिसांचा वर्सोवा येथील हॉटेलमध्ये सुरू असलेल्या वेश्या व्यवसायावर छापा https://t.co/WAsArZWoiP,0,NONE,मुंबई पोलिसांचा वर्सोवा येथील हॉटेलमध्ये सुरू असलेल्या वेश्या व्यवसायावर छापा,0
वैश्विक महामारी को राष्ट्रीय महामारी में तब्दील करने की उपलब्धि किसे जाती है ? मास्क पहने  वैक्सीन लगवाए #vaccination #CovidIndia #CovidVaccine  @AmanDubey_,0,NONE,वैश्विक महामारी को राष्ट्रीय महामारी में तब्दील करने की उपलब्धि किसे जाती है मास्क पहने वैक्सीन लगवाए,0
"RT @Priyank74750061: -
400 सीट जीतने के लिए
कितने पाकिस्तानियों को वैश्विक आतंकी घोषित करवाओगे मोदी जी??? 
~ केजरीवाल
-",0,NONE,सीट जीतने के लिए कितने पाकिस्तानियों को वैश्विक आतंकी घोषित करवाओगे मोदी जी केजरीवाल,0
कोरोना के आपातकाल पर रिपोर्टर परिमल कुमार की चंद पंक्तियां  #IndiaCovidCrisis https://t.co/r8TYDA0061,0,NONE,कोरोना के आपातकाल पर रिपोर्टर परिमल कुमार की चंद पंक्तियां,0
जरा कोई बताएगा क्या किसी बी कांग्रेस वादी ने #CovidVaccine नही ली हो ।,0,NONE,जरा कोई बताएगा क्या किसी बी कांग्रेस वादी ने नही ली हो,0
"@khanumarfa @_serajali_ तुम्हारे यहाँ बेटियों का सिन्सेप्ट नही है , होता तो तुम लोग हलाला  ब रेपिस्ट मोलवियों के विरोध मे खड़े होते। खुद प्रोड्यूस vedio को दिखाकर तुम केवल उनको मूर्ख बना सकती हो जिनके कपड़े टखनों से ऊपर रहते है नाकि बुद्धिमानों को। वास्तविकता नीच देख.... https://t.co/8DymsG5D2k",1,OFFN,तुम्हारे यहाँ बेटियों का सिन्सेप्ट नही है होता तो तुम लोग हलाला ब रेपिस्ट मोलवियों के विरोध मे खड़े होते खुद प्रोड्यूस को दिखाकर तुम केवल उनको मूर्ख बना सकती हो जिनके कपड़े टखनों से ऊपर रहते है नाकि बुद्धिमानों को वास्तविकता नीच देख,1
"@RabriDeviRJD फोटो ऐसे दिखा रही है जैसे पाकिस्तान से लड़ाई लड़ने गया हो,अरे चारा चोर चोरी में अंदर गया है😂😂👇",1,PRFN,फोटो ऐसे दिखा रही है जैसे पाकिस्तान से लड़ाई लड़ने गया होअरे चारा चोर चोरी में अंदर गया है,1
"आज का सच  जिंदा रहना ही ""विकास"" है. बाकी सब बकवास ! #ModiKaVaccineJumla",1,HATE,आज का सच जिंदा रहना ही विकास है बाकी सब बकवास,1
@ravikishanFC @ravikishann @BJP4India @PMOIndia @narendramodi @myogiadityanath जय आप इसी तरह दिलो पर झाए रहिये हर हर महादेव जय महाकाल,0,NONE,जय आप इसी तरह दिलो पर झाए रहिये हर हर महादेव जय महाकाल,0
ऊपर वाली पिक्चर कश्मीर और नीचे वाली बंगाल की है सोचिए आगे कही हम वापस उसी स्थिति में तो नही जा रहे #BengalBurning https://t.co/Hn68WsmEVM,0,NONE,ऊपर वाली पिक्चर कश्मीर और नीचे वाली बंगाल की है सोचिए आगे कही हम वापस उसी स्थिति में तो नही जा रहे,0
मेरा वोट शांति प्रगति भाईचारे के लिए https://t.co/JUdf1d9N41,0,NONE,मेरा वोट शांति प्रगति भाईचारे के लिए,0
"@narendramodi आएगा तो मोदी ही,
नहीं आया तो घसीटकर लाया जाएगा मोदी को राष्ट्रपति के पास।

इस्तीफा देने के लिए!
😂",1,OFFN,आएगा तो मोदी ही नहीं आया तो घसीटकर लाया जाएगा मोदी को राष्ट्रपति के पास इस्तीफा देने के लिए,1
"आरक्षण खत्म करने के लिए सब बोलेंगे SC ST एक्ट खत्म करने के लिए सब आवाज उठायेंगे , लेकिन ""जाति व्यवस्था "" को खत्म करने के नाम पर सब गूंगे हो जाते हैं इसे कहते हैं दोगला पन,सच बोलने की हिम्मत नहीं हैं , सपना देखते हैं विश्व गुरु बनने का।  @PJkanojia @JoinAmardeep @GYBSONUBHADOHI",0,NONE,आरक्षण खत्म करने के लिए सब बोलेंगे एक्ट खत्म करने के लिए सब आवाज उठायेंगे लेकिन जाति व्यवस्था को खत्म करने के नाम पर सब गूंगे हो जाते हैं इसे कहते हैं दोगला पनसच बोलने की हिम्मत नहीं हैं सपना देखते हैं विश्व गुरु बनने का,0
"जुमले फेंकता रहा पाँच साल में..
सोच रहा था बादल है कभी नही आऊ गा जनता के रडार में...
मोदी चोर आज तू पूरे देश की आखो में खटक रहा है !
अब तुझे कोई नही बचा सकता !
#23_मई_भाजपा_गई 
#AbHogaNYAY 
#ModiTohGaya",1,OFFN,जुमले फेंकता रहा पाँच साल में सोच रहा था बादल है कभी नही आऊ गा जनता के रडार में मोदी चोर आज तू पूरे देश की आखो में खटक रहा है अब तुझे कोई नही बचा सकता मईभाजपागई,1
"बाकि तो जो है वो है 🤔 पर 

ये महिला पत्तलकार पीनाज त्यागी की 
इस समय हालत वो ही हो गयी ना की 

"" रजिया फंस गयी गुंडों मे "" 

ये दो हरामी तो राजनीति और पत्तलकारी 
के अमरीश पूरी और प्रेम चोपडा है ही !",1,PRFN,बाकि तो जो है वो है पर ये महिला पत्तलकार पीनाज त्यागी की इस समय हालत वो ही हो गयी ना की रजिया फंस गयी गुंडों मे ये दो हरामी तो राजनीति और पत्तलकारी के अमरीश पूरी और प्रेम चोपडा है ही,1
"RT @BasantA49182115: IMF: - मिस्टर इमरान खान क्या गारंटी है कि
आपको दिये गये फंड का उपयोग आप
आतंकवाद को बढाने में नही लगाएंगे? 

इमरान: - स…",0,NONE,मिस्टर इमरान खान क्या गारंटी है कि आपको दिये गये फंड का उपयोग आप आतंकवाद को बढाने में नही लगाएंगे इमरान स,0
"RT @drdineshbjp: आतंकी मसूद अजहर को संयुक्त राष्ट्र संघ द्वारा अंतरराष्ट्रीय आतंकी घोषित किया जाना, भारत की बड़ी और कूटनीतिक सफलता है। यह न…",0,NONE,आतंकी मसूद अजहर को संयुक्त राष्ट्र संघ द्वारा अंतरराष्ट्रीय आतंकी घोषित किया जाना भारत की बड़ी और कूटनीतिक सफलता है यह न,0
"@khanruhan786 अजीब बेशर्म कॉम है भाई, एक criminal के लिए आंसू बहा रही है, फिर कहोगे हमारे साथ सौतेला व्यवहार होता है भारत में , जिसने बेगुनाहो का खून बहाया, उसके लिए क्या रोना ??  याद रखना, सहाबुद्दीन जैसे लोग ही मुसलमानो के सवसे बड़े दुश्मन है !  #JusticeForShahabuddin  #Shahabuddin !!!",0,NONE,अजीब बेशर्म कॉम है भाई एक के लिए आंसू बहा रही है फिर कहोगे हमारे साथ सौतेला व्यवहार होता है भारत में जिसने बेगुनाहो का खून बहाया उसके लिए क्या रोना याद रखना सहाबुद्दीन जैसे लोग ही मुसलमानो के सवसे बड़े दुश्मन है,0
@ShantiL80939764 @SanjayKumar_IND @champ4561 गांड तो तुम चमचे मरवाते हो,1,OFFN,गांड तो तुम चमचे मरवाते हो,1
"RT @desh_bhkt: लोग तो 84 में भी मरे,गोधरा में भी मरे,2002 में भी मरे,बंगाल में रोज़ मर रहे हैं
लेकिन हमारी भारतीय राजनीति 2002 के लोगों को…",0,NONE,लोग तो में भी मरेगोधरा में भी मरे में भी मरेबंगाल में रोज़ मर रहे हैं लेकिन हमारी भारतीय राजनीति के लोगों को,0
"@GovindaPanditU1 @qWW1YjMppqfqvuX @Sonabhadauria1 @reenasinghgaur @mksbsli08 @sitaram74378829 @shashibhaya1 @OppressedHindu @dhritrastra @ckpearloflife @imrawool @Nirmal111 @bmcowl9 @Ramsharma9981 @JayGopalMishra2 @pipcrd @Ajeet_Tyagi_Ji @bhawanablog @pmmh2015 @neerajtyagimbd @sankrant मैं तो कब से इसका पता पुछ रही हुं, डर से ये लतखोर अपना पता बताता ही नही।",1,PRFN,मैं तो कब से इसका पता पुछ रही हुं डर से ये लतखोर अपना पता बताता ही नही,1
ये सब के सब नारंगी खटमल हैं मुसलमानो वक़्त रहते इनसे दूर हो जाओ नहीं तो तुम्हे पूरा खोकला कर देंगे  #GaddarRJD  #justiceforshahabuddin  @007QaQa @shanu_sab @AshrafFem @PeaceMoin @asadowaisi @yadavakhilesh @Drrehmani @yadavtejashwi @RJDforIndia @Mayawati,1,HATE,ये सब के सब नारंगी खटमल हैं मुसलमानो वक़्त रहते इनसे दूर हो जाओ नहीं तो तुम्हे पूरा खोकला कर देंगे,1
केंद्रीय मंत्री माननीय @VMBJP जी पर बंगाल में टीएमसी के गुंडों ने हमला किया। जब केंद्रीय मंत्री तक पर हमले हो रहे हैं तो आम बंगाली का क्या हाल होगा। शर्म करो @MamataOfficial जी शर्म करो #BengalInFlames #BengalViolence #BengalBurning https://t.co/j5fCnBWSSu,0,NONE,केंद्रीय मंत्री माननीय जी पर बंगाल में टीएमसी के गुंडों ने हमला किया जब केंद्रीय मंत्री तक पर हमले हो रहे हैं तो आम बंगाली का क्या हाल होगा शर्म करो जी शर्म करो,0
@PragyaLive @bmahabharat2 सरकार नरसंहार कर रही है .... #ResignModi,0,NONE,सरकार नरसंहार कर रही है,0
बडे कमीने हो @RahulGandhi @INCIndia https://t.co/hsMQ7rKFST,1,OFFN,बडे कमीने हो,1
कल से चमचे सिर्फ़ पेट्रोल और महंगाई पर रंडी रोना रोएँगे 😛😛😛                                  वैक्सीन पर मोदी जी ने चुप करा दिया😝😝,1,OFFN,कल से चमचे सिर्फ़ पेट्रोल और महंगाई पर रंडी रोना रोएँगे वैक्सीन पर मोदी जी ने चुप करा दिया,1
Tejashwi Yadav  तुमने अपना असली दोगला रुप दिखा दिया पर याद रखना तुम्हें इसकी भारी कीमत चुकानी पड़ेगी। #JusticeForShahabuddin https://t.co/L0bkDXqT56,0,NONE,तुमने अपना असली दोगला रुप दिखा दिया पर याद रखना तुम्हें इसकी भारी कीमत चुकानी पड़ेगी,0
RT @SirPareshRawal: जो अपने बच्चों की जूठी क़सम खा सकता है वो परायों की इज़्ज़त की परवाह कयुं करेगा  ! https://t.co/bTmiInZVQ3,1,OFFN,जो अपने बच्चों की जूठी क़सम खा सकता है वो परायों की इज़्ज़त की परवाह कयुं करेगा,1
"@Thugglife1143 कुत्ता कितना भी बौक्क ले, पर चाटता मालिक का पैर ही है.. रावत।..😝",1,OFFN,कुत्ता कितना भी बौक्क ले पर चाटता मालिक का पैर ही है रावत,1
