Post,Labels Set,Dataset,Processed_Post,Labels 4
जिल्हा हिंगोली: माळहिवरा येथे सोयाबीनच्या शेतात नुकसानीची पाहणी केली आणि शेतकऱ्यांशी चर्चा केली.,0,hate_train,जिल्हा हिंगोली माळहिवरा येथे सोयाबीनच्या शेतात नुकसानीची पाहणी केली आणि शेतकऱ्यांशी चर्चा केली,NOT
"शोभा डे यांनी ऑलिम्पिक खेळाडूंची माफ़ी मागावी, अन्यथा परिणामांना सामोरे जाण्याची तयारी ठेवावी",0,hate_train,शोभा डे यांनी ऑलिम्पिक खेळाडूंची माफ़ी मागावी अन्यथा परिणामांना सामोरे जाण्याची तयारी ठेवावी,NOT
@kundanAvhad19 छपरी आणि थिल्लरगिरी,1,hate_train,छपरी आणि थिल्लरगिरी,HATE
"@AsimSarode @ashish_jadhao फकीराने फकीर बनवल, असे अजुन अंधभक्त आहेत त्याना कळणार सुद्धा नाही, त्यांच्या किडन्या विकल्या गेलेल्या असतील.",1,hate_train,फकीराने फकीर बनवल असे अजुन अंधभक्त आहेत त्याना कळणार सुद्धा नाही त्यांच्या किडन्या विकल्या गेलेल्या असतील,HATE
तो दिडफुटया तरी स्वतःच्या दम वर झालाय बापाच्या नावावर कोणतेही येडझवे निवडून येतात...घंट्याचा काही कर्तृत्व नाही झाला बेष्ट शियम...लांडया,1,hate_train,तो दिडफुटया तरी स्वतःच्या दम वर झालाय बापाच्या नावावर कोणतेही येडझवे निवडून येतातघंट्याचा काही कर्तृत्व नाही झाला बेष्ट शियमलांडया,HATE
"या बंदची झळ अंबानीला पोचली नाही, टाटालाही पोचली नाही. जी काही झळ बसली ती सोसली सामान्य लोकांनी, गरिबांनी. भारताची आर्थिक राजधानी असलेल्या मुंबईत हजारो करोडचे वित्तीय व्यवहार सुरळीत चालू असताना- ऍमेझॉन-जिओमार्टला काडीचा फरक पडलेला नसताना, फक्त ज्यांना दिवसाचे",0,hate_train,या बंदची झळ अंबानीला पोचली नाही टाटालाही पोचली नाही जी काही झळ बसली ती सोसली सामान्य लोकांनी गरिबांनी भारताची आर्थिक राजधानी असलेल्या मुंबईत हजारो करोडचे वित्तीय व्यवहार सुरळीत चालू असताना ऍमेझॉनजिओमार्टला काडीचा फरक पडलेला नसताना फक्त ज्यांना दिवसाचे,NOT
"@a3vaIq9WfU9qMdV @mayurvsk बाणा तुझ्या आयचा दाणा, ज्याची देण्याची औकात असते त्याच्याकडेच मदत मागितली जाते, मादरचोद ज्याने मदत केली त्याने कधी बोलून दाखवले नाही मग तुझ्या कशा दुसऱ्याची गांड हुंगत फिरतोय, चल निघ भडव्या",1,hate_train,बाणा तुझ्या आयचा दाणा ज्याची देण्याची औकात असते त्याच्याकडेच मदत मागितली जाते मादरचोद ज्याने मदत केली त्याने कधी बोलून दाखवले नाही मग तुझ्या कशा दुसऱ्याची गांड हुंगत फिरतोय चल निघ भडव्या,PRFN
राष्ट्रवादी संपवून टाकू म्हणणाऱ्या पंकजा पालवेंना भाजपने पाठीमागच्या दारातून सुध्दा आमदारकी दिली नाही,0,hate_train,राष्ट्रवादी संपवून टाकू म्हणणाऱ्या पंकजा पालवेंना भाजपने पाठीमागच्या दारातून सुध्दा आमदारकी दिली नाही,NOT
@PrakashGade13 @OfficeofUT करून दाखवलं 😁🤣 घरात बसून/लपून दाखवलं. #घरकोंबडा,0,hate_train,करून दाखवलं घरात बसूनलपून दाखवलं घरकोंबडा,NOT
@GolharVaibhaw मी पण तेच बोलतोय. कोंबडी चोराचा मुलगा मांजर झालंय😂😂. उद्या डुक्कर होईल.😂😂,1,hate_train,मी पण तेच बोलतोय कोंबडी चोराचा मुलगा मांजर झालंय उद्या डुक्कर होईल,OFFN
एसटी कर्मचाऱ्यांना गाजर दाखण्याच्या तयारीत ! कुणाचीच सही नसलेला एक कागद खांडक्याच्या एबीपी माझावर नाचवणार आणी म्हाताऱ्याला कीत्ती काळजी बघा म्हणत ते परशा कदम लाळ चाटणार. पुर्वलक्षी प्रभावान मागण्या मान्य होउन तात्काळ अंमलबजावणी होत नाही तोपर्यंत कर्मचाऱ्यांनी हे गाजर खाउ नये,1,hate_train,एसटी कर्मचाऱ्यांना गाजर दाखण्याच्या तयारीत कुणाचीच सही नसलेला एक कागद खांडक्याच्या एबीपी माझावर नाचवणार आणी म्हाताऱ्याला कीत्ती काळजी बघा म्हणत ते परशा कदम लाळ चाटणार पुर्वलक्षी प्रभावान मागण्या मान्य होउन तात्काळ अंमलबजावणी होत नाही तोपर्यंत कर्मचाऱ्यांनी हे गाजर खाउ नये,OFFN
"@itssid91 @patilji_speaks @Chetanapmarathi @SunainaHoley सर सिद्धेश… छोटा मुँह बड़ी बात सांगतो… पटल तर बघा… १. आपण कोणाला जाऊन चुतिया चुतिया म्हणन हे खूप वाईट, मग ती स्त्री असो वा पुरुष. २. जर कोणी स्वतःहुन चुतियापा प्रदर्शित करत असेल तर त्याला चुतिया म्हणनार्याला जर कोणी चुतिया म्हणत असेल तर नेमका चुतिया कोण हे उत्तर मिळत…",1,hate_train,सर सिद्धेश छोटा मुँह बड़ी बात सांगतो पटल तर बघा १ आपण कोणाला जाऊन चुतिया चुतिया म्हणन हे खूप वाईट मग ती स्त्री असो वा पुरुष २ जर कोणी स्वतःहुन चुतियापा प्रदर्शित करत असेल तर त्याला चुतिया म्हणनार्याला जर कोणी चुतिया म्हणत असेल तर नेमका चुतिया कोण हे उत्तर मिळत,PRFN
हिंदुंवर 'हलाल' ची जबरदस्तीचे आणखी एक उदाहरण ! भारतीय क्रिकेट संघाच्या खेळाडूना दिले जाणार 'हलाल' मांस !,0,hate_train,हिंदुंवर हलाल ची जबरदस्तीचे आणखी एक उदाहरण भारतीय क्रिकेट संघाच्या खेळाडूना दिले जाणार हलाल मांस,NOT
मी आज फ्री नाही नायतर तुझ्या आईसाठी मस्त घोडा घेऊन आलो असतो ... बसली असती त्याच्याशी खेळत,1,hate_train,मी आज फ्री नाही नायतर तुझ्या आईसाठी मस्त घोडा घेऊन आलो असतो बसली असती त्याच्याशी खेळत,OFFN
चीन बांधत असलेला हा पूल #PangongTso चीनच्या ताब्यातील भागात असला तरी त्या सरोवराचे दक्षिण व उत्तर भाग जोडले जाणार असल्याने सैन्याच्या हालचालीसाठी महत्त्वाचा ठरणार आहे,0,hate_train,चीन बांधत असलेला हा पूल चीनच्या ताब्यातील भागात असला तरी त्या सरोवराचे दक्षिण व उत्तर भाग जोडले जाणार असल्याने सैन्याच्या हालचालीसाठी महत्त्वाचा ठरणार आहे,NOT
मी आज ठरवलंय की मी आता इथे बसून अमेरिकेचं राष्ट्रपतिपद काबीज करणार! ठरलं म्हणजे ठरलं!!!,0,hate_train,मी आज ठरवलंय की मी आता इथे बसून अमेरिकेचं राष्ट्रपतिपद काबीज करणार ठरलं म्हणजे ठरलं,NOT
@Bindashgrl झवायला ये नागडा बसलोय,1,hate_train,झवायला ये नागडा बसलोय,PRFN
itcell च्या लावरीस औलदिंच्या पिल्लांना दुसरं येतच काय…फोटो edit करून 40 पैश्यांच्या भक्तांमार्फत सोशल मीडियावर फिरवायचा.,1,hate_train,च्या लावरीस औलदिंच्या पिल्लांना दुसरं येतच कायफोटो करून पैश्यांच्या भक्तांमार्फत सोशल मीडियावर फिरवायचा,HATE
"बाळासाहेब आणि त्यांच्या सैनिकांना चांगला टोला हाणला 25 वर्ष सत्ता नव्हती प्रतिसरकार असा प्रकार ही त्यांनी केला,सलग 2 वर्ष निवडणूक पण लढवली नव्हती म्हणून कधी पक्ष सम्पला अस होत नाही मित्रा तुम्ही शांत असे शिवसैनिक होते? असो",0,hate_train,बाळासाहेब आणि त्यांच्या सैनिकांना चांगला टोला हाणला वर्ष सत्ता नव्हती प्रतिसरकार असा प्रकार ही त्यांनी केलासलग वर्ष निवडणूक पण लढवली नव्हती म्हणून कधी पक्ष सम्पला अस होत नाही मित्रा तुम्ही शांत असे शिवसैनिक होते असो,NOT
@HinduAajKa ॐ शांती 🙏 पाकड्यांचे पकोडे होणार आता जास्त नाटकं केली तर😡🤬,0,hate_train,ॐ शांती पाकड्यांचे पकोडे होणार आता जास्त नाटकं केली तर,NOT
@HinduBhartiy @SamarSays_ @Ravana_110 चामण मुघलांचे 😂😂 #भिकमांगे #पिठमांगे #मुघलांच_रक्त_बोलक_झाल,1,hate_train,चामण मुघलांचे भिकमांगे पिठमांगे मुघलांचरक्तबोलकझाल,HATE
"मी हिंदू घरात जन्माला आलो आहे, माझ्या घरात संपूर्ण हिंदू रीती रिवाज पाळले जातात, मी इतर धर्मांचाही आदर करतो आणि हिंदू म्हणून मला #राममंदिर_निर्माण झाले पाहिजे असे वाटत असले तरी मंदिर बांधणे ही देशाची प्राथमिकता आहे असं वाटत नाही.",0,hate_train,मी हिंदू घरात जन्माला आलो आहे माझ्या घरात संपूर्ण हिंदू रीती रिवाज पाळले जातात मी इतर धर्मांचाही आदर करतो आणि हिंदू म्हणून मला राममंदिरनिर्माण झाले पाहिजे असे वाटत असले तरी मंदिर बांधणे ही देशाची प्राथमिकता आहे असं वाटत नाही,NOT
तुम्हाला तुमच्या शब्दांची किंमत नसेल तर तुम्ही सेल्फीश आहात किंव्हा घमंडी.......... Good morning!!,0,hate_train,तुम्हाला तुमच्या शब्दांची किंमत नसेल तर तुम्ही सेल्फीश आहात किंव्हा घमंडी,NOT
"@BhatkhalkarA जाऊ द्या साहेब, नॉटि चुतीया ची सवयच आहे हर्बल मारून बोलण्याची. त्यांना मुजरा आणि खुर्च्या उचलू द्या https://t.co/sp9PhFxOhQ",1,hate_train,जाऊ द्या साहेब नॉटि चुतीया ची सवयच आहे हर्बल मारून बोलण्याची त्यांना मुजरा आणि खुर्च्या उचलू द्या,PRFN
अजून एक #प्रेमभंगी झेमण्या ला #NRC चा पूर्ण शब्दप्रयोग सांगा अंधभक्तांनो,1,hate_train,अजून एक प्रेमभंगी झेमण्या ला चा पूर्ण शब्दप्रयोग सांगा अंधभक्तांनो,HATE
या अशा गैरसमजांमुळे समाजात विद्वेष वाढत चालला. असे एकमेकांना शिव्या देऊन प्रश्न सुटणार नाहीत. सगळीकडेच गैरसमज आहेत. खरा शत्रु ओळखणे गरजेचे आहे.त्यांनी आरक्षणाला नावबोटे ठेवून संविधानाला जबाबदार धरणे आणि तुम्ही त्याच्याच जातीच्या लोकांचे सरकार आहे असे म्हणणे अत्यंत चुकीचे आहे.1/2,0,hate_train,या अशा गैरसमजांमुळे समाजात विद्वेष वाढत चालला असे एकमेकांना शिव्या देऊन प्रश्न सुटणार नाहीत सगळीकडेच गैरसमज आहेत खरा शत्रु ओळखणे गरजेचे आहेत्यांनी आरक्षणाला नावबोटे ठेवून संविधानाला जबाबदार धरणे आणि तुम्ही त्याच्याच जातीच्या लोकांचे सरकार आहे असे म्हणणे अत्यंत चुकीचे आहे,NOT
"@Chauhan_222 @Vaibhav47766512 @CMOMaharashtra अबे टकल्या, बिहाऱ्या जा घरी.",1,hate_train,अबे टकल्या बिहाऱ्या जा घरी,HATE
@SarangaRanga @INCMP @RahulGandhi तसं तर ओमर अब्दुल्ला आणि पप्पू सुद्धा जुळे भाऊ वाटतात,0,hate_train,तसं तर ओमर अब्दुल्ला आणि पप्पू सुद्धा जुळे भाऊ वाटतात,NOT
या गांडू ने ब्लॉक केले आहे मला.. चुतिया पळपुटा कुठला,1,hate_train,या गांडू ने ब्लॉक केले आहे मला चुतिया पळपुटा कुठला,PRFN
"@AnaghaAcharya अगदी बरोबर, सत्तेची सूत्रे हातुन गेल्यानंतर बौद्धिक पातळी खुपचं निच पातळीवर गेली आहे. विरोधी पक्षाची महत्वपूर्ण जबाबदारी आणि जनतेचे मन जिंकून ' परत येण्याचे ' सर्व दोर कापण्याची विपरीत बुद्धी.",1,hate_train,अगदी बरोबर सत्तेची सूत्रे हातुन गेल्यानंतर बौद्धिक पातळी खुपचं निच पातळीवर गेली आहे विरोधी पक्षाची महत्वपूर्ण जबाबदारी आणि जनतेचे मन जिंकून परत येण्याचे सर्व दोर कापण्याची विपरीत बुद्धी,OFFN
@dhyanfoundation केळी खातात का गाई??,0,hate_train,केळी खातात का गाई,NOT
"शिवसेनेची निर्मिती काँग्रेसने केलेली असल्याने शिवसेनेचे युपीएमध्ये होणारे विलिनीकरण ही एकप्रकारे शिवसेनेची घरवापसी आहे.कम्युनिस्टांच्या विरोधात काँग्रेसचे नेते वसंतराव नाईकांनी शिवसेनेची निर्मिती केली असल्याने आचार्य अत्रे,पुल देशपांडे, विजय तेंडुलकर हे शिवसेनेला वसंतसेना म्हणत. https://t.co/5e2qrfjScN",0,hate_train,शिवसेनेची निर्मिती काँग्रेसने केलेली असल्याने शिवसेनेचे युपीएमध्ये होणारे विलिनीकरण ही एकप्रकारे शिवसेनेची घरवापसी आहेकम्युनिस्टांच्या विरोधात काँग्रेसचे नेते वसंतराव नाईकांनी शिवसेनेची निर्मिती केली असल्याने आचार्य अत्रेपुल देशपांडे विजय तेंडुलकर हे शिवसेनेला वसंतसेना म्हणत,NOT
"मी : Alexa हिला सांग, घरी यायला उशीर होणार आहे, तु जेवून घे. Alexa १ तासाने : यापुढे स्वतःच बोलत जा तुझ्या बायकोशी 🤬",0,hate_train,मी हिला सांग घरी यायला उशीर होणार आहे तु जेवून घे १ तासाने यापुढे स्वतःच बोलत जा तुझ्या बायकोशी,NOT
तुझी धुलाई बाकी आहे सेक्युलर माकडा,1,hate_train,तुझी धुलाई बाकी आहे सेक्युलर माकडा,OFFN
@sachinr_patil @abpmajhatv अहो दिडशहाणे मग केंद्र सरकारने अशी खोटी माहिती देणाऱ्या किती राज्यांवर काय काय कारवाई केली हे सांगाल काय?,1,hate_train,अहो दिडशहाणे मग केंद्र सरकारने अशी खोटी माहिती देणाऱ्या किती राज्यांवर काय काय कारवाई केली हे सांगाल काय,OFFN
"@ngpnmc फालतू आहे, मी तक्रार केली होती, काहीही केले नाही, आणि 3 दिवसांनी, तक्रार चे निवारण झाले असे सांगून तक्रार बंद केली",0,hate_train,फालतू आहे मी तक्रार केली होती काहीही केले नाही आणि दिवसांनी तक्रार चे निवारण झाले असे सांगून तक्रार बंद केली,NOT
"काँग्रेस तर आता नीच पणाचा कळस गाठला आहे, खुप मोठा कट रचला गेला होता असे दिसत आहे, असे शांत राहून चालणार नाही, असल्या संविधान विरोधी षड्यंत्र विरोधात सर्वांनी काँग्रेस विरोधात आंदोलन केले पाहिजे, सर्वत्र विरोध, निषेध झालंच पाहिजे....!! चला उठुया... मोदी सोबत उभे राह.",0,hate_train,काँग्रेस तर आता नीच पणाचा कळस गाठला आहे खुप मोठा कट रचला गेला होता असे दिसत आहे असे शांत राहून चालणार नाही असल्या संविधान विरोधी षड्यंत्र विरोधात सर्वांनी काँग्रेस विरोधात आंदोलन केले पाहिजे सर्वत्र विरोध निषेध झालंच पाहिजे चला उठुया मोदी सोबत उभे राह,NOT
@SahilVastad घ्या. तो बिनडोक पप्पू काहीतरी बरळला आणि आपण सोनियापुढे शेपूट हलवणाऱ्या बिनडोक श्र्वाना सारखे भूंकायला सूर्वात केली. एके काळी साधा landline फोन मिळवण्यास waiting list असायची किंवा लाच द्यावी लागायची. आपण असले तारे तोडू नये. दुसऱ्याच्या कार्यालयावर दगड फेकण्याचे काम आपण चोख करू..,1,hate_train,घ्या तो बिनडोक पप्पू काहीतरी बरळला आणि आपण सोनियापुढे शेपूट हलवणाऱ्या बिनडोक श्र्वाना सारखे भूंकायला सूर्वात केली एके काळी साधा फोन मिळवण्यास असायची किंवा लाच द्यावी लागायची आपण असले तारे तोडू नये दुसऱ्याच्या कार्यालयावर दगड फेकण्याचे काम आपण चोख करू,OFFN
क्रूरतेचा कळस! पतीची हत्या करून मृतदेहासोबत ठेवले संबंध; मग शरीराचे तुकडे केले अन्... https://t.co/2cDyYnM9qI,0,hate_train,क्रूरतेचा कळस पतीची हत्या करून मृतदेहासोबत ठेवले संबंध मग शरीराचे तुकडे केले अन्,NOT
"मुख्यमंत्री महोदय, आणखी एका शेतकऱ्याची कर्जामुळे आत्महत्या; 2 चिमुकली मुलं वाऱ्यावर!",0,hate_train,मुख्यमंत्री महोदय आणखी एका शेतकऱ्याची कर्जामुळे आत्महत्या चिमुकली मुलं वाऱ्यावर,NOT
@abpmajhatv या खांग्रेसी चोरांचें दुःख जनता चांगल्या प्रकारे ओळखून आहे,1,hate_train,या खांग्रेसी चोरांचें दुःख जनता चांगल्या प्रकारे ओळखून आहे,HATE
सरकारला अक्कल आहे की नाही शिवाजी महाराजांच्या पुण्यतिथीला ह्यांच्या बापाने ढोल वाजवले होते का,1,hate_train,सरकारला अक्कल आहे की नाही शिवाजी महाराजांच्या पुण्यतिथीला ह्यांच्या बापाने ढोल वाजवले होते का,HATE
@abpmajhatv एक दिवसाची सार्वजनिक सुट्टी जाहीर करा मग... पांचट कुठले.... झाका डोळे अन वाका नीट,1,hate_train,एक दिवसाची सार्वजनिक सुट्टी जाहीर करा मग पांचट कुठले झाका डोळे अन वाका नीट,HATE
"@fadnavis_amruta वहीनी किती नीच असतात ना लोक, मागे अमीर खान ची बायको बोलली होती मला भारतात सुरक्षीत वाटत नाही तेव्हा तुमच्या ह्यांच्या कार्यकर्त्यांनी त्यांना देशद्रोही बोलल होतं तुम्हाला राय बोलाव आम्ही? तुम्ही बिहार ला जाना Please, live concert खुप होतात तिकडे, अगदी लग्नात सुध्दा.",1,hate_train,वहीनी किती नीच असतात ना लोक मागे अमीर खान ची बायको बोलली होती मला भारतात सुरक्षीत वाटत नाही तेव्हा तुमच्या ह्यांच्या कार्यकर्त्यांनी त्यांना देशद्रोही बोलल होतं तुम्हाला राय बोलाव आम्ही तुम्ही बिहार ला जाना खुप होतात तिकडे अगदी लग्नात सुध्दा,HATE
@DrVijayPatil10 @faijalkhantroll भोसदीच्या इथ लोक कोरोनामुळ त्रासल्यात आन तुला मुद्दा सोडून जिहाद धर्म जाती सुचत्यात भेंचोत्,1,hate_train,भोसदीच्या इथ लोक कोरोनामुळ त्रासल्यात आन तुला मुद्दा सोडून जिहाद धर्म जाती सुचत्यात भेंचोत्,PRFN
वाढदिवसाच्या मोरपंखी शुभेच्छा 💐💐🎂🎂🎂🌌🌌🌌🌌🌌🌌🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂,0,hate_train,वाढदिवसाच्या मोरपंखी शुभेच्छा,NOT
@LoksattaLive @OfficeofUT @ShivSena पांचट कोट्या बायकी टोमणे बस एवढंच जमतं बेस्ट सीएमला,1,hate_train,पांचट कोट्या बायकी टोमणे बस एवढंच जमतं बेस्ट सीएमला,OFFN
महाराष्ट्राच्या सर्वांगीण विकासासाठी ऊपलब्ध असणारा सक्षम पर्याय #महाराष्ट्र_नवनिर्माण_सेना निशाणी : रेल्वे इंजिन @mnsadhikrut @mnsreport9 https://t.co/igBV5IYfBy,0,hate_train,महाराष्ट्राच्या सर्वांगीण विकासासाठी ऊपलब्ध असणारा सक्षम पर्याय महाराष्ट्रनवनिर्माणसेना निशाणी रेल्वे इंजिन,NOT
@BharatP44 @patilji_speaks आणि पेशव्यांचे सैन्य भाडोत्री म्हणतोयस? त्या पेशव्यांच्या नेतृत्वाखाली लढणाऱ्या मराठा सैन्यात कैक जातीचे सैनिक होते . इथं जी 500 गद्दारांची अगरबत्ती लावतोयस ना पेशव्यांच्या नेतृत्वाखाली लढणाऱ्या मराठा सैन्यात 1200 च्या आसपास देशभक्त महार जातीचे सैनिक होते,0,hate_train,आणि पेशव्यांचे सैन्य भाडोत्री म्हणतोयस त्या पेशव्यांच्या नेतृत्वाखाली लढणाऱ्या मराठा सैन्यात कैक जातीचे सैनिक होते इथं जी गद्दारांची अगरबत्ती लावतोयस ना पेशव्यांच्या नेतृत्वाखाली लढणाऱ्या मराठा सैन्यात च्या आसपास देशभक्त महार जातीचे सैनिक होते,NOT
"@hemant_mahakal ओह,,, मग हुशार आहेत मुलं,,,, हा video बालकल्याण विभागपर्यंत जायला हवा मग,,,",0,hate_train,ओह मग हुशार आहेत मुलं हा बालकल्याण विभागपर्यंत जायला हवा मग,NOT
@Misquote9 मी ढंपर मधी बसुन आलो आसतो वरुन त्याचीच गायछाप खाल्ली आसती 😆😆😆😆😆,0,hate_train,मी ढंपर मधी बसुन आलो आसतो वरुन त्याचीच गायछाप खाल्ली आसती,NOT
पण ह्या कुत्र्याचा आणि मराठी साहित्य संमेलनाचा काय संबंध? का त्याला आमंत्रित केल?,1,hate_train,पण ह्या कुत्र्याचा आणि मराठी साहित्य संमेलनाचा काय संबंध का त्याला आमंत्रित केल,OFFN
@Anand_Dasa88 विरोधी पक्षाचे सदस्य जनतेच्या प्रश्नावर पोटतीडकीने बोलण्याचा प्रयत्न करत असताना त्यांना संधी नाकारावी लागते आणि आठवले बाष्कळ विनोदबाजी आणि पुचाट कवीता करतात त्यांना मात्र सभाग्रुहात त्यांची कला सादर करण्याची संधी नाईलाजास्तव द्यावी लागते ह्यामुळेच कदाचित रडू आलं असेल...,0,hate_train,विरोधी पक्षाचे सदस्य जनतेच्या प्रश्नावर पोटतीडकीने बोलण्याचा प्रयत्न करत असताना त्यांना संधी नाकारावी लागते आणि आठवले बाष्कळ विनोदबाजी आणि पुचाट कवीता करतात त्यांना मात्र सभाग्रुहात त्यांची कला सादर करण्याची संधी नाईलाजास्तव द्यावी लागते ह्यामुळेच कदाचित रडू आलं असेल,NOT
सूर्यवंशी या चित्रपटाने १०० कोटी रुपयांचा व्यवसाय केला आहे. कोरोनाच्या दुसऱ्या लॉकडाऊननंतर या चित्रपटाने असे मोठे यश मिळविल्यामुळे बाॅलीवूडमध्ये आनंद व्यक्त केला जात आहे.,0,hate_train,सूर्यवंशी या चित्रपटाने १०० कोटी रुपयांचा व्यवसाय केला आहे कोरोनाच्या दुसऱ्या लॉकडाऊननंतर या चित्रपटाने असे मोठे यश मिळविल्यामुळे बाॅलीवूडमध्ये आनंद व्यक्त केला जात आहे,NOT
"VIDEO : ""मुंबईची केळी खूप मोठी मोठी..."", एक्सपर्टचं बोलणं ऐकून LIVE शोमध्ये हसू लागली पाकिस्तानी अँकर; म्हणाली, ""तुम्ही तुमचं...'' https://t.co/OS7x5kGLza",0,hate_train,मुंबईची केळी खूप मोठी मोठी एक्सपर्टचं बोलणं ऐकून शोमध्ये हसू लागली पाकिस्तानी अँकर म्हणाली तुम्ही तुमचं,NOT
"या थोतांड माणसांनी अगोदर शिवाजी महाराजांची तुलना त्या राफेल चोर अंबानी च्या दलाल मोदी शी केली.
महाराजांच्या पायाची धूळीची सुध्दा बरोबरी करू शकत नाही.
आणि आज हे असले धंदे.
बेअक्कल उपटसूंभे कुठून येतात हे चड्डीवाले.",1,hate_train,या थोतांड माणसांनी अगोदर शिवाजी महाराजांची तुलना त्या राफेल चोर अंबानी च्या दलाल मोदी शी केली महाराजांच्या पायाची धूळीची सुध्दा बरोबरी करू शकत नाही आणि आज हे असले धंदे बेअक्कल उपटसूंभे कुठून येतात हे चड्डीवाले,HATE
"ओमिक्रोन प्रत्येक व्यक्तीला एकदा संक्रमित करेल का, यावर WHO उत्तर! https://t.co/zso5qeerGL",0,hate_train,ओमिक्रोन प्रत्येक व्यक्तीला एकदा संक्रमित करेल का यावर उत्तर,NOT
भक्तांचा निच propaganda उखडून काढत त्यांच्या सणसणीत थोबाडीत मारण्याचं काम @AltNews नेमाने करत असतं.. More power to you ✊✊,1,hate_train,भक्तांचा निच उखडून काढत त्यांच्या सणसणीत थोबाडीत मारण्याचं काम नेमाने करत असतं,HATE
"गांजा ओढून किंवा तोंडात घेऊन (गांजा), लिहीलं की असं होतं. एक पूरूष एका महीलेला अश्लील भाषेत शिव्या देतो, ती महीला त्यावर विशेष प्रतिक्रीया द्यायला नकार देते - तो वाद कसा होतो?",1,hate_train,गांजा ओढून किंवा तोंडात घेऊन गांजा लिहीलं की असं होतं एक पूरूष एका महीलेला अश्लील भाषेत शिव्या देतो ती महीला त्यावर विशेष प्रतिक्रीया द्यायला नकार देते तो वाद कसा होतो,OFFN
@TV9Marathi हा माठ्या मोठ्या मोठ्या बाता करतो आणि जनतेस लाथा मारतो,1,hate_train,हा माठ्या मोठ्या मोठ्या बाता करतो आणि जनतेस लाथा मारतो,OFFN
@veer1836 @HarshDeshpandey तुझी जळाली हे सांगतोय एडझव्या सारख काय करतोय चुतीया😂,1,hate_train,तुझी जळाली हे सांगतोय एडझव्या सारख काय करतोय चुतीया,PRFN
तोतऱ्या तडीपार पुण्यात आला भूमिपूजन केलं पुतळ्याच अनावरन केलं नंतर तोतरा कुत्र्या सारखा भुंकायला लागला...🐶 त्याला फक्त महाराष्ट्र सरकार शिवाय कहीच सुचतं नव्हते जनू पुण्यातील ताडीवाल्या रोडला जाउन दोन गल्लास ताडी पिउन भुंकला वाटतं....😬 परंतु झाटु ने निषेध सुध्दा केला नाही..😡,1,hate_train,तोतऱ्या तडीपार पुण्यात आला भूमिपूजन केलं पुतळ्याच अनावरन केलं नंतर तोतरा कुत्र्या सारखा भुंकायला लागला त्याला फक्त महाराष्ट्र सरकार शिवाय कहीच सुचतं नव्हते जनू पुण्यातील ताडीवाल्या रोडला जाउन दोन गल्लास ताडी पिउन भुंकला वाटतं परंतु झाटु ने निषेध सुध्दा केला नाही,PRFN
श्रीमंत किसान यांना करदाते करावे एका मर्यादेपर्यंत शेती उत्पन्न हे करमुक्त असावे क्रिमी लेअर सारखे बंधन असावे म्हणजे दहा एकर मधे शंभर कोटी वांगी गच्चीवर कुंड्यांमध्ये करोडोंची कोबी ह्या लबाड्या बंद होतील... 🚩🙏🚩🙏🚩🙏🚩🙏🚩🙏🚩,0,hate_train,श्रीमंत किसान यांना करदाते करावे एका मर्यादेपर्यंत शेती उत्पन्न हे करमुक्त असावे क्रिमी लेअर सारखे बंधन असावे म्हणजे दहा एकर मधे शंभर कोटी वांगी गच्चीवर कुंड्यांमध्ये करोडोंची कोबी ह्या लबाड्या बंद होतील,NOT
झाटभर पगार वाढवून इतेहसिक पगार म्हणता काय मादरचोद पत्रकारांनो तो कर्मचारी मरणाच्या दरी आहे तुम्ही त्याची मस्करी करता का पत्रकारिता म्हणजे सरकारची रखेल झाली @abpmajhatv @TV9Marathi @lokmat,1,hate_train,झाटभर पगार वाढवून इतेहसिक पगार म्हणता काय मादरचोद पत्रकारांनो तो कर्मचारी मरणाच्या दरी आहे तुम्ही त्याची मस्करी करता का पत्रकारिता म्हणजे सरकारची रखेल झाली,PRFN
@TV9Marathi भिकार चोट पत्रकार लवड्या लायकीत राहेच तुझ्या आईचा बायकोचा बहिणीचा टाकणारे मादरचोद 2 रुपया वर विकणारी भिखार आवलाद म्हणजे tv 9 वाले पत्रकार नंतर आजून सांगतो हिशोबात राहेच घरात घुसून आय बहीण झवन 😠😠,1,hate_train,भिकार चोट पत्रकार लवड्या लायकीत राहेच तुझ्या आईचा बायकोचा बहिणीचा टाकणारे मादरचोद रुपया वर विकणारी भिखार आवलाद म्हणजे वाले पत्रकार नंतर आजून सांगतो हिशोबात राहेच घरात घुसून आय बहीण झवन,PRFN
