GENERIC CATEGORIES,CATEGORY,SUB-CATEGORY,PRODUCT,BRAND,ASPECTS,ASPECT COMBO,LABEL,INDIC REVIEW
Entertainment,Apps,Social Media,Media sharing and bookmarking networks,Scoop it,"share photos, videos, moments; discover recipes, home ideas, style inspiration and other ideas to try",style inspiration and other ideas to try,Positive,"एक मार्केटर, बिज़नेस, ब्लॉगर के रूप में, स्कूप पर आपके पास नए कंटेंट आइडियाज को खोजने, संबंध बनाने, बैकलिंक्स प्राप्त करने, कंटेंट को प्रमोट करने, और काफी कुछ प्रदान करने के लिए बहुत कुछ है।"
Education,Books,Children's book,Bed-time stories,Mr. Happy,"fantasy, mythological, fairy tales, simple language, Content (Difference of opinion on the content)",Simple Language,Positive,"पुस्तक के बारे में बात यह है कि यह हल्की, मज़ेदार, सरल भाषा के कारण समझने में आसान है और बच्चों के लिए बहुत अच्छी है।"
Hobbies,Photography,Camera accessories,Lens cap,Mostos,"durability, dust and scratch resistent",Durability,Negative,"निर्माण की क्वालिटी बुरी है क्योंकि कुछ पीस में छेद हैं, यह लंबे समय तक चलने वाला नहीं है।"
Transportation,Surface,Roadways,Bus,ST Shivneri,"Connectivity, hassle free online booking, sleeper/semi sleeper, ac/non ac",Connectivity Hassle free online booking,Positive,"""महाराष्ट्र राज्य के लगभग सभी जिला मुख्यालयों से अच्छी तरह से कनेक्टेड है। आप आसपास के राज्यों के कुछ प्रमुख शहरों में भी जा सकते हैं। """
Pets,Dogs,Grooming,Deodorizers,Captain Zack,"ayurvedic, scent, fresh, vet recommended","nourishing, controls odour, alcohol free",Positive,यह नरिशिंग है और तुरंत ओडोर को नियंत्रित करने में मदद करता है। यह त्वचा की जलन को रोकने के लिए वास्तव में जेंटल और अल्कोहॉल-फ्री है।
Home,Appliances,Air-condition,Split AC,Lloyd,"PM 2.5 filter, dust filter, air purification filter, capacity, coil material, wifi",Wifi,Negative,"एसी अब वॉयस कमांड की सुविधा दे रहा है। लेकिन वाईफ़ाई कनेक्टिविटी बहुत स्लो है, इसलिए ज्यादातर समय वॉयस कमांड ठीक से काम नहीं करेगी।"
Hobbies,Photography,Camera accessories,Lens cap,Shopee,"durability, dust and scratch resistent",Scratch Resistant,Positive,कैप स्क्रैच रेसिस्टेंट है क्योंकि इसमें एक कोटिंग है और लेंस को भी स्क्रैच से बचाती है।
Pets,Dogs,Grooming,Grooming clippers,AYSIS,"stainless steel, sharpness, rubber coated handles, safety guard, comes with filer","sharpness, durable, low sound and vibration",Positive,यह शार्प और ड्यूरेबल है। मोटर कम आवाज और वाइब्रेशन पैदा करती है।
Hobbies,Photography,Camera,Film Cameras,Kodak,"vintage, shutter priority, availability of replacement batteries, Black and white or colour, roll film, exposure, weight, SLR, cost, manual control",film and quality,Positive,एक स्लीक डिजाइन के साथ 35mm फिल्म कैमरा ने मुझे नोस्टैल्जिक बना दिया और मुझे तस्वीर लेने के पुराने तरीके तक ले गया। कैमरे और तस्वीर की ओवरऑल क्वालिटी काफी अच्छी है।
Entertainment,Movies,Genres,Romantic,Bajirao Mastani,"love story, performance, chemistry, emotional, heart touching storyline, plot twists","Performances, lovestory, chemistry",Positive,"मेरी बात मानिए, इस फिल्म में सौंदर्य, महानता और आकर्षण सब कुछ है, भंसाली स्टाइल में!लेकिन फिल्म न सिर्फ देखने में खूबसूरत है, बल्कि गहराई और जज्बे से भरपूर है...बात चाहे कहानी की हो, स्क्रीनप्ले की हो, निर्देशन की हो या परफॉरमेंस या केमिस्ट्री की हो..तो, बस एक ब्रेक लें, पास के मल्टीप्लेक्स में जाएं, अपनी सीट पर आराम से बैठें और अब तक के सबसे अच्छे पीरियड-रोमांस ड्रामा में से एक को देखने के लिए तैयार हो जाएं!!"
Home,Appliances,Air-condition,Central AC,Onida,"combined evaporator, condenser, and compressor, capacity, coil material, wifi",Wifi,Positive,ओनिडा सेंट्रल एसी में वाई-फाई कम्पेटिबिलिटी के साथ सबसे अच्छा वॉयस कमांड ऑप्शंस हैं।
Fashion,Beauty,Fragrance,Eye concealer,SUGAR Cosmetics Magic Wand Waterproof Concealer,"dark circle treatment, even tone",,Negative,"यह कंसीलर बहुत लाइट है। इसलिए, यह मेरे डार्क सर्कल्स या पफ्फिनेस्स को छिपाने के लिए सही तरह से काम नहीं करेगा।"
Health/Wellness,Food,Eats/Beverages,Bars,Chowringhee Bar,"Availability of various brands, ambience, parking area, seating, reservations, musical performance, food served, parking facility, variety, price, service","Ambience, service, variety",Positive,"माहौल और सेवा अच्छी है और स्टाफ जैसे बारटेंडर बहुत बढियाँ है। इसके अलावा, अच्छी तरह से डिजाइन किए गए कोलकाता रेंज कॉकटेल और चुनने के लिए कॉकटेल की विविधता काफी इम्प्रेसिव है।"
Pets,Dogs,Supplies,Leashes,The Pawpstar Co,"basic/double/training, padded, length,",not washable,Negative,यह वॉशेबल नहीं है।
Home,Appliances,Home theater,Soundbars,Noise,"Bluetooth/wireless, HDMI, audio output mode, integrated control, EQ mode",EQ mode,Negative,"ईक्यू आपको डिसाइड करने देता है कि आप जिस म्यूजिक को सुन रहे हैं, उसकी साउंड कैसी होनी चाहिए। लेकिन नॉइस के नए साउंडबार में यह सुविधा नहीं है, इसलिए सब कुछ हाई बेस के साथ चलता है।"
Health/Wellness,Living,Stay/ Experience,Hotels/ Lodges,Innra The Guest House,"Single/double bed, safety, restaurant attached, TV, AC/Non AC, cleanliness, attached bathroom and toilet, ambience, location, wifi, parking, laundry service, price/billing","Parking, attached bathroom and toilet",Negative,"परिसर के अंदर कोई पार्किंग उपलब्ध नहीं है। कभी-कभी ग्राहक तथाकथित सुपर डीलक्स कमरों में भी एसी और शौचालय, एप्लायंसेज़ के ठीक से काम न काम करने के साथ-साथ कर्मचारियों के बुरे और अनप्रोफेशनल व्यवहार के बारे में शिकायत करते हैं।"
SPORTS/GAMES,Equipment,badminton,rackets,Cosco,"carbon frame, flexible shaft, even balance, hitting power, light-weight, durable, robust, grip, price",Durable & Flexibility,Positive,यह बहुत टिकाऊ प्रोडक्ट है।
Hobbies,Cycling,Bicycles,mountain bikes,Intense,"suspension, gears, warranty, ergofit, frame, mudguards, cost, lightwieght, parts availibility",parts availibility,Positive,इंटेंस वेबसाइट से सीधे रिप्लेसमेंट पार्ट्स प्राप्त करें
Pets,Dogs,Supplies,Collars,Agirav,"leather/nylon, half chain half choker, design, waterproof, adjustable, metal buckle","Nylon, Durable,Safe, Buckle",Positive,यह नायलॉन से बना है और टिकाऊ है। यह कॉलर अपने रिफ्लेक्टर की वजह से रात में आपके कुत्ते को बचाता है। आसानी से ऑन और ऑफ़ होने के लिए इसमें प्लास्टिक बकल लगा है।
Entertainment,Movies,Genres,Horror/Thriller,Us,"intriguing, spooky rhythm, camera angles, haunting, terrific story-telling, unpredictable climax, dark effect, eerie-filled, spine-chilling","Dark effect, haunting",Positive,"डरावने माहौल , कॉन्सेप्ट में ओरिजिनैलिटी, मनोवैज्ञानिक पीड़ा + ट्विस्ट, पुरानी दुनिया के सस्पेंस-बिल्डिंग, और इतिहास में सर्वश्रेष्ठ स्कोरिंग या आधुनिक इतिहास में से एक के साथ अमेरिका के अतीत पर आइडेंटिटी हॉन्टिंग और डार्क रिफ्लेक्शन का एक मास्टरपीस।"
Food,Grocery,Biscuits and Cookies,cream biscuit and wafers,Cadbury Oreo Chocalatey Sandwich biscuits(Vanilla creme),"flavours, quantity, taste, nutrition","delicious, taste",Positive,"ओरियो सैंडविच बिस्किट में क्रीम की फीलिंग काफी समृद्ध और स्वादिष्ट है। 'ट्विस्ट, लिक और डंक' फॉर्मूला कुकीज को और भी मज़ेदार बना रहा है।"
Home,Appliances,Home theater,Home theater systems,Sonodyne,"Bluetooth, USB &HDMI, Dolby, voice control, speaker connectivity, power output",Power output,Positive,लंबे विचार-विमर्श के बाद इसे खरीदा। सोनोडायने होम थिएटर सिस्टम 5.1 चैनलों के 125 वॉट स्पीकर के साथ आता है। यह साउंड और अल्ट्रा बेस को मैक्सिमम बूस्ट देता है।
Entertainment,Apps,Social Media,Social networking,MeWe,"find friends, share photos and moments, free messaging, daily status, video calling",share photos and moments,Negative,"अक्सर जब एक इंडिविजुअल टाइमलाइन पर शेयर की गई इमेजेज/इवेंट्स को देखते और उनपर प्रतिक्रिया देते हैं, तो प्रोसेस आपको अगली टाइमलाइन पर ले जाने के बजाय टाइमलाइन की शुरुआत में वापस ले जाता है। फिर आपको यह देखने के लिए कि आप कहाँ चले गए हैं, और वापस आने के लिए फिर से स्क्रॉल करना होगा। कोई भी यह नहीं करने वाला।"
Entertainment,Apps,Entertainment,Content creation apps,Creator studio,"illustrations, ad-making, participate in challenges, trending, instant shoot and post, advanced editing, viral dialogues",Viral dialogues,Positive,"इस ऐप में एक रोबस्ट वीडियो लाइब्रेरी है जो मुझे टेलर-मेड कंटेंट के लिए वीडियो टाइटल्स और डिस्क्रिप्शन एडिट करने में मदद करता है। मैं सिर्फ हैरान हूं। """
Hobbies,Photography,Camera accessories,Batteries and chargers,Duracell 223 Ultra Lithium Photo Camera Battery,"capacity, rechargeable, smart IC, BIS certified, safe, battery life","BIS certified, safe",Positive,यह बीआईएस प्रमाणित है और सुरक्षित होने का दावा करती है।
SPORTS/GAMES,Equipment,badminton,shuttlecock,Victor NS 3000 Nylon Shuttlecock,"durable, feather/plastic skirt,user comfort at impact, control, foam tip/cork, price",Soft plastic skirt,Positive,"कई लोगों ने इस बात का जिक्र किया है कि उन्हें इस शटल की स्कर्ट पसंद आई। तो, मैंने पिछले हफ्ते एक खरीदा और पता चला कि इसमें सॉफ्ट प्लास्टिक स्कर्ट है और बहुत बेहतर दिखता है।"
Hobbies,Photography,Camera accessories,Flash accessories,Supernic,"diffuser, modifier, battery, material",Diffuser,Positive,"यह एक ज़्यादा सॉफ्ट, बैलेंस्ड और नेचुरल इफ़ेक्ट के लिए एक व्यापक क्षेत्र में प्रकाश फैलाता है और तस्वीर खराब करने वाली रेड आई इफ़ेक्ट को भी कम करता है। <strong></strong>"
Office,Furniture,Seating,Ergotouch chairs,Amazon- Solimo,"lumbar support, cushioning, durability, cost, revolving, net and metal Add: back rest recline, squeaky sounds, looks, ","revolving, metal, looks, backrest, recliner",Positive,"""यह बहुत हल्की है, स्मूद रिवॉल्वर और पहियों के साथ; मेटल सुपर क्वालिटी का है और इसमें एलीट मैट जैसा फिनिश है। बैक-रेस्ट कम्फर्टेबल है और एक लॉक करने योग्य रिक्लाइनर के साथ आता है जो इसे आरामदेह के साथ बहुत सुरक्षित भी बनाता है। """
Hobbies,Photography,Camera accessories,Tripod,Hiffin,"light weight, adjustable height, multi level locking and steady rubberized legs, multipurpose head, cellphone holder, level indicator","multi level locking, adjustable height",Negative,"इसमें मल्टी लॉकिंग नहीं है, और यह बस 4 एडजस्टेबल हाइट तक ही सपोर्ट करता है।"
Health/Wellness,Living,Stay/ Experience,Resorts,Sagar Raj Resort (Purulia),"Swimming pool, fitness center, parking, wifi, bar, laundry service, games, air conditioning, banquet/dining hall, various cuisines, family friendly","Various cuicines, banquet",Negative,रूम सर्विस के साथ-साथ रेस्टोरेंट में सर्विस बहुत खराब है और बैंक्वेट/रेस्तरां के कर्मचारी काफी लापरवाह हैं। नाश्ते के विकल्प में कोई ऑप्शंस नहीं है; लंच में भी चुनने के लिए अच्छी किस्म के व्यंजन उपलब्ध नहीं है।
Home,Appliances,Air-condition,Inverter AC,Lloyd,"AI Dual Inverter, AI Convertible 6-in-1 cooling, HD Filter with Anti-Virus Protection, auto clean, capacity, coil material, wifi",Wifi,Negative,इस एसी में अभी वॉयस कमांड की सुविधा नहीं है। यह वास्तव में आश्चर्य की बात है कि प्रोडक्ट अभी तक वाईफ़ाई सपोर्ट नहीं देता है।
Office,Supplies,Writing,Pen and pencil,Cello,"fountain/ink pens, gel, ballpoint, extra dark pencils, colour pencils, smooth sharpening, lasts longer","Ink flow, darkness",Negative,"""इंक शुरुआत में फीकी दिखती है और कुछ दिनों के इस्तेमाल  के बाद ही डार्क हो जाती है; इंक का फ्लो कंसिस्टेंट नहीं है, इसलिए कुछ लिखने से पहले आपको इसे थोड़ा घसीटना पड़ता है। इंक कभी-कभी थोड़ी लाइट होती है, इसलिए बहुत दबाव डालना पड़ता है। "" """
Pets,Dogs,Food,Wet food,Purina Moist & Meaty,"balanced, nutritious, yummy, strong bones and teeth, immunity booster, heathier and shiner coat, strong muscles","Complete & Balanced Nutrition, moist & meaty soft dog food, support muscle strength.",Positive,कुत्ता एक अजीब रिचुअल के साथ मॉइस्ट और मीटी (Meaty) चीज़बर्गर फ्लेवर का आनंद लेता है जिसमें लिप-स्मैकिंग नॉइस और फ़ूड गार्डिंग मनोवर्स शामिल हैं। यह स्वास्थ्य और ऊर्जा के स्तर में सुधार करता है। यह अच्छा न्यूट्रिशन और सही मेटाबॉलिज़्म प्रदान करता है। टूथलेस कुत्तों के लिए अच्छा है क्योंकि इसे चबाना आसान है।
Education,Books,Children's book,Painting,365 Colouring Book for Kids - Painting and Drawing Book with 368 Big Pictures,"figure drwaing, colouring book, adorable designs, bold thick outlines, Cost/Price, Quality","Thick bold lines, colouring book",Positive,ड्रॉइंग्स अच्छी और बड़ी यानी A4 साइज़ की हैं। ड्रॉइंग्स में मोटी बोल्ड लाइनें हैं जो हर पिक्चर को हाइलाइट करती हैं। मेरे 5 साल के बच्चे के लिए बेस्ट कलरिंग बुक।
Home,Appliances,Fan,Ceiling fan,Superfan,"style, shape, colour, dust resistant, no of blade, sweep size, smart fan, Noise",Colors,Negative,ऑप्टिमम एयर डिलीवरी के मामले में काफी पॉवरफुल है। लेकिन रंग इतने बोरिंग हैं कि वे फैक्ट्री पार्ट्स की तरह दिखते हैं।
Home,Appliances,Air cooler,Window air coolers,Usha,"saves floor space, suitable for kid's room/hostel room, cool tank capacity, controller type, Noise Levels, Design, Takes more space",Design,Positive,उषा द्वारा विंडो एयर कूलर का डिज़ाइन स्मूद एज और कूल कलर्स के साथ दिखने में अच्छा है। यह किसी भी इंटीरियर कलर से मैच करता है।
Pets,Dogs,Grooming,Grooming clippers,T-VITEK,"stainless steel, sharpness, rubber coated handles, safety guard, comes with filer","heats up,",Negative,मशीन गर्म हो जाती है।
Pets,Dogs,Supplies,Dog apparels,Lulala,"dress/shirt, soft breathable material, half sleeves/sleeveless, pet comfortable raincoat with detachable hood","cotton t-shirt, loose round neck, comfortable",Positive,"कॉटन टी-शर्ट लूज़ राउंड नेक डिजाइन को अडॉप्ट करती है, जिससे इसे पहनाना और उतारना आसान हो जाता है, और यह पालतू जानवरों की मूवमेंट को बाधित नहीं करेगा, जिससे उन्हें आसानी से चलने, कूदने, रोल करने की अनुमति मिल जाती है।"
Pets,Dogs,Grooming,Shampoo,Meat Up,"normal/dry, liquid/spray, scent, natural ingredients, tick and flea repellent","Flea repellent, Scent",Positive,"यह कोट को अच्छी तरह से साफ करता है और मुलायम बनाता है!यह इसमें मौजूद किसी भी फ़्ली या बैक्टीरिया को भी खत्म करता है। इसके अलावा, यह एक बढ़िया खुशबू छोड़ता है!"
Pets,Dogs,Grooming,Dog brush,The Pets Company,"hair shredding, self cleaning, pet skin friendly, comfortable","loose hair, dirt, healthy shiny coat, hair shedding, sizes and hair types",Positive,ब्रिसल वाली ब्रश की साइड ढीले बालों या गंदगी को हटाने में मदद करती है और पिन ब्रश साइड एक स्वस्थ चमकदार कोट देने के लिए फिनिशिंग और कंघी करने में मदद करती है। यह हेयर शेडिंग को भी कंट्रोल करती है। सभी साइज और बालों के प्रकार के कुत्तों के लिए बहुत अच्छे से काम करती है।
Health/Wellness,Personal Care,body,body wash,Arata Cleansing Body Wash,"hydrated and glowing sskin, 100% soap free, dermatologically tested, pure glycerin, natural oils","natural ingredients, cruelty-free",Positive,सभी इंग्रेडिएंट्स का ईमानदार प्रकटीकरण
Vehicles,Automotives,Bikes,Commuter,Hero,"popular, young generation, fuel efficiency,","Fuel efficiency, Good mileage, Domestic Indian industrial strength, similar engine as previous model and weak chassis",Negative,"मॉडल हीरो स्प्लेंडर के लिए, कई खरीदारों को इंजन हीरो होंडा स्प्लेंडर के पुराने मॉडल जैसा ही लगा। इसकी चेसिस का स्ट्रक्चर कमजोर होने की भी शिकायतें थीं।"
Baby Products,Baby,Clothing,Dress,UCB,"cotton/synthetic, colourful, wash care, sleeves/sleeveless","cotton, colors, sleeveless, sleeves",Negative,फिटिंग थोड़ी सही नहीं है और मैंने स्लीवलेस का ऑडर दिया था लेकिन ये लोग बार-बार स्लीव्स वाली ड्रेस भेज रहे हैं। बहुत ही बुरा अनुभव रहा!!!
Health/Wellness,Living,Stay/ Experience,Homestay,Golden Sunview Homestay (Mirik),"Friendly hosts, homely food, ambience, calm and serene, location, safety, TV, AC/non AC, wifi, parking, affordable rates","Ambience, location, affordable rates",Positive,माउंट कंचनजंघा और मिरिक झील के कॉमन बालकनी से और अधिकांश कमरों से भी शानदारव्यू के साथ एक अच्छी लोकेशन पर होमस्टे। खाना भी किफ़ायती दरों पर अच्छा है।
Hobbies,Photography,Camera accessories,Lens cap,Shomex,"durability, dust and scratch resistent",Dust,Negative,कैप लेंस पर आसानी से फिट नहीं बैठती है और इसलिए इसे धूल से नहीं बचाती है।
Health/Wellness,Food,Eats/Beverages,Bars,Someplace Else,"Availability of various brands, ambience, parking area, seating, reservations, musical performance, food served, parking facility, variety, price, service","Seating, food served",Negative,बहुत लिमिटेड सीटों के साथ जगह ज़्यादा बड़ी नहीं है। खाने-पीने और अल्कोहल दोनों की कीमत काफी ज्यादा है।
Entertainment,Movies,Genres,Romantic,Sairat,"love story, performance, chemistry, emotional, heart touching storyline, plot twists",Storyline,Negative,बस एक बकवास फिल्म। कहानी एक फिल्म बनाने के लिए जल्दी में बनाया गया प्लॉट लग रहा है।
Health/Wellness,Food,Eats/Beverages,Bars,The GRID,"Availability of various brands, ambience, parking area, seating, reservations, musical performance, food served, parking facility, variety, price, service","Ambience, food offered, parking facility",Positive,चुनने के लिए एक शानदार मेनू के साथ वातावरण एकदम ज़बरदस्त है। बीयर जबरदस्त है और वेलेट पार्किंग की सुविधा भी मिल गई है
Entertainment,Movies,Genres,Biopics,Tanhaji,"inspiring, motivational, real story, natural acting, casting, performance, remarkable, historically acurate",Real story,Positive,एक ऐसी कहानी जो दुनिया तक पहुंचनी चाहिए! मराठों की ताकत
Fashion,Beauty,Fragrance,Deodorants for men,Old Spice Wolfthorn No Gas Deodorant Body Spray Perfume for Men,"no gas deo, odour control, long lasting, fresh and active","Long lasting, quality",Negative,इसके पिछले वर्जन की तुलना में क्वालिटी थोड़ी खराब है। जैसा कि ऐड में दिखाया जाता है डियो उतने लंबे समय तक नहीं टिकता है और अक्सर यह 6 घंटे से कम ही टिकता है।
Entertainment,Apps,Social Media,Discussion forums,Quora.com,"listen in, share your thoughts, host discussions, debate on political, social, current affairs and other matters of interest","share your thoughts, host discussions",Positive,यह प्लेटफार्म डिसकशन के लिए बहुत ओपन है और मुझे लगता है कि इसमें विभिन्न पृष्ठभूमि के लोगों की एक विस्तृत श्रृंखला के साथ डिसकशन के विषयों की एक दिलचस्प श्रृंखला है। ज्ञान और विचारों को शेयर करने औ रफटाफ उत्तर प्राप्त करने के लिए एक बेहतरीन जगह।
Hobbies,Music,Audio Output,headphones,Airpods 3rd generation,"on-ear, in-ear, wired, bluetooth, earbuds, noise-cancelling, bass, fast charging, battery, with or without mic, water-resistant.",water resistant,Positive,स्वेट और वॉटर रेसिस्टेंट।
Hobbies,Photography,Camera accessories,Tripod,Syvo WT 3131,"light weight, adjustable height, multi level locking and steady rubberized legs, multipurpose head, cellphone holder, level indicator",cellphone holder,Negative,सेल फोन के लिए रेकमेंडेड नहीं है क्योंकि होल्डर अच्छा नहीं है और फोन को नुकसान पहुंचने की संभावना है।
Education,Books,Audiobooks,Duet narration,Audible,"voice, acting, modulation, pitch, sound quality, SYNCHRONIZATION, Synchronization(offline availibility)",Sound quality,Negative,ऑडिबल को अपनी साउंड क्वालिटी को बेहतर बनाने की आवश्यकता है। खराब साउंड क्वालिटी के कारण हम कहानी से बहुत बार डिस्कनेक्ट हो जाते हैं।
Entertainment,Apps,Entertainment,Podcasts,Google Podcasts,"free-trial, offline access, recommendation based on interests, popular and trending shows in comedy, news, sports and more",Recommendations based on interests,Positive,"गूगल पॉडकास्ट के साथ, आप अपने पसंदीदा शो के नवीनतम एपिसोड चला सकते हैं, केवल आपके लिए पॉडकास्ट की रेकमेंडेशन देख सकते हैं और अपनी लिसनिंग एक्टिविटी को मैनेज कर सकते हैं। क्या दमदार ऐप है!"
Fashion,Beauty,Fragrance,Deodorants for men,Park Avenue Good Morning Body Deodorant for Men,"no gas deo, odour control, long lasting, fresh and active",Long lasting,Positive,मैं इस डिओडरेंट की खुशबू की सलाह दे सकता हूं। यह लंबे समय तक रहती है और गर्मियों के दौरान भी 5 घंटे से ज्यादा टिकती है।
Entertainment,Movies,Genres,Comedy,Bheeshma,"Hilarious, satire, funny dialogues, performance, political humour, single liners, comical timing",Performace,Positive,"निथिन की परफॉरमेंस, मुझे लगता है कि वह बहुत ही स्टाइलिश, नेचुरल और विशेष रूप से कॉमेडी सीन को संभालने में बहुत अच्छे हैं। विलन के साथ सीन बहुत बेहतरीन हैं और मुझे लगता है कि यह परफॉरमेंस उनके करियर की सर्वश्रेष्ठ में से एक है।"
Pets,Dogs,Grooming,Dematting tool,Healix,"all-in-one tool, 2-in-one dual head, safe,","Quality material, Durable, Safe",Positive,"यह राउंड टिप्स के साथ 300 सीरीज़ स्टेनलेस स्टील सामग्री से बनी है, जो इसे अल्ट्रा-ड्यूरेबल और स्ट्रॉन्ग बनाती है। मेटल हेयरब्रश पालतू जानवर को कोट की जलन से बचाता है क्योंकि यह धीरे से सभी खत्म बालों , गांठों और टैंगल्स को हटा देता है, जिससे पालतू जानवर बहुत कम्फर्टेबल महसूस करते हैं। इस डीमैटिंग और डीशेडिंग ग्रूमिंग टूल का इस्तेमाल  लाइस और टिक्स को हटाने के लिए भी किया जा सकता है।"
Entertainment,Movies,Genres,Animation,Ratatouille,"gorgeous visuals, stunning backdrop, interesting characters, visual treat, fairy tale, amazing",amazing,Negative,मुझे यकीन नहीं हो रहा है कि पिक्सर ने उस अद्भुत फिल्म रैटोटोइंग को बर्बाद करने की कोशिश की है और उसे लगा कि किसी को पता नहीं चलेगा?इस पर हंसी आती है।
SPORTS/GAMES,Equipment,badminton,rackets,Li Ning,"carbon frame, flexible shaft, even balance, hitting power, light-weight, durable, robust, grip, price",Light weight & balanced,Negative,"हालांकि रैकेट हल्का है, यह योनेक्स रैकेट की तुलना में उतना अच्छा बैलेंस्ड नहीं है।"
Hobbies,Photography,Camera accessories,Batteries and chargers,Digitek LP E9,"capacity, rechargeable, smart IC, BIS certified, safe, battery life",battery life,Negative,फ्लैश का लगातार इस्तेमाल  बहुत जल्द बैटरी को ख़राब कर देता है।
Entertainment,Movies,Genres,Fantasy,Fantastic Beasts: The Secrets of Dumbledore,"CGI and visual effects, screenplay adaptation, whimsical score, enchanting characters, magical,",CGI and Visual effects,Positive,"विज़ुअल इफेक्ट्स लुभावने हैं, कुछ सुंदर शॉट्स और इमर्सिव सिनेमैटोग्राफी के साथ।"
Entertainment,Amusement,Parks,For public visit,Pune-Okayama Friendship Garden,"entry price, various attractions and rides, food, greenary,Developmental activity,maintenance",maintenance,Negative,गार्डन इतना बड़ा है कि जब भी आप जाएंगे तो कुछ मेंटेनेंस होते और रिस्ट्रिक्टेड एरिया देखेंगे। शांत वातावरण नहीं है!
Hobbies,Photography,Camera accessories,Filters,K&F CONCEPT,"infrared, skylight/UV, polarizing, thread size, coating, diameter, material",polarizing,Negative,यह केवल विगनेटिंग से पहले सही से काम करता है।
Hobbies,Photography,Camera accessories,Light box,Hiffin,"portable, wide application, filter harmful lighting, material, lighting","Material, wide application",Negative,नॉर्मल फाइबर बिल्ड लंबे समय तक चलने वाला नहीं है और मैं इसे सिर्फ बिगिनर्स के लिए रेकमेंड करूंगा न कि व्यावसायिक इस्तेमाल  के लिए।
Entertainment,Amusement,Auditoriums,Cinema hall,Cinepolis,"single screen/multiplex, dolby sound, seating capacity, ac/non-ac, effects(3D/7D), seat recliner",Multiplex,Positive,कॉम्बो फूड के साथ बेहतरीन  फिल्म  एक्सपीरियंस। सिनेपोलिस कोविड के नियमों का पालन करता है। अच्छी साउंड और पिक्चर क्वालिटी और कम्फर्टेबल माहौल। यह तीसरी मंजिल पर है और खाने के बेहतरीन जगहों से कनेक्टेड है।
Hobbies,Cycling,Bicycles,mountain bikes,Evil,"suspension, gears, warranty, ergofit, frame, mudguards, cost, lightwieght, parts availibility",Warranty,Positive,माउंटेन बाइकर्स द्वारा माउंटेन बाइकर्स के लिए बनाई और डिज़ाइन की गई। लाइफटाइम फ्रेम वारंटी
Pets,Dogs,Grooming,Deodorizers,Captain Zack,"ayurvedic, scent, fresh, vet recommended",not long-lasting,Negative,यह लंबे समय तक चलने वाला नहीं है।
Home,Appliances,Home theater,Multimedia players,Sound master,"bluetooth/dolby/voice control, speaker connectivity, audio output mode, speaker feature",Bluetooth,Positive,"क्लासिक मल्टीमीडिया प्लेयर अब ब्लू टूथ से लैस है। जैसे कि सेल फोन के साथ दादा, नॉस्टैल्जिया को हाईटेक के साथ कंबाइन किया गया है।"
Pets,Dogs,Food,Wet food,Iams,"balanced, nutritious, yummy, strong bones and teeth, immunity booster, heathier and shiner coat, strong muscles","Strong Immune System, complete and balanced wholesome moist dog food, healthy skin and a soft coat in aging dogs.",Negative,इस डॉग फ़ूड में सोडियम नाइट्राइट का इस्तेमाल  किया जाता है जो कुत्ते के स्वास्थ्य के लिए अच्छा नहीं है। इस प्रोडक्ट से मेरे दोनों 5 महीने के पप्पीज़ को भयानक डायरिया हो गया।
Health/Wellness,Food,Eats/Beverages,Restaurants,Tasty Restaurant,"veg/non veg/vegan/jain, self/table service, bar attached, family friendly, quick service, various cuisines, affordable rates, parking, ambience","Table service, family friendly, affordable rates",Positive,"टेबल सर्विस काफी अच्छी है, परिवार के साथ बाहर खाने के लिए अच्छी है, आपका खर्चा कम आता है।"
Home,Appliances,Air-condition,Window AC,Lloyd,"copper condenser, dust filter, capacity, coil material, evaporator",Copper condenser,Positive,एसी अब कॉपर कंडेनसर से लैस है। यह बाजार में अन्य मटेरियल की तुलना में अधिक ऊर्जा-कुशल और टिकाऊ है।
Education,Books,Children's book,Easy learning,My First Book of Pencil Control,"activity oriented, educational development (plant/animals/numbers and counting/human body), Quality, Cost/Price",Activity oriented,Positive,बहुत अच्छी एक्टिविटी ओरिएंटेड बुक। इसमें रंगीन और आकर्षक चित्रों और लेखन गतिविधियों के साथ आपके बच्चे के पूर्व-लेखन कौशल को मजबूत करने के लिए जरूरी सभी चीज़ें हैं
Entertainment,Movies,Genres,Horror/Thriller,Us,"intriguing, spooky rhythm, camera angles, haunting, terrific story-telling, unpredictable climax, dark effect, eerie-filled, spine-chilling",Terrific story telling,Negative,"यह फिल्म बेहतरीन स्टोरीटेलिंग का सबसे अच्छा उदाहरण है, लेकिन गलत तरीके में। आपको हर सीन का मतलब निकलने के लिए वक़्त लगेगा!"
Entertainment,Apps,Entertainment,Games,Call of Duty,"various modes, action, racing, arcade, multi-player, puzzles","Multiplayer, Various modes",Positive,अपने दोस्तों को इकट्ठा करें और कम्पीटीटिव रैंक मोड में अपनी प्रतिभा का परीक्षण करें या सोशल प्ले में अपने उद्देश्य को गहरा करें। इस गेम में सब कुछ बस आपको हैरान कर देगा।
Baby Products,Baby,Clothing,Clothing set (boys and girls),Carters',"cotton/synthetic, one colour/designer, wash care, sleeves/sleeveless","Wash care, cotton, synthetic",Negative,पहली बार धोने के बाद ही इसका कलर उतर गया और यह सिंथेटिक लगता है जबकि यह 100% कॉटन होने का दवा करता है।
