GENERIC CATEGORIES,CATEGORY,SUB-CATEGORY,PRODUCT,BRAND,ASPECTS,ASPECT COMBO,LABEL,INDIC REVIEW
Entertainment,Apps,Social Media,Media sharing and bookmarking networks,Scoop it,"share photos, videos, moments; discover recipes, home ideas, style inspiration and other ideas to try","share photos, videos, moments",Negative,"स्कूप इटची एकमेव समस्या म्हणजे त्यावर फोटो, व्हिडिओ शेअर करणे सोपे नाही. तुम्ही ते प्रत्यक्षात एखाद्या तज्ज्ञासारखे वापरण्यापूर्वी तुम्हाला ते कसे वापरायचे हे शिकणे आवश्यक आहे. ते उपलब्ध टूल्सपैकी वापरायला सर्वात सोपे टूल नाही."
Transportation,Surface,Roadways,Bus,Khurana travels,"Connectivity, hassle free online booking, sleeper/semi sleeper, ac/non ac",Connectivity Sleeper,Negative,“स्लीपरची रुंदी दोन प्रौढ पुरुषांना बाजूबाजूला झोपण्यासाठी अपुरी आहे. अतिशय वाईट अनुभव आहे.”
Fashion,Beauty,Fragrance,Deodorants for women,Nike Woman Azure Eau De Toilette Deo,"alcohol free, skin whitening, odour control, long lasting, fresh and active, skin friendly",Fresh and active,Positive,याचा सुगंध छान आणि धुंद करणारा आहे. पहिल्यांदाच वापरल्यावर हा तुम्हाला ताजेपणा देतो आणि उत्साही बनवतो.
Baby Products,Baby,Clothing,Bodysuit,Mother Care,"cotton/syhthetic, comfortable, soft and natural fabric","soft, cotton, comfortable",Positive,कापड अतिशय मऊ आहे!! चांगले विणलेले उत्कृष्ट सुती कापड.
Home,Appliances,Air cooler,Window air coolers,Usha,"saves floor space, suitable for kid's room/hostel room, cool tank capacity, controller type, Noise Levels, Design, Takes more space",Cool tank capacity,Negative,उषाच्या विंडो एअर कूलरच्या टाकीची क्षमता खूपच कमी आहे. आपण तो सारखा भरू शकत नाही कारण हा विंडो कूलर आहे आणि पाणी भरण्यासाठी आपल्याला तो खाली काढावा लागतो.
Pets,Dogs,Health supplements:,Vitamins,PetSutra,"healthy and lustrous coat, skin, calcium, paw tablet, digestive tablet, liver tonic, dewarming, antioxidants","contains rare nutrients, anti-oxidant, skin, nervous system, digestion",Positive,"या उत्पादनात त्यांची मज्जासंस्था, त्वचा आणि पचन यासाठी महत्त्वपूर्ण असलेले दुर्मिळ व्हिटॅमिन्स, मिनिरल्स आणि अँटी ऑक्सीडंट्स आहेत जे इतर निर्मात्यांनी तयार केलेल्या पॅकमध्ये क्वचितच सापडतात."
Entertainment,Apps,Social Media,Media sharing and bookmarking networks,Scoop it,"share photos, videos, moments; discover recipes, home ideas, style inspiration and other ideas to try",style inspiration and other ideas to try,Positive,"मार्केटर, व्यवसाय, ब्लॉगर म्हणून, स्कूप इटमध्ये तुम्हाला नवीन कंटेंट कल्पना शोधणे, रिलेशनशिप्स निर्माण करणे, बॅकलिंक्स मिळवणे, कंटेंटचा प्रचार करणे आणि आणि इतर अनेक बाबतीत ऑफर करण्यासारखे बरेच काही आहे."
Education,Books,Children's book,Bed-time stories,Mr. Happy,"fantasy, mythological, fairy tales, simple language, Content (Difference of opinion on the content)",Simple Language,Positive,"या पुस्तकाबद्दल सांगायचे तर ते हलकेफुलके, विनोदी आहे आणि सोप्या भाषेमुळे ते समजायला सोपे आहे आणि एकंदर लहान मुलांसाठी चांगले आहे."
Hobbies,Photography,Camera accessories,Lens cap,Mostos,"durability, dust and scratch resistent",Durability,Negative,"उत्पादनाचा दर्जा सुमार आहे कारण काही नगांना छिद्रे आहेत, फार टिकाऊही नाही."
Transportation,Surface,Roadways,Bus,ST Shivneri,"Connectivity, hassle free online booking, sleeper/semi sleeper, ac/non ac",Connectivity Hassle free online booking,Positive,“महाराष्ट्र राज्यातील जवळ जवळ सर्व तालुका मुख्यालयांशी चांगल्या प्रकारे कनेक्टेड आहे. बाजूच्या राज्यांमधील काही मुख्य शहरांमध्येदेखील तुम्ही जाऊ शकता.”
Pets,Dogs,Grooming,Deodorizers,Captain Zack,"ayurvedic, scent, fresh, vet recommended","nourishing, controls odour, alcohol free",Positive,हे पौष्टिक आहे आणि दुर्गंधीवर त्वरित नियंत्रण मिळवते. त्वचेची जळजळ टाळण्यासाठी हे खरोखर सौम्य आणि अल्कोहोल-विरहित आहे.
Home,Appliances,Air-condition,Split AC,Lloyd,"PM 2.5 filter, dust filter, air purification filter, capacity, coil material, wifi",Wifi,Negative,एसीमध्ये आता व्हॉइस कमांडची सुविधा आहे. पण वाय-फाय कनेक्टीविटी मंद आहे त्यामुळे बर्‍याचदा कमांड्स नीट काम करत नाहीत.
Hobbies,Photography,Camera accessories,Lens cap,Shopee,"durability, dust and scratch resistent",Scratch Resistant,Positive,"कॅप ओरखडयांना प्रतिबंध करते आणि त्यावर कोटिंग आहे, तेसुद्धा लेन्सचे ओरखडयांपासून संरक्षण करते."
Pets,Dogs,Grooming,Grooming clippers,AYSIS,"stainless steel, sharpness, rubber coated handles, safety guard, comes with filer","sharpness, durable, low sound and vibration",Positive,हे शार्प आणि टिकाऊ आहे. मोटार कमी आवाज आणि व्हायब्रेशन निर्माण करते.
Hobbies,Photography,Camera,Film Cameras,Kodak,"vintage, shutter priority, availability of replacement batteries, Black and white or colour, roll film, exposure, weight, SLR, cost, manual control",film and quality,Positive,आकर्षक डिझाइन असलेला हा 35 मि.मी. फिल्म कॅमेरा मला जुन्या काळात घेऊन गेला आणि फोटो काढायच्या जुन्या पध्दतीची आठवण झाली. कॅमेरा आणि फोटोचा एकूण दर्जा बर्‍यापैकी चांगला आहे.
Entertainment,Movies,Genres,Romantic,Bajirao Mastani,"love story, performance, chemistry, emotional, heart touching storyline, plot twists","Performances, lovestory, chemistry",Positive,"माझ्यावर विश्वास ठेवा, यामध्ये अगदी भन्साळी शैलीला साजेल असा अर्थ, चकचकाट आणि सौंदर्य आहे! पण हा चित्रपट केवळ नेत्रसुखद आहे असे नाही तर त्याच्या कथेत, पटकथेमध्ये, दिग्दर्शनात किंवा अभिनयात किंवा केमिस्ट्रीमध्ये खोली आणि तीव्रता दिसते..त्यामुळे, एक सुट्टी घ्या, जवळच्या मल्टीप्लेक्समध्ये जा, तुमच्या सीटवर आरामात बसा आणि आत्तापर्यंतच्या ऐतिहासिक रोमांचक चित्रपटांमधील एक पाहण्यासाठी सज्ज व्हा!!"
Home,Appliances,Air-condition,Central AC,Onida,"combined evaporator, condenser, and compressor, capacity, coil material, wifi",Wifi,Positive,ओनिडा सेंट्रल एसीमध्ये वाय-फाय कंपॅटिबिलिटीसह व्हॉइस कमांडचा सर्वात चांगला पर्याय आहे.
Fashion,Beauty,Fragrance,Eye concealer,SUGAR Cosmetics Magic Wand Waterproof Concealer,"dark circle treatment, even tone",,Negative,"हे कन्सीलर खूप फिके आहे. त्यामुळे, माझी काळी वर्तुळे किंवा सूज लपवण्यासाठी ते योग्य नाही."
Health/Wellness,Food,Eats/Beverages,Bars,Chowringhee Bar,"Availability of various brands, ambience, parking area, seating, reservations, musical performance, food served, parking facility, variety, price, service","Ambience, service, variety",Positive,"वातावरण छान आहे आणि काही मैत्रीपूर्ण बारटेंडर्स आणि इतर कर्मचाऱ्यांमुळे सेवा अपवादात्मकरित्या चांगली होती. निवड करण्यासाठी कॉकटेल्सचे उपलब्ध असलेले पर्यायसुद्धा आपल्यावर छाप पाडतात, कोलकाता रेंज कॉकटेल्स अतिशय चांगल्या प्रकारे डिझाईन केलेली आहेत."
Pets,Dogs,Supplies,Leashes,The Pawpstar Co,"basic/double/training, padded, length,",not washable,Negative,ही धुण्यायोग्य नाही.
Home,Appliances,Home theater,Soundbars,Noise,"Bluetooth/wireless, HDMI, audio output mode, integrated control, EQ mode",EQ mode,Negative,"तुम्ही ऐकत असलेले संगीत कसे असावे याचा निर्णय EQ तुम्हाला घेऊ देतो. पण नॉइजच्या नवीन साऊंडबारमध्ये हे वैशिष्ट्य नाही, त्यामुळे प्रत्येक गोष्ट हाय बेसमध्ये वाजते."
Health/Wellness,Living,Stay/ Experience,Hotels/ Lodges,Innra The Guest House,"Single/double bed, safety, restaurant attached, TV, AC/Non AC, cleanliness, attached bathroom and toilet, ambience, location, wifi, parking, laundry service, price/billing","Parking, attached bathroom and toilet",Negative,आवारात पार्किंग उपलब्ध नाही. कधीकधी ग्राहक कर्मचाऱ्यांच्या वाईट आणि अव्यावसायिक वर्तनाबद्दल तक्रार करतात. तसेच तथाकथित सुपर डीलक्स खोलीतसुद्धा एसी काम करत नाही आणि टॉयलेटमधील काही उपकरणे व्यवस्थित चालत नाहीत.
SPORTS/GAMES,Equipment,badminton,rackets,Cosco,"carbon frame, flexible shaft, even balance, hitting power, light-weight, durable, robust, grip, price",Durable & Flexibility,Positive,अतिशय टिकाऊ उत्पादन आहे.
Hobbies,Cycling,Bicycles,mountain bikes,Intense,"suspension, gears, warranty, ergofit, frame, mudguards, cost, lightwieght, parts availibility",parts availibility,Positive,थेट इंटेन्स वेबसाइटवरून बदलायचे पार्ट्स मिळवा.
Pets,Dogs,Supplies,Collars,Agirav,"leather/nylon, half chain half choker, design, waterproof, adjustable, metal buckle","Nylon, Durable,Safe, Buckle",Positive,ही नायलॉनची असल्यामुळे टिकाऊ आहे. कॉलरला रिफ्लेक्टर असल्यामुळे ही कॉलर रात्रीच्या वेळी तुमच्या कुत्र्याचे रक्षण करते. याला सहज काढता आणि घालता येणारे प्लॅस्टिक बकल आहे.
Entertainment,Movies,Genres,Horror/Thriller,Us,"intriguing, spooky rhythm, camera angles, haunting, terrific story-telling, unpredictable climax, dark effect, eerie-filled, spine-chilling","Dark effect, haunting",Positive,"आयडेंटीटी हॉन्टिंगचा एक मास्टरपीस आणि अमेरिकेच्या इतिहासाच्या अस्वस्थ वातावरणासह डार्क प्रतिबिंब, नाविन्यपूर्ण संकल्पना, मानसिक यातना + ट्विस्ट्स, जुन्या पद्धतीची कुतूहल निर्मिती आणि आधुनिक हॉरर इतिहासातील सर्वोत्कृष्ट पार्श्वसंगीतापैकी एक."
Food,Grocery,Biscuits and Cookies,cream biscuit and wafers,Cadbury Oreo Chocalatey Sandwich biscuits(Vanilla creme),"flavours, quantity, taste, nutrition","delicious, taste",Positive,"ओरिओ सँडवीच बिस्किटमधील क्रीमचे फिलिंग दाट आणि चवदार आहे. ‘ट्वीस्ट, लिक आणि डंक’ फॉर्म्युलामुळे कुकीज खाण्याची मजा आणखी वाढली आहे."
Home,Appliances,Home theater,Home theater systems,Sonodyne,"Bluetooth, USB &HDMI, Dolby, voice control, speaker connectivity, power output",Power output,Positive,खूप विचार करून ही खरेदी केली. सोनोडाईन होम थिएटर सिस्टीम 5.1 चॅनेल्सच्या 125 वॉट्स स्पीकर्ससह येते. ही साऊंडला आणि अल्ट्रा बासला कमाल बूस्ट देते.
Entertainment,Apps,Social Media,Social networking,MeWe,"find friends, share photos and moments, free messaging, daily status, video calling",share photos and moments,Negative,"अनेकदा वैयक्तिक टाइमलाइनवर शेअर केलेल्या इमेजेस/इव्हेंट पाहताना आणि त्यांना प्रतिसाद देताना, ही प्रक्रिया तुम्हाला पुढच्या टाइमलाइनवर घेऊन जाण्याऐवजी टाइमलाइनच्या सुरुवातीला परत घेऊन जाते. त्यानंतर तुम्हाला तुम्ही जिथे होता तिथून पाहण्यासाठी पुन्हा खाली स्क्रोल करावे लागते. असे कोणीही करणार नाही."
Entertainment,Apps,Entertainment,Content creation apps,Creator studio,"illustrations, ad-making, participate in challenges, trending, instant shoot and post, advanced editing, viral dialogues",Viral dialogues,Positive,"""या अॅपमध्ये मजबूत व्हिडिओ लायब्ररी आहे, जिच्याद्वारे मला टेलर-मेड कंटेंटसाठी व्हिडिओ टायटल्स आणि वर्णने एडीट करता येतात. मी आश्चर्यचकित झालो आहे. """
Hobbies,Photography,Camera accessories,Batteries and chargers,Duracell 223 Ultra Lithium Photo Camera Battery,"capacity, rechargeable, smart IC, BIS certified, safe, battery life","BIS certified, safe",Positive,हे BIS प्रमाणित आहेत आणि सुरक्षित असल्याचा दावा करण्यात आला आहे.
SPORTS/GAMES,Equipment,badminton,shuttlecock,Victor NS 3000 Nylon Shuttlecock,"durable, feather/plastic skirt,user comfort at impact, control, foam tip/cork, price",Soft plastic skirt,Positive,"अनेक लोकांनी हे नमूद केले आहे की त्यांना या शटलचा स्कर्ट आवडला. त्यामुळे, मी मागच्या आठवड्यात हे विकत घेतले आणि मला आढळले की याचा स्कर्ट अधिक मऊ प्लास्टिकचा आहे आणि अधिक चांगला दिसतो आहे."
Hobbies,Photography,Camera accessories,Flash accessories,Supernic,"diffuser, modifier, battery, material",Diffuser,Positive,"अधिक सॉफ्ट, अधिक संतुलित आणि नैसर्गिक परिणामासाठी हा प्रकाश अधिक मोठ्या भागावर पसरवतो आणि त्रास देणारा रेड आय परिणामसुद्धा काढून टाकतो."
Office,Furniture,Seating,Ergotouch chairs,Amazon- Solimo,"lumbar support, cushioning, durability, cost, revolving, net and metal Add: back rest recline, squeaky sounds, looks, ","revolving, metal, looks, backrest, recliner",Positive,"""ही वजनाला अतिशय हलकी आहे, रिव्हॉल्व्हर्स आणि चाके स्मूथ आहेत; मेटल उच्च दर्जाचे आहे आणि मॅटसारखे फिनिश उत्कृष्ट आहे. बॅक-रेस्ट आरामदायक आहे आणि रिक्लायनर लॉक करता येतो ज्यामुळे ही अतिशय सुरक्षित पण आरामदायक बनते."""
Hobbies,Photography,Camera accessories,Tripod,Hiffin,"light weight, adjustable height, multi level locking and steady rubberized legs, multipurpose head, cellphone holder, level indicator","multi level locking, adjustable height",Negative,मल्टी लॉकिंग नाही आणि फक्त 4 अॅडजेस्ट करता येणाऱ्या उंचींना सपोर्ट करतो.
Health/Wellness,Living,Stay/ Experience,Resorts,Sagar Raj Resort (Purulia),"Swimming pool, fitness center, parking, wifi, bar, laundry service, games, air conditioning, banquet/dining hall, various cuisines, family friendly","Various cuicines, banquet",Negative,इथली रूम सर्व्हिस तसेच रेस्टॉरंटची सर्व्हिस अतिशय खराब आहे आणि बँक्वेट/रेस्टॉरंटचे कर्मचारी लक्ष देत नाहीत. ब्रेकफास्टच्या पर्यायांमध्ये निवडण्यासाठी फार काही नाही; दुपारच्या जेवणामध्येदेखील निवडण्यासाठी कुझीन्समध्ये विविधता नाही.
Home,Appliances,Air-condition,Inverter AC,Lloyd,"AI Dual Inverter, AI Convertible 6-in-1 cooling, HD Filter with Anti-Virus Protection, auto clean, capacity, coil material, wifi",Wifi,Negative,अजूनतरी या एसीमध्ये व्हॉइस कमांडची सुविधा नाही. वाय-फाय सपोर्टसाठी या उत्पादनाला अजून किती लांबचा पल्ला गाठायचा आहे हे खरेच आश्चर्यकारक आहे.
Office,Supplies,Writing,Pen and pencil,Cello,"fountain/ink pens, gel, ballpoint, extra dark pencils, colour pencils, smooth sharpening, lasts longer","Ink flow, darkness",Negative,"""शाई सुरुवातीला फिकट झालेली दिसते आणि काही दिवसांच्या वापरानंतरच ती गडद होते; शाईचा प्रवाह सातत्यपूर्ण नाही, म्हणून प्रत्यक्ष लिहिण्यापूर्वी काहीवेळा रेघोट्या मारायला लागतात. शाई कधीकधी थोडी फिकट होते, म्हणून खूप दाबून लिहावे लागते."""
Pets,Dogs,Food,Wet food,Purina Moist & Meaty,"balanced, nutritious, yummy, strong bones and teeth, immunity booster, heathier and shiner coat, strong muscles","Complete & Balanced Nutrition, moist & meaty soft dog food, support muscle strength.",Positive,"कुत्रा ओलसर आणि मांसयुक्त चीजबर्गरच्या चवीचा आनंद लुटतो, तेही जिभल्या चाटत आणि त्यांच्या खाद्याचे रक्षण करण्याच्या हालचाली करत. यामुळे आरोग्य आणि ऊर्जा पातळी सुधारते. हे उत्तम पोषण आणि परिपूर्ण चयापचय प्रदान करते. आपल्या बिन दातांच्या मित्रांसाठी हे चांगले आहे कारण ते चावायला सोपे आहे."
Education,Books,Children's book,Painting,365 Colouring Book for Kids - Painting and Drawing Book with 368 Big Pictures,"figure drwaing, colouring book, adorable designs, bold thick outlines, Cost/Price, Quality","Thick bold lines, colouring book",Positive,रेखाचित्रे छान आणि मोठी आहेत म्हणजे ए4 आकाराची. रेखाचित्रांच्या रेषा जाड आणि ठळक आहेत ज्यामुळे प्रत्येक चित्र लक्ष वेधून घेते. माझ्या 5 वर्षांच्या मुलाला रंगवण्यासाठी सर्वात चांगले पुस्तक.
Home,Appliances,Fan,Ceiling fan,Superfan,"style, shape, colour, dust resistant, no of blade, sweep size, smart fan, Noise",Colors,Negative,"सुयोग्य वारा देण्याच्या बाबतीत अतिशय ताकदवान. पण रंग इतके कंटाळवाणे आहेत, ते कारखान्यातल्या सुट्ट्या भागांप्रमाणे दिसतात."
Home,Appliances,Air cooler,Window air coolers,Usha,"saves floor space, suitable for kid's room/hostel room, cool tank capacity, controller type, Noise Levels, Design, Takes more space",Design,Positive,"उषाच्या विंडो एअर कूलरचे डिझाईन आकर्षक आहे, याच्या कडा गुळगुळीत आहेत आणि रंग सुखद आहेत. हा इंटेरीअरच्या कोणत्याही रंगाला चांगला दिसतो."
Pets,Dogs,Grooming,Grooming clippers,T-VITEK,"stainless steel, sharpness, rubber coated handles, safety guard, comes with filer","heats up,",Negative,मशीन गरम होते.
Pets,Dogs,Supplies,Dog apparels,Lulala,"dress/shirt, soft breathable material, half sleeves/sleeveless, pet comfortable raincoat with detachable hood","cotton t-shirt, loose round neck, comfortable",Positive,"या कॉटन टी-शर्टच्या गोल गळ्यामुळे तो घालण्यास आणि काढण्यास सोपा आहे आणि टी-शर्टमुळे प्राण्यांच्या हालचालींवर प्रतिबंध येणार नाही आणि ते पळणे, उड्या मारणे, लोळणे यासारख्या गोष्टी सहजपणे करू शकतील."
Pets,Dogs,Grooming,Shampoo,Meat Up,"normal/dry, liquid/spray, scent, natural ingredients, tick and flea repellent","Flea repellent, Scent",Positive,"कोट खूपच चांगल्याप्रकारे साफ करतो ज्यामुळे कोट एकदम मऊ होतो! पिसू किंवा जीवाणू असल्यास त्यांचाही बंदोबस्त करतो. तसेच, एक प्रसन्न सुगंध मागे सोडतो!"
Pets,Dogs,Grooming,Dog brush,The Pets Company,"hair shredding, self cleaning, pet skin friendly, comfortable","loose hair, dirt, healthy shiny coat, hair shedding, sizes and hair types",Positive,ब्रशची ब्रिसल बाजू मोकळे केस किंवा घाण काढून टाकते आणि ब्रशची पिन बाजू निरोगी चमकदार कोट मिळण्यासाठी फिनिशिंग आणि कॉम्बिंगमध्ये मदत करते. हे केस गळतीदेखील नियंत्रित करते. सर्व आकाराच्या आणि सर्व प्रकारच्या केसांच्या कुत्र्यांसाठी उत्कृष्ट.
Health/Wellness,Personal Care,body,body wash,Arata Cleansing Body Wash,"hydrated and glowing sskin, 100% soap free, dermatologically tested, pure glycerin, natural oils","natural ingredients, cruelty-free",Positive,सर्व घटक प्रामाणिकपणे नमूद केले आहेत
Vehicles,Automotives,Bikes,Commuter,Hero,"popular, young generation, fuel efficiency,","Fuel efficiency, Good mileage, Domestic Indian industrial strength, similar engine as previous model and weak chassis",Negative,हिरो स्प्लेंडरच्या या मॉडलचे इंजिन अनेक खरेदीदारांना हिरो स्प्लेंडरच्या जुन्या मॉडेलसारखेच वाटले. त्याचे चासी स्ट्रक्चर कमकुवत असल्याच्या तक्रारी पण होत्या.
Baby Products,Baby,Clothing,Dress,UCB,"cotton/synthetic, colourful, wash care, sleeves/sleeveless","cotton, colors, sleeveless, sleeves",Negative,फिटिंग थोडे विचित्र आहे आणि मी स्लीव्हलेस ऑर्डर केला होता पण ते स्लीव्हज असलेला ड्रेसच पाठवत राहतात. भयंकर अनुभव आला!!!
Health/Wellness,Living,Stay/ Experience,Homestay,Golden Sunview Homestay (Mirik),"Friendly hosts, homely food, ambience, calm and serene, location, safety, TV, AC/non AC, wifi, parking, affordable rates","Ambience, location, affordable rates",Positive,"कॉमन बाल्कनी आणि बहुतेक सर्व खोल्यांमधून कांचनगंगा पर्वत आणि मिरिक लेकचा मस्त व्ह्यू असणारा, एका चांगल्या लोकेशनवर स्थित असा छानसा होम-स्टे. परवडणार्‍या दरात मिळणारे खाद्यपदार्थदेखील चांगले आहेत."
Hobbies,Photography,Camera accessories,Lens cap,Shomex,"durability, dust and scratch resistent",Dust,Negative,कॅप लेन्सवर थोडी सैल बसते त्यामुळे ती धुळीपासून संरक्षण करत नाही.
Health/Wellness,Food,Eats/Beverages,Bars,Someplace Else,"Availability of various brands, ambience, parking area, seating, reservations, musical performance, food served, parking facility, variety, price, service","Seating, food served",Negative,सीट्स अतिशय मर्यादित असून जागा फार मोठी नाही. खाद्यपदार्थ आणि मद्य दोन्हींची किंमत बरीच जास्त आहे.
Entertainment,Movies,Genres,Romantic,Sairat,"love story, performance, chemistry, emotional, heart touching storyline, plot twists",Storyline,Negative,अतिशय चांगला चित्रपट. चित्रपट बनवण्यासाठी घाईघाईत ढोबळ कथानक बांधल्यासारखी गोष्ट वाटते.
Health/Wellness,Food,Eats/Beverages,Bars,The GRID,"Availability of various brands, ambience, parking area, seating, reservations, musical performance, food served, parking facility, variety, price, service","Ambience, food offered, parking facility",Positive,निवड करण्यासाठी उत्तम मेनूसह वातावरण उत्कृष्ट आहे. बीअर जीव ओवाळून टाकावा अशी आहे आणि व्हॅले पार्किंगची सुविधासुद्धा आहे.
Entertainment,Movies,Genres,Biopics,Tanhaji,"inspiring, motivational, real story, natural acting, casting, performance, remarkable, historically acurate",Real story,Positive,एक अशी कहाणी जी जगापर्यंत पोहोचायलाच हवी! मराठ्यांची ताकद
Fashion,Beauty,Fragrance,Deodorants for men,Old Spice Wolfthorn No Gas Deodorant Body Spray Perfume for Men,"no gas deo, odour control, long lasting, fresh and active","Long lasting, quality",Negative,याच्या आधीच्या व्हर्जन्सच्या तुलनेत दर्जा घसरला आहे. जाहिरातीत दाखवल्यानुसार डीओचा सुगंध दिवसभर टिकत नाही आणि बऱ्याचदा 6 तासांपेक्षा कमी काळ टिकतो.
Entertainment,Apps,Social Media,Discussion forums,Quora.com,"listen in, share your thoughts, host discussions, debate on political, social, current affairs and other matters of interest","share your thoughts, host discussions",Positive,हा प्लॅटफॉर्म चर्चा करण्यासाठी खूपच खुला आहे आणि मला वाटते की यात विविध पार्श्वभूमीतील लोक सहभागी होत असलेल्या चर्चेच्या विषयांची खूपच इंटरेस्टिंग श्रेणी आहे. ज्ञान आणि मते शेअर करण्यासाठी आणि पटकन उत्तरे मिळवण्यासाठी एक उत्तम जागा.
Hobbies,Music,Audio Output,headphones,Airpods 3rd generation,"on-ear, in-ear, wired, bluetooth, earbuds, noise-cancelling, bass, fast charging, battery, with or without mic, water-resistant.",water resistant,Positive,घाम आणि वॉटर रेझिस्टंट.
Hobbies,Photography,Camera accessories,Tripod,Syvo WT 3131,"light weight, adjustable height, multi level locking and steady rubberized legs, multipurpose head, cellphone holder, level indicator",cellphone holder,Negative,सेलफोन्ससाठी शिफारस केलेली नाही कारण होल्डर चांगला नाही आणि फोनचे नुकसान होण्याची शक्यता आहे.
Education,Books,Audiobooks,Duet narration,Audible,"voice, acting, modulation, pitch, sound quality, SYNCHRONIZATION, Synchronization(offline availibility)",Sound quality,Negative,ऑडीबलने सुधारणा करण्यासारखी एक गोष्ट म्हणजे आवाजाचा दर्जा. आवाजाच्या वाईट दर्जामुळे आपण अनेकदा गोष्टीपासून दूर जातो.
Entertainment,Apps,Entertainment,Podcasts,Google Podcasts,"free-trial, offline access, recommendation based on interests, popular and trending shows in comedy, news, sports and more",Recommendations based on interests,Positive,"गुगल पॉडकास्ट्सवर, तुम्ही तुमच्या आवडत्या शोचे ताजे एपिसोड्स प्ले करू शकता, फक्त तुमच्यासाठी पॉडकास्ट शिफारसी एक्सप्लोर करू शकता आणि तुमची ऐकण्याची ॲक्टिव्हीटी व्यवस्थापित करू शकता. काय भन्नाट ॲप आहे हे!"
Fashion,Beauty,Fragrance,Deodorants for men,Park Avenue Good Morning Body Deodorant for Men,"no gas deo, odour control, long lasting, fresh and active",Long lasting,Positive,या डीओडरंटच्या सुगंधाची मी खात्री देऊ शकतो. तो बरच काळ टिकतो आणि उन्हाळ्याच्या महिन्यात 5 तासांनंतरसुद्धा टिकतो.
Entertainment,Movies,Genres,Comedy,Bheeshma,"Hilarious, satire, funny dialogues, performance, political humour, single liners, comical timing",Performace,Positive,"“नितीनचे काम, मला वाटते तो अतिशय स्टायलिश आणि नैसर्गिक आहे आणि विनोदी दृश्य हाताळण्यात त्याचा हातखंडा आहे. व्हीलनबरोबरची संघर्षाची दृश्ये असामान्य आहेत आणि मला वाटते त्याचे हे काम त्याच्या करिअरमधील सर्वात उत्कृष्ट कामांपैकी एक आहे.”"
Pets,Dogs,Grooming,Dematting tool,Healix,"all-in-one tool, 2-in-one dual head, safe,","Quality material, Durable, Safe",Positive,"हे 300 सिरीजच्या स्टेनलेस स्टील मटेरियलपासून बनले असून त्याला गोल टोके आहेत, ज्यामुळे ते अतिशय टिकाऊ आणि मजबूत आहे. मेटल हेअरब्रश पाळीव प्राण्याच्या कोटचे जळजळीपासून संरक्षण करतो कारण तो सर्व मृत केस, गाठी आणि गुंता अलगदपणे काढून टाकतो आणि पाळीव प्राण्यांना आरामदायी स्थितीत ठेवते. हे डिमॅटिंग आणि डिशेडिंग ग्रूमिंग टूल उवा आणि गोचिडी काढण्यासाठीदेखील वापरले जाऊ शकते."
Entertainment,Movies,Genres,Animation,Ratatouille,"gorgeous visuals, stunning backdrop, interesting characters, visual treat, fairy tale, amazing",amazing,Negative,"रॅटाटोईंग हा सुंदर चित्रपट पिक्सारने चोरायचा प्रयत्न केला आणि ते कोणाच्याशी लक्षात येणार नाही असे त्यांना वाटले, यावर माझा विश्वास बसत नाही. हे हास्यास्पद आहे."
SPORTS/GAMES,Equipment,badminton,rackets,Li Ning,"carbon frame, flexible shaft, even balance, hitting power, light-weight, durable, robust, grip, price",Light weight & balanced,Negative,रॅकेट हलकी असली तरीही यॉनेक्स रॅकेट्सच्या तुलनेत तितकी चांगली संतुलित नाही.
Hobbies,Photography,Camera accessories,Batteries and chargers,Digitek LP E9,"capacity, rechargeable, smart IC, BIS certified, safe, battery life",battery life,Negative,फ्लॅशचा सतत वापर केल्यामुळे बॅटरी खूप लवकर ड्रेन आऊट होते.
Entertainment,Movies,Genres,Fantasy,Fantastic Beasts: The Secrets of Dumbledore,"CGI and visual effects, screenplay adaptation, whimsical score, enchanting characters, magical,",CGI and Visual effects,Positive,"व्हिज्युअल इफेक्ट्स चित्तथरारक आहेत, काही शॉट्स सुंदर आहेत आणि सिनेमॅटोग्राफी गुंग करून टाकणारी आहे."
Entertainment,Amusement,Parks,For public visit,Pune-Okayama Friendship Garden,"entry price, various attractions and rides, food, greenary,Developmental activity,maintenance",maintenance,Negative,ही बाग इतकी मोठी आहे की जिथे जाल तिथे काही ना काही देखभालीची कामे चालू आहे आणि त्या ठिकाणी प्रवेशास बंदी आहे. अजिबात शांतता नाही!
Hobbies,Photography,Camera accessories,Filters,K&F CONCEPT,"infrared, skylight/UV, polarizing, thread size, coating, diameter, material",polarizing,Negative,हा फक्त विग्नेटिंगच्या आधी चांगला चालतो.
Hobbies,Photography,Camera accessories,Light box,Hiffin,"portable, wide application, filter harmful lighting, material, lighting","Material, wide application",Negative,"सामान्य फायबरपासून बनवलेला आहे आणि टिकाऊ नाही आणि फक्त नवशिक्यांसाठी सुचवलेला आहे, व्यावसायिक वापरासाठी नाही."
