GENERIC CATEGORIES,CATEGORY,SUB-CATEGORY,PRODUCT,BRAND,ASPECTS,ASPECT COMBO,LABEL,INDIC REVIEW
Home,Appliances,Air cooler,Window air coolers,Symphony,"saves floor space, suitable for kid's room/hostel room, cool tank capacity, controller type, Noise Levels, Design, Takes more space",suitable for hostel room,Positive,একটি খুব বড় কুলিং ট্যাঙ্ক আছে। এটি হোস্টেল বা হোটেল রুমের মতো বড় জায়গার জন্য কার্যকর।
Office,Supplies,Writing,Pen and pencil,Apsara,"fountain/ink pens, gel, ballpoint, extra dark pencils, colour pencils, smooth sharpening, lasts longer","lead, color, darkness",Negative,"'তাদের ক্যাচফ্রেজের বিপরীতে, এই রঙের পেন্সিলগুলি অতিরিক্ত হালকা এবং আপনার কাজকে একটি অপ্রীতিকর এবং নিস্তেজ চেহারা দেয়। শিসটি এতটাই ভঙ্গুর যে সামান্য চাপেই তা ভেঙে যায়। """
Hobbies,Photography,Camera accessories,Flash accessories,Hiffin HF,"diffuser, modifier, battery, material","Modifier, material",Positive,"এতে রয়েছে 4টি কালার প্যাচ, 2টি সফট লাইট এবং ম্যাগনেটিক এবিএস"
Entertainment,Movies,Genres,Musical,Katyar Kaljat Ghusali,"fresh, singers, excellent compositions, melody, classical, lyrics, hiphop, sufi, musical genius, inspiring, tuneful, heartwarming",Classical,Negative,খুবই ক্লাসিকাল নাট্য সঙ্গীত টাইপের! সবাই সংযুক্ত বোধ নাও করতে পারে।
Transportation,Surface,Railways,Inter-state,,"Sleeper coach, AC, chair car, cleanliness, safety, punctuality, food service, travel insurance, tour packages",AC Travel insurance,Negative,"""এসি চেয়ার কার এবং 3 টিয়ার এসি স্লিপারের থার্মোস্ট্যাটিক কন্ট্রোলগুলি ঘন ঘন পরীক্ষা করা প্রয়োজন কারণ অনেক বার তাপমাত্রা হয় খুব কম বা খুব বেশি..."""
Home,Appliances,Fan,Exhaust fan,Polycab,"remove moisture/unpleasant odour, air delivery speed, rust proof body and blade, front shutter, Blade strength",Air delivery speed,Negative,ফ্যানের আকার বড় মনে হলেও এতে ছোট ছোট ব্লেড রয়েছে। বায়ু সরবরাহের গতি খুব কম।
Hobbies,Music,Audio Output,headphones,Airpods 3rd generation,"on-ear, in-ear, wired, bluetooth, earbuds, noise-cancelling, bass, fast charging, battery, with or without mic, water-resistant.",Noise-cancelling,Negative,সক্রিয় শব্দ বাতিলকে শ্রেষ্ঠ হিসাবে প্রচার করা হয়। কিন্তু আমার জন্য আশ্চর্যজনক। ঠিক বিপরীত
Hobbies,Photography,Camera accessories,Lens case,Sidrum,"thick material for protection, hook, compatibility, sizing, water resistant","thick material for protection, water resistant",Positive,"থলিটি শক্তিশালী প্যাডযুক্ত এবং জল নিরোধক নাইলন উপাদান যা লেন্সকে আর্দ্রতা, ধুলো, বালি এবং বাম্প থেকে রক্ষা করে।"
Fashion,Beauty,Fragrance,Roll-on,Dove Eventone Deodorant Roll On,"alcohol free, skin whitening, odour control, long lasting, fresh and active",Fresh and active,Positive,এই রোল-অন তার দাবি পুরো করে। এটা ইতিমধ্যেই আমার স্কিন টোনকে মসৃন এবং তরতাজা করে তুলেছে।
Food,Grocery,"Flours , food grains, dals and pulses",whole wheat atta,Nature Fresh Sampoorna Chakki atta,"chakki atta, no additives, fiber rich","No additives, fiber-rich",Positive,নামের মতোই নেচার ফ্রেশের চাকি আটার মানও টাটকা এবং ক্ষতিকারক অ্যাডিটিভ ফ্রি।
Hobbies,Music,Instruments,"Guitars, basses and gears",Kadence 39” Classical Guitar,"neck profile, fretboard's radius, tuner holes, neck heel width and mounting, harmonics and tone, classical/electric/acoustic/bass guitar",Classical Guitar,Positive,কাঠের মান খুবই ভালো। স্টক স্ট্রিং চমৎকার শোনায়!
Transportation,Surface,Railways,Inter-state,,"Sleeper coach, AC, chair car, cleanliness, safety, punctuality, food service, travel insurance, tour packages",Cleanliness Tour packages,Positive,"""গত 5 বছরে পরিষ্কার-পরিচ্ছন্নতার ব্যাপক উন্নতি হয়েছে কারণ ট্রেনে ভ্রমণকারী যাত্রীদের কাছ থেকে নিয়মিত মতামত চাওয়া হয়।"""
Hobbies,Photography,Camera,Film Cameras,Nikon,"vintage, shutter priority, availability of replacement batteries, Black and white or colour, roll film, exposure, weight, SLR, cost, manual control",SLR and shutter priority,Positive,এটিতে দুর্দান্ত শাটার প্রায়োরিটি মোড সহ একটি সত্যই উন্নত ফিল্ম এসএলআর রয়েছে।
Home,Appliances,Fan,Exhaust fan,Eveready,"remove moisture/unpleasant odour, air delivery speed, rust proof body and blade, front shutter, Blade strength",Blade strength,Negative,সস্তার প্লাস্টিক দিয়ে তৈরি। পাখা চলার সময় ব্লেড আওয়াজ করে এবং অবশেষে অর্থের অপচয় হয়।
Education,Books,Audiobooks,Duet narration,Google Play Books,"voice, acting, modulation, pitch, sound quality, SYNCHRONIZATION, Synchronization(offline availibility)",Modulation,Positive,গুগল প্লে-এর বইগুলি কখনই নিস্তেজ এবং একঘেয়ে মনে হয় না। নিখুঁত ভয়েস মডুলেশন এটিকে আকর্ষণীয় এবং লাইভ করে তোলে।
Hobbies,Music,Instruments,"Guitars, basses and gears",Ovation Timeless Legend,"neck profile, fretboard's radius, tuner holes, neck heel width and mounting, harmonics and tone, classical/electric/acoustic/bass guitar",Classical Guitar,Positive,"বোল্ড, প্রজেক্ট করা সাউন্ড, টিউন করা সহজ।"
Entertainment,Apps,Entertainment,OTT media service,Netflix,"binge watch, popular web-series, tv shows, movies, subtitles, parental lock, multi-user profiles",Binge watch,Negative,খুব হতাশাজনক অভিজ্ঞতা। এক জায়গায় এত বেশি ডার্ক কনটেন্ট যে এখানে স্বস্তিদায়ক কনটেন্ট খুঁজে বের করা মুশকিল।
Entertainment,Movies,Genres,Documentary,Ladies First,"emotional, educative, awe-inspiring, motivating, interesting, detailed narration, informative, heart touching, factual accuracy",Detailed Narraion,Negative,ন্যারেশনটিকে ছোট ছোট টুকরো করে বর্ণনা করা হয়েছে যার ফলে পুরো স্টোরিটিকে কম্প্রোমাইজ করা হয়েছে বলে মনে হতে পারে।
Baby Products,Baby,"Baby bath, skin and grooming",Powder,Mee Mee,"chemical free, organic ingredients, prevents rashes and infection","Mildness, Chemical free",Positive,এটাই আমার দেখা সেরা পাউডার ফর্মুলা। ত্বকের উপর খুবই নমনীয়।
Pets,Dogs,Health supplements:,Vitamins,PetSutra,"healthy and lustrous coat, skin, calcium, paw tablet, digestive tablet, liver tonic, dewarming, antioxidants","stomach issues, allergies",Negative,"কিছু কুকুরের পেটের সমস্যা, বমি, অ্যালার্জি হয়।"
Fashion,Beauty,Fragrance,Eye concealer,The Body Shop Fresh Nude Serum Concealer,"dark circle treatment, even tone",Consistency,Negative,এই কনসিলার আমার স্কিন টাইপের জন্য নয়। ব্যবহার করার কিছু সময় পর ক্রিজ দেখা যায় এবং স্কিন টোন অসমান হয়ে যায়। একদমই সুপারিশ করবো না!!
Entertainment,Apps,Entertainment,Content creation apps,Content Creator Ready contents,"illustrations, ad-making, participate in challenges, trending, instant shoot and post, advanced editing, viral dialogues",ad-making,Positive,এই অ্যাপটি আপনাকে শুধুমাত্র কয়েকটি ক্লিকে আপনার বিজ্ঞাপনের জন্য হাই-রেজোলিউশনের পোস্ট এবং ওয়ালপেপার ব্যবহার করার অনুমতি দেয়।
Entertainment,Movies,Genres,Comedy,The Adam Project,"Hilarious, satire, funny dialogues, performance, political humour, single liners, comical timing",Performance and funny dialogues,Positive,নাটকটির সব চরিত্রগুলো এবং তাদের অভিনয় অসাধারণ ছিল। মজার সাথে তার মধ্যে একটি আবেগের গভীরতাও ছিল।
Home,Appliances,Fan,Pedestal fan,Modi,"tall, oscillation feature, sweep size, air delivery speed, no of blades",Sweep Size,Positive,মোদি বিশাল এলাকাগুলির জন্য বড় পেডেস্টাল ফ্যানের জন্য বিখ্যাত। এই ব্র্যান্ডের প্রধান বৈশিষ্ট্য হল লম্বা ব্লেড এবং বড় সুইপ সাইজ এবং তাই দূরবর্তী বায়ুপ্রবাহ।
Fashion,Beauty,Fragrance,Perfume,Moi By Nykaa Epice Eau de Perfume,"unisex/men/women, long lasting smell",Long lasting smell,Negative,এই পারফিউমটি দীর্ঘস্থায়ী নয়। এর জন্য অর্থ ব্যয় করার সুপারিশ দেবা না।
Hobbies,Music,Audio Output,headphones,boat airdopes 132,"on-ear, in-ear, wired, bluetooth, earbuds, noise-cancelling, bass, fast charging, battery, with or without mic, water-resistant.","Ear buds with mic, noice cancellation",Negative,লো সাউন্ড ক্যান্সেলেশন একটি বড় সমস্যা
Pets,Dogs,Grooming,Shampoo,Captain Zack,"normal/dry, liquid/spray, scent, natural ingredients, tick and flea repellent","Anti-bacterial, Reduces skin itching & irritation",Positive,"এটি একটি অ্যান্টি-মাইক্রোবিয়াল, অ্যান্টি-ফাঙ্গাল ময়েশ্চারাইজিং শ্যাম্পু, যা আপনার পশম বন্ধুদের থেকে পরজীবী এবং অন্যান্য পোকামাকড় দূর করার সময় ত্বকের জ্বালা এবং প্রদাহ কমায়। এটি তাদের কোটকেও পুষ্টি দেয় এবং হাইড্রেট করে।"
Travel,Bags and luggage,Luggage,Rucksack,Wildcraft,"waterproof, durability, nylon, rain cover","Durability, water resistant, reasonable price, valur for money, premium look.",Positive,"ওয়াইল্ডক্রাফট পণ্যগুলি ভাল মানের, হালকা ওজন, সর্বোত্তম উপকরণ এবং জল প্রতিরোধী দিয়ে তৈরি। গুণগত মান ভাল এবং একজন একক ব্যক্তির জন্য প্রচুর বিষয়কে ধারণ করতে পারে। তাদের পণ্যগুলি বেশিরভাগই বৃষ্টি কভার সহ জল প্রতিরোধী।"
Pets,Dogs,Grooming,Grooming clippers,KEEKOS,"stainless steel, sharpness, rubber coated handles, safety guard, comes with filer","no LCD display, useless parts",Negative,এলসিডি ডিসপ্লে নেই এবং ক্লিপার ও কাঁচি অকেজো।
Pets,Dogs,Grooming,Dog brush,HANk,"hair shredding, self cleaning, pet skin friendly, comfortable",short hair,Negative,ছোট চুলের জন্য সুপারিশ করা যাবে না।
Baby Products,Baby,"Baby bath, skin and grooming",Oil,Dabur Lal,"vitamin E, 2x faster physical growth, organic, better sleep, strengthen bones","Better sleep, organic",Positive,এটি অবশ্যই আপনার শিশুর জন্য মালিশ করা ভালো তেলগুলোর মধ্যে একটি! এই তেল ব্যবহারের পর আমার শিশু আসলেই আরামে ঘুমোতে শুরু করেছে।
Transportation,Surface,Railways,Inter-state,,"Sleeper coach, AC, chair car, cleanliness, safety, punctuality, food service, travel insurance, tour packages",Punctuality Food services,Positive,"""পূর্বের তুলনায় সময়ানুবর্তিতা অনেক ভাল।"""
Home,Appliances,Air cooler,Tower air cooler,Blue Star,"sleek and elegant, height, cool tank capacity, controller type, looks, blower",Controller Type,Positive,ব্লুস্টার তাদের নতুন মডেলের টাওয়ার এয়ার কুলারের সঙ্গে নিয়ে এসেছে আর্দ্রতা নিয়ন্ত্রণকারী যন্ত্র। বাজারে যে কোনও ব্র্যান্ডের তুলনায় এটি একটি অভিনব বৈশিষ্ট্য।
Home,Appliances,Fan,Table fan,V-guard,"small, compact, mobile, sweep size, air delivery speed, no of blades",Air delivery speed,Negative,ভি-গার্ডের টেবিল ফ্যানে সুইপ সাইজ ও দৈর্ঘ্য দুইয়েরই অভাব রয়েছে। তাই একটি শক্তিশালী মোটর থাকা সত্ত্বেও বায়ু সরবরাহের গতি এতটা দক্ষ নয়।
Hobbies,Cycling,Bicycles,mountain bikes,Intense,"suspension, gears, warranty, ergofit, frame, mudguards, cost, lightwieght, parts availibility",Warranty,Negative,ফ্রেমগুলিতে খুব কম সময়ের 1-5 বছরের ওয়ারেন্টি এবং সীমিত কালার চয়েস।
Education,Books,Children's book,Story books,Ruskin Bond - Best Selling Children Story Books Collection,"moral stories, stories with colourful pictures, simple language, illustrations to add fun, Price",Price,Negative,একটি বইয়ে 50টি পেজও নেই। আমি আশা করছিলাম প্রতি বইতে অন্তত 200 পেজ থাকবে। ন্যায্য দাম দিতে পারেনি।
Pets,Dogs,Health supplements:,Dental care,Proden,"plaque removal, fresh breath, chewy teeth cleaner,",Not healthy,Negative,যখনই কুকুরের এই অবস্থা হয় তখন সে আলগা গতির শিকার হয়।
Education,Books,Children's book,Bed-time stories,Ten Little Dragons,"fantasy, mythological, fairy tales, simple language, Content (Difference of opinion on the content)",Fairy tale,Negative,রূপকথার থেকে ভয়ের গল্প বেশি। আমার বাচ্চারা গল্পটি একদমই পছন্দ করে না। অর্থের অপচয়:(
Pets,Dogs,Grooming,Deodorizers,ODO-RITE,"ayurvedic, scent, fresh, vet recommended","removes smell, sweet fragrance, harmless",Positive,"এটি সম্পূর্ণ গন্ধ দূর করে, একটি মিষ্টি গন্ধ রেখে যায়। এটি পোষা প্রাণীর জন্য ক্ষতিকর নয়।"
Education,Books,Children's book,Easy learning,Maths,"activity oriented, educational development (plant/animals/numbers and counting/human body), Quality, Cost/Price",Price,Negative,বইটিতে কম পেজ রয়েছে এবং এটি সৃজনশীলও নয়। এটি দেখে একটি নিয়মিত অংকের ওয়ার্কবুক বলে মনে হচ্ছে। টাকা অপচয় করা।
Health/Wellness,Food,Eats/Beverages,Bakery,Mrs Magpie (Keyatala),"Tasty cakes, pastry, online booking and home delivery, signature foods, delicious, variety, service time, fresh, price","Tasty cakes, pastry, online booking and home delivery, price",Negative,ব্লুবেরি চিজ কেকের অনলাইন অর্ডার (সুইগির মাধ্যমে অর্ডার করা) দামের তুলনায় আকারে খুবই ছোট ছিল। পরিমাণ মোটেই অর্থের মূল্যে সন্তোষজনক নয়।
Education,Books,Audiobooks,Fully voiced reading,Penguin Random House,"several characters, distinct voice, Pitch, Sound quality, Acting",Voice,Negative,বইটা ভালো কিন্তু পাঠকের উচিত চরিত্রের মিথ্যা অভিনয় বন্ধ করা। এটা ভয়ানক!!
Education,Books,Audiobooks,Duet narration,Audible,"voice, acting, modulation, pitch, sound quality, SYNCHRONIZATION, Synchronization(offline availibility)",Voice,Positive,আমি হাঁটার সময় বা আমার প্রতিদিনের যাতায়াতের সময় ডুয়েট নারেশন গল্প শুনতে সত্যিই উপভোগ করি কারণ ভয়েসের পরিবর্তন সত্যিই আমাকে এটি শুনতে বাধ্য করে। আমরা অডিবলের ডুয়েট ন্যারেশান সেকশনে গল্পটা আরো বেশি অনুভব করতে পারি।
Entertainment,Amusement,Parks,For children,Gref Children Park,"entry price, rides and attractions, developmental activities,Play area,maintenance",rides and attractions,Negative,"ঠিকঠাক রক্ষণাবেক্ষণ হয় না। শুধু সোসাইটি মেম্বারদের জন্য, বিনামূল্যে# আর কি আশা করা যায়"
Entertainment,Apps,Social Media,Blogging/ Micro-blogging,Blogger,"professionally designed themes, turn your site into a store, find your fans, domains for anything, serious security",professionally designed themes,Negative,এই সাইটটি আপনাকে কোনো আগে থেকে ডিজাইন করা থিম বা টেমপ্লেট প্রদান করে না। এখানে আপনার ক্রিটিভিটি ব্যবহার করে আপনাকে স্ক্র্যাচ থেকে সবকিছু তৈরি করতে হবে।
Home,Appliances,Air-condition,Inverter AC,Videocon,"AI Dual Inverter, AI Convertible 6-in-1 cooling, HD Filter with Anti-Virus Protection, auto clean, capacity, coil material, wifi",AI Convertible 6-in-1 cooling,Positive,"ভিডিওকন এসিতে কৃত্রিম বুদ্ধিমত্তা পরিবর্তনযোগ্য মোড এবং অন্তর্নির্মিত সেন্সর। এই বৈশিষ্ট্যগুলির সাথে, এয়ার কন্ডিশনারটি স্বয়ংক্রিয়ভাবে কারেন্ট কন্ডিশন এবং সেন্সর দ্বারা প্রদত্ত ইনপুটগুলি বিশ্লেষণ করে নিখুঁত শীতলতা দেবে।"
Home,Appliances,Air-condition,Central AC,Godrej,"combined evaporator, condenser, and compressor, capacity, coil material, wifi",Wifi,Negative,গোদরেজ এসির ভয়েস কমান্ডের নতুন বৈশিষ্ট্যটি খুব বেশি উচ্চ ব্যান্ডউইথ ওয়াইফাই সাপোর্ট সিস্টেমের কারণে ততটা কার্যকর নয়।
Building Material,Construction,Binding material,Cement,Portland Slag Cement,"fineness, strength, durability, resistance to wet and thermal cracking, cost, application, storage, setting time",Resistance to wet,Positive,"সিমেন্টের ক্লোরাইড, মাটি এবং অত্যধিক পরিমাণ সালফেট বা ক্ষারীয় ধাতু এবং আয়ন ধারণকারী জলের প্রতিরোধ ক্ষমতা ভাল।"
Pets,Dogs,Food,Dry food,Royal Canin,"balanced, nutritious, yummy, strong bones and teeth, immunity booster, heathier and shiner coat, strong muscles","intense growth controlled energy, immune system support, bone & joint support",Negative,দানাগুলো এত বড় যে একটা কুকুরছানা গিলে খেতে পারে না এবং চিবিয়ে খেতেও পারে না।
Entertainment,Apps,Social Media,Discussion forums,Clubhouse,"listen in, share your thoughts, host discussions, debate on political, social, current affairs and other matters of interest",Listen in,Positive,"এমনকি আপনার চিন্তাভাবনা শেয়ার করার জন্য এটি সেরা জায়গা, আকর্ষণীয় কথোপকথন শোনার জন্য, বিশ্বের সবচেয়ে আশ্চর্যজনক ব্যক্তিদের সাথে কথা বলতে পারবেন এবং নতুন বন্ধু বানাতে পারবেন।"
Pets,Dogs,Grooming,Shampoo,HEY BUDDIE,"normal/dry, liquid/spray, scent, natural ingredients, tick and flea repellent","Lather, Scent",Negative,"কুকুরের শরীরে খুব বেশি গন্ধ নেই, তাই সারা শরীরে গন্ধ ছড়িয়ে পড়া কঠিন।"
Entertainment,Movies,Genres,Tragedy,The Fallout,"serious, storyline, performances, emotional, moving, heart breaking",Storyline and Performances,Negative,"প্লটটি খুব স্পষ্ট ছিল না, অভিনয় ঠিকঠাক ছিল এবং গল্পের শেষ পর্যন্ত কোনও পয়েন্ট বা অর্থ খুঁজে পাওয়া যাই নি।"
Home,Appliances,Air-condition,Window AC,Croma,"copper condenser, dust filter, capacity, coil material, evaporator",Coil Material,Negative,ক্রোমা এখনও ঐতিহ্যবাহী অ্যালুমিনিয়াম কয়েল দিয়ে এসি তৈরী করছে। এদের ক্ষয়ের প্রবণতা বেশি এবং কম শক্তি সাশ্রয়ী।
Baby Products,Baby,Clothing,Innerwears,Jockey Kids,"100% cotton, soft fabric, unisex","soft fabric, unisex",Negative,"এটি ইউনিসেক্স বলে দাবি করলেও, প্রত্যেকটা জামাতে বো প্রিন্ট করা। এমনকি কাপড়টাও একটু স্ক্র্যাচি ধরনের।"
Entertainment,Movies,Genres,Action,War,"action-packed, dangerous stunts, adventure, exciting, realistic fighting scenes, energetic performance","dangerous stunts, energetic perfomance",Positive,"টাইগার নির্বিকারে স্টান্ট করছেন, এবং এটি সত্যিই দেখার মতো। বলিউডের সেরা অ্যাকশন জুটি তাদের সমস্ত এনার্জিকে তাদের পারফরমেন্সে যোগ করছে।"
Entertainment,Apps,Entertainment,Content creation apps,Content Creator Ready contents,"illustrations, ad-making, participate in challenges, trending, instant shoot and post, advanced editing, viral dialogues",Advanced editing,Negative,এডিটিং টুলগুলি এতই জটিল যে তার সামনে ডিফল্ট অ্যান্ড্রয়েড এডিটিং টুলগুলিকে ব্যবহার করার জন্য সহজ বলে মনে হবে।
Pets,Dogs,Food,Dry food,Taste of the Wild,"balanced, nutritious, yummy, strong bones and teeth, immunity booster, heathier and shiner coat, strong muscles","supports healthy skin and coat, supports brain and vision development, egg-free recipe.",Positive,"এতে রয়েছে স্যালমন যা উচ্চমানের প্রোটিন এবং ওমেগা ফ্যাটি অ্যাসিড সরবরাহ করে সুস্থ ত্বক এবং ভালো লোম পেতে সহায়তা করে। এই ওমেগা -3 ফ্যাটি অ্যাসিড বিট স্যামন তেল সরবরাহ করে, কুকুরছানার মস্তিষ্ক এবং দৃষ্টি বিকাশে সহায়তা করে। এটি ডিম বা ডিমের পণ্য ছাড়াই তৈরি করা হয়, যা ডিমের প্রতি সংবেদনশীলতা আছে এমন কুকুরদের জন্য উপযুক্ত।"
Health/Wellness,Food,Eats/Beverages,Cafe,The Bikers Cafe,"Continental food and beverages, snacks, bakery items, quick service, online payments, ambience, music, parking, wifi, price","Ambience, price",Negative,একটু ভিড় থাকে। একটু দাম বেশি।
Baby Products,Baby,Clothing,Shorts,Jockey Kids,"cotton, soft fabric, colourful,","colorful, cotton",Positive,ছোটদের জন্য রঙিন ও ভালো মানের সুতির শর্টস বেছে নেওয়ার জন্য রয়েছে বিশাল পরিসর। আমি আমার কেনাকাটায় খুব খুশি।
Entertainment,Movies,Genres,Fantasy,Tumbbad,"CGI and visual effects, screenplay adaptation, whimsical score, enchanting characters, magical,",CGI and Visual effects,Negative,অবিশ্বাস্যভাবে ভয়ানক মুভি এবং ভিজ্যুয়াল চিল এবং ট্রিট এর উপর খুব কম কাজ করা হয়েছে।
Pets,Dogs,Grooming,Shampoo,Dogz & Dudez,"normal/dry, liquid/spray, scent, natural ingredients, tick and flea repellent","Scent, Soothe dry skin",Positive,এর থেকে ডিওডোরেন্টের মতো সুন্দর গন্ধ পাওয়া যায়। অ্যালোভেরার মতো ময়শ্চারাইজিং উপাদানগুলি আপনার পোষা প্রাণীর ত্বক এবং কোটকে গভীরভাবে হাইড্রেট করে এটিকে একটি সুন্দর চেহারা দেয়।
Home,Appliances,Home theater,Soundbars,Hammer,"Bluetooth/wireless, HDMI, audio output mode, integrated control, EQ mode",Integrated control,Negative,এই হ্যামারের সাউন্ডবারের সমন্বিত নিয়ন্ত্রণ এতটাও দক্ষ নয়। এটি বিভিন্ন মোডের মধ্যে সুইচ করতে ব্যর্থ হয় এবং এটি অপ্টিমাইজ করার পরিবর্তে খারাপ সাউন্ড আউটপুট উৎপাদন করে।
Health/Wellness,Living,Stay/ Experience,Hotels/ Lodges,Innra The Guest House,"Single/double bed, safety, restaurant attached, TV, AC/Non AC, cleanliness, attached bathroom and toilet, ambience, location, wifi, parking, laundry service, price/billing","Location, safety, price/billing",Positive,শহরের প্রাণকেন্দ্রে অবস্থিত প্রতিটি বাজারই হোটেলের কাছাকাছি। অতিথি নিরাপত্তার বাড়তি সুবিধা হিসেবে আসার সাথে সাথে এখানে একজন অতিথির সকল মৌলিক চাহিদা অত্যন্ত যুক্তিসঙ্গত মূল্যে পূরণ করা হয়।
Health/Wellness,Living,Stay/ Experience,Resorts,The Palm Resort (Digha),"Swimming pool, fitness center, parking, wifi, bar, laundry service, games, air conditioning, banquet/dining hall, various cuisines, family friendly","Swimming pool, various cuisines, parking",Positive,অসাধারণ জায়গা যার প্রধান আকর্ষণ হল সঙ্গীতের সাথে সুসঙ্গঠিত সুইমিং পুল। খাবারটিও খুব ভালো এবং সুস্বাদু এবং প্রধান কোর্স সবসময় সামুদ্রিক খাবারের উপর ফোকাস করে; এছাড়াও গাড়ী পার্কিং স্থান সবসময় উপলব্ধ।
Health/Wellness,Food,Eats/Beverages,Bars,Chowringhee Bar,"Availability of various brands, ambience, parking area, seating, reservations, musical performance, food served, parking facility, variety, price, service",Price,Negative,অত্যন্ত ব্যয়বহুল
Hobbies,Music,Instruments,Keyboards and Piano,Casio CGP-700BK,"dimensions, number of keys, tuning pins, bridge material, pedals, soundboard, sound qualiy",Soundboard and Speakers,Negative,"স্পিকার কয়েক বছর পরে কাজ করে না, তারা একটি কর্কশ শব্দ দেয় এমনকি বেশিরভাগ জায়গায় স্থানীয় মেরামত অনুপলব্ধ।"
Education,Books,Audiobooks,Full cast narration,Chirp Books,"voice, acting, modulation, pitch, sound quality, cinematic feeling",Voice,Negative,অনুগ্রহ করে ‘ আমিষ-এর লেখা রাভান’- বইটির ন্যারেটরকে পরিবর্তন করুন। বেশির ভাগ চরিত্রের জন্য একই ধরনের ভয়েস ওভার দেওয়া হয়েছে যার কারণে আকর্ষণের ব্যাপারটি চলে গেছে।
Building Material,Construction,Binding material,Cement,Magnesium Phosphate Cement,"fineness, strength, durability, resistance to wet and thermal cracking, cost, application, storage, setting time","Strength, Durability",Positive,এর বন্ধন শক্তি বেশি এবং এর স্থায়িত্বও ভালো।
Pets,Dogs,Supplies,Leashes,AmazonBasics,"basic/double/training, padded, length,","good grip, easy handling,",Positive,লেজের গ্রিপ ভাল এবং সহজেই পোষা প্রাণীটিকে সামলাতে পারে। যেহেতু এটি পা এবং শরীরকে ঢেকে রাখে তাই অতিরিক্ত কলার প্রয়োজন নেই যা পোষা প্রাণীটিকে নিয়ন্ত্রণে রাখতে পারে।
Entertainment,Apps,Entertainment,Content creation apps,Creator studio,"illustrations, ad-making, participate in challenges, trending, instant shoot and post, advanced editing, viral dialogues",Advanced editing,Negative,একেবারেই অকেজো অ্যাপ! আমি ইতিমধ্যে শুধুমাত্র আপলোড করা ভিডিওগুলিতে শিরোনাম যোগ করতে এটি ব্যবহার করতে পারি যা আমি শুধুমাত্র প্রধান অ্যাপের মাধ্যমেই আপলোড করতে পারবো!
Entertainment,Apps,Entertainment,Games,Asphalt 10,"various modes, action, racing, arcade, multi-player, puzzles",Action,Negative,ওভার পার অ্যাকশন গ্রাফিক্স ল্যাগ সৃষ্টি করার একটি বড় কারণ।
Entertainment,Movies,Genres,Action,The Lost City,"action-packed, dangerous stunts, adventure, exciting, realistic fighting scenes, energetic performance","Adventure, Performance",Positive,"এই অসাধারণ অ্যাডভেঞ্চারের জন্য তারা যে পেসিং এবং গল্প বলার রুটটি বেছে নিয়েছে, তা আমার খুব ভালো লেগেছে। বুলক, র্যাডক্লিফ এবং ট্যাটামের অসাধারণ পারফরম্যান্স দেখা গিয়েছে।"
Baby Products,Baby Food,Ready-to-eat,milk powder,NanPro,"infant milk substitute; whey protein, easy digest, contains probiotics","whey protein, easy digest, probiotics",Positive,প্রোবায়োটিকগুলি হজম করা সত্যিই সহজ করে তোলে এবং আমি নানপ্রোর এই উন্নত সংস্করণে বেশ খুশি।
Hobbies,Photography,Camera,Film Cameras,Fujifilm,"vintage, shutter priority, availability of replacement batteries, Black and white or colour, roll film, exposure, weight, SLR, cost, manual control",exposure and vintage,Positive,লাল রঙটি প্রাণবন্ত এবং এটি সম্পর্কে একটি ভিনটেজ ধরনের একটা অনুভূতি প্রদান করে। এটির একটি ডবল এবং দীর্ঘ এক্সপোজার রয়েছে যা সত্যিই ভীষণ আশ্চর্যজনক।
Pets,Dogs,Food,Wet food,Blue Buffalo,"balanced, nutritious, yummy, strong bones and teeth, immunity booster, heathier and shiner coat, strong muscles","High-quality protein to support healthy muscle maintenance, no artificial flavors or preservatives.",Positive,"এই পেটে স্টাইলের ওয়েট কুকুরের খাবারে, স্বাস্থ্যকর পেশী রক্ষণাবেক্ষণের কাজ করে এতে আসল চিকেনের থেকে বেশি উচ্চ মানের প্রোটিন রয়েছে। এটি একটি সুস্বাদু খাবার তৈরি করে এবং তাদের প্রিয় শুকনো খাবারে মিশ্রিত আগ্রহ যোগ করে।"
Education,Books,Children's book,Picture books,Zoo,"cute cover design, colourfull, activity oriented, educational development, Attractive pictures, Price",Price,Negative,অত্যন্ত ব্যয়বহুল। বিভিন্ন দোকানে কম দামে একই ধরনের বই পাওয়া যায়।
Home,Appliances,Fan,Exhaust fan,Urja light,"remove moisture/unpleasant odour, air delivery speed, rust proof body and blade, front shutter, Blade strength",Remove moisture/odour,Negative,উর্জা এক্সজস্ট ফ্যান একটি হেভি ডিউটি ফ্যান যা শিল্প ভবনগুলির মতো বড় এলাকার জন্য ব্যবহৃত হয়। তাই এটি আর্দ্রতা এবং গন্ধ দূর করতে ব্যর্থ হয় তবে শুধুমাত্র তাপ থেকে রক্ষা করে।
Pets,Dogs,Supplies,Dog carriers,BarkButler,"hard sided/soft sided, two door top load, portable folding, airlines approved, breathable mesh panel","handy, perfect cutouts, sturdy, ventilated",Positive,এটি বহন করার জন্য খুব সহজ এবং পোষা প্রাণীর জন্য নিখুঁত ছোট কাটআউট থেকে বাইরে দেখার জন্য আছে। এটি শক্ত এবং সুন্দরভাবে বায়ু চলাচল করে।
